,output_state,experiment,diagnosis,invalid_loss_value,max_memory_allocated,final_batch_size,project,linear_probing,curve_length
1589,xx,13594547534914138_mini_set1_MD_5_BIS_v1,success,,,,,,
1590,xx,13620391302155350_mini_set2_PLT_DOC_v1,success,,,,,,
1591,xx,319623302569082124_mini_set1_MED_LF_v1,success,,,,,,
1592,xx,31968270212383865_mini_set2_PRT_v1,success,,,,,,
1593,xx,32050296866789184_mini_set1_PLT_NET_v1,success,,,,,,
1594,xx,32266076114673109_mini_set2_PRT_v1,success,,,,,,
1595,xx,129051792381013909_mini_set2_PRT_v1,OOM,,,,,,
1596,xx,32365380246990439_mini_set2_AWA_v1,OOM,,,,,,
1597,xx,136208171849252787_mini_set2_ACT_410_v1,OOM,,,,,,
1598,xx,324179050098981494_mini_set1_PNU_v1,OOM,,,,,,
1599,ok,13916646396745530_mini_set2_TEX_ALOT_v1,success,False,1181080064.0,16.0,AFT-MN-04,True,50.0
1600,xx,32435794226044293_mini_set1_ACT_40_v1,success,,,,,,
1601,xx,32549258023466405_mini_set0_TEX_v1,success,,,,,,
1602,xx,32566492316527793_mini_set2_PRT_v1,success,,,,,,
1603,xx,32595184067465218_mini_set1_INS_2_v1,success,,,,,,
1604,xx,1381329096273797_mini_set2_TEX_ALOT_v1,OOM,,,,,,
1605,xx,326993533856030136_mini_set2_TEX_ALOT_v1,OOM,,,,,,
1606,xx,190815109227483931_mini_set0_CRS_v1,OOM,,,,,,
1607,ok,15783702576639326_mini_set1_MED_LF_v1,success,False,9851078656.0,2.0,AFT-MN-09,False,1.0
1608,xx,191050176362655885_mini_set2_FNG_v1,success,,,,,,
1609,xx,13317770137040109_mini_set1_INS_2_v1,OOM,,,,,,
1610,xx,330294894787241383_mini_set2_PLT_DOC_v1,diverged,True,10443290112.0,16.0,AFT-MN-00,False,1.0
1611,xx,191864946163134842_mini_set2_ACT_410_v1,diverged,,,,,,
1612,xx,13333241406357935_mini_set1_DOG_v1,cuDNN_error,,,,,,
1613,xx,19294871886262826_mini_set0_BRD_v1,cuDNN_error,,,,,,
1614,xx,192989423184677515_mini_set2_TEX_ALOT_v1,cuDNN_error,,,,,,
1615,ok,158180945067755387_mini_set1_RSICB_v1,success,False,10293864448.0,8.0,AFT-MN-09,False,1.0
1616,xx,19313634783675216_mini_set0_TEX_v1,success,,,,,,
1617,xx,19425066648033371_mini_set2_TEX_ALOT_v1,success,,,,,,
1618,xx,19523289116198128_mini_set0_RESISC_v1,success,,,,,,
1619,xx,131153378398877669_mini_set2_TEX_ALOT_v1,AMP,,,,,,
1620,xx,19598928220526906_mini_set1_MD_5_BIS_v1,AMP,,,,,,
1621,ok,131181373708518735_mini_set0_CRS_v1,success,True,4786247680.0,32.0,AFT-MN-10,True,31.0
1622,xx,19617216817596084_mini_set2_RSD_v1,success,,,,,,
1623,ok,13128300966882834_mini_set2_PRT_v1,success,False,392889344.0,2.0,AFT-MN-10,True,50.0
1624,xx,19653327728287940_mini_set1_INS_2_v1,success,,,,,,
1625,ok,196580847915101486_mini_set1_RSICB_v1,success,False,189812736.0,4.0,AFT-MN-01,True,50.0
1626,xx,197715689233936_mini_set1_ACT_40_v1,success,,,,,,
1627,xx,19806566219949410_mini_set0_BRD_v1,success,,,,,,
1628,xx,19814803285808468_mini_set2_PLT_DOC_v1,success,,,,,,
1629,xx,19878069212247325_mini_set1_MD_5_BIS_v1,success,,,,,,
1630,ok,13857288136177147_mini_set0_CRS_v1,success,True,1546504192.0,16.0,AFT-MN-11,True,26.0
1631,xx,19950774164984631_mini_set1_ACT_40_v1,success,,,,,,
1632,xx,20044772031141195_mini_set0_PLK_v1,success,,,,,,
1633,xx,200835182267807206_mini_set1_MED_LF_v1,success,,,,,,
1634,xx,20309885209475806_mini_set0_MD_MIX_v1,success,,,,,,
1635,xx,20328818842554806_mini_set1_APL_v1,success,,,,,,
1636,xx,203347540879798311_mini_set2_RSD_v1,success,,,,,,
1637,xx,2041731393162640_mini_set2_RSD_v1,success,,,,,,
1638,xx,2045075980967196_mini_set0_FLW_v1,success,,,,,,
1639,xx,204981620617604342_mini_set1_MED_LF_v1,success,,,,,,
1640,xx,20593278186987004_mini_set2_FNG_v1,success,,,,,,
1641,xx,206168650953836357_mini_set1_MD_5_BIS_v1,success,,,,,,
1642,ok,17928059881171131_mini_set1_PLT_NET_v1,success,False,399094784.0,32.0,AFT-MN-03,True,50.0
1643,xx,20678889736198946_mini_set0_PLK_v1,success,,,,,,
1644,xx,13408989265767894_mini_set1_MED_LF_v1,OOM,,,,,,
1645,xx,20715202738394980_mini_set2_TEX_ALOT_v1,OOM,,,,,,
1646,xx,2072873869576248_mini_set2_PRT_v1,OOM,,,,,,
1647,xx,2081911665091694_mini_set0_MD_MIX_v1,OOM,,,,,,
1648,xx,210651846597785898_mini_set0_TEX_v1,OOM,,,,,,
1649,xx,210709048010027740_mini_set1_INS_2_v1,OOM,,,,,,
1650,ok,13455536855363057_mini_set0_TEX_v1,success,False,10063026688.0,8.0,AFT-MN-08,False,1.0
1651,xx,142103257276932659_mini_set0_FLW_v1,AMP,,,,,,
1652,xx,210908941280589882_mini_set0_PLK_v1,AMP,,,,,,
1653,xx,2114625895704409_mini_set1_PNU_v1,AMP,,,,,,
1654,xx,21186674576299674_mini_set1_RSICB_v1,AMP,,,,,,
1655,xx,212233362903335880_mini_set1_RSICB_v1,AMP,,,,,,
1656,xx,21273914643360487_mini_set0_SPT_v1,AMP,,,,,,
1657,xx,2129419071925655_mini_set1_TEX_DTD_v1,AMP,,,,,,
1658,ok,185244812277279266_mini_set2_PLT_DOC_v1,success,False,5137473024.0,4.0,AFT-MN-06,True,50.0
1659,xx,213489665541790628_mini_set2_TEX_ALOT_v1,success,,,,,,
1660,xx,21350105796553927_mini_set1_PNU_v1,success,,,,,,
1661,xx,213804255820615646_mini_set0_FLW_v1,success,,,,,,
1662,xx,21393059467512534_mini_set2_ACT_410_v1,success,,,,,,
1663,xx,21469352509550920_mini_set0_PLT_VIL_v1,success,,,,,,
1664,xx,21527692773301422_mini_set1_PLT_NET_v1,success,,,,,,
1665,xx,21581626634397598_mini_set0_MD_MIX_v1,success,,,,,,
1666,ok,216268947733199509_mini_set0_TEX_v1,success,True,48570368.0,2.0,AFT-MN-01,True,26.0
1667,ok,331276064366829979_mini_set0_FLW_v1,success,True,29724160.0,2.0,AFT-MN-00,True,26.0
1668,xx,17984629147844069_mini_set2_PRT_v1,batch_size>dataset_size,,,,,,
1669,xx,180586513905067304_mini_set1_TEX_DTD_v1,OOM,,,,,,
1670,xx,18075307543163705_mini_set1_INS_2_v1,AMP,,,,,,
1671,ok,14074423774060875_mini_set1_DOG_v1,success,False,9323607552.0,128.0,AFT-MN-11,False,1.0
1672,ok,18108598547856079_mini_set2_BTS_v1,success,False,600149504.0,2.0,AFT-MN-03,True,50.0
1673,ok,141296258941616919_mini_set1_ACT_40_v1,success,False,8731865600.0,4.0,AFT-MN-11,True,50.0
1674,ok,159687908641776167_mini_set1_ACT_40_v1,success,False,7201891328.0,512.0,AFT-MN-09,True,50.0
1675,ok,14023602052438452_mini_set1_MED_LF_v1,success,False,596758528.0,16.0,AFT-MN-02,True,50.0
1676,ok,18153784241226439_mini_set2_MD_6_v1,success,False,10044704256.0,2.0,AFT-MN-03,False,1.0
1677,ok,140966101875412456_mini_set1_ACT_40_v1,success,False,9422704640.0,4.0,AFT-MN-02,False,1.0
1678,ok,18154489815037938_mini_set1_APL_v1,success,False,10416947712.0,2.0,AFT-MN-03,False,1.0
1679,ok,14103662665692849_mini_set0_PLT_VIL_v1,success,False,10363968512.0,16.0,AFT-MN-02,False,1.0
1680,ok,2171075284648648_mini_set2_FNG_v1,success,False,10186286080.0,4.0,AFT-MN-01,False,1.0
1681,ok,1818856347212283_mini_set2_PRT_v1,success,False,10103662080.0,32.0,AFT-MN-03,False,1.0
1682,ok,217274570416109221_mini_set1_TEX_DTD_v1,success,True,110940672.0,16.0,AFT-MN-01,True,26.0
1683,ok,13004155606242660_mini_set1_ACT_40_v1,success,False,2457439232.0,16.0,AFT-MN-07,True,50.0
1684,ok,217589290990177828_mini_set0_PLK_v1,success,False,5369559040.0,8.0,AFT-MN-01,True,50.0
1685,ok,1421313516018996_mini_set1_MD_5_BIS_v1,success,False,10352044544.0,2.0,AFT-MN-11,False,1.0
1686,ok,142260828931494924_mini_set1_DOG_v1,success,False,1530660352.0,16.0,AFT-MN-11,True,50.0
1687,ok,33478475627282520_mini_set2_RSD_v1,success,False,10343773184.0,8.0,AFT-MN-00,False,1.0
1688,xx,335362015636620703_mini_set1_PNU_v1,AMP,,,,,,
1689,xx,131032676628054889_mini_set2_RSD_v1,AMP,,,,,,
1690,ok,13186656292934878_mini_set1_PLT_NET_v1,success,False,10346079232.0,4.0,AFT-MN-07,False,1.0
1691,ok,21777276890221186_mini_set1_MED_LF_v1,success,False,2815883264.0,8.0,AFT-MN-01,True,50.0
1692,xx,183118689840674244_mini_set2_FNG_v1,OOM,,,,,,
1693,ok,183431930721202534_mini_set2_TEX_ALOT_v1,success,False,4327698432.0,8.0,AFT-MN-03,True,50.0
1694,ok,13761785255283078_mini_set2_TEX_ALOT_v1,success,False,808351232.0,16.0,AFT-MN-05,True,50.0
1695,ok,218095628800684401_mini_set1_MED_LF_v1,success,False,10105137664.0,2.0,AFT-MN-01,False,1.0
1696,ok,16016852731430391_mini_set1_PLT_NET_v1,success,False,7130715648.0,64.0,AFT-MN-09,False,1.0
1697,xx,141185574107678257_mini_set2_MD_6_v1,OOM,,,,,,
1698,xx,219205472166849820_mini_set1_MED_LF_v1,OOM,,,,,,
1699,ok,13532691795598687_mini_set1_RSICB_v1,success,False,10042483200.0,16.0,AFT-MN-08,False,1.0
1700,ok,135445123118031074_mini_set2_BTS_v1,success,False,744296448.0,32.0,AFT-MN-08,True,50.0
1701,ok,18603954975399085_mini_set2_TEX_ALOT_v1,success,True,410152960.0,2.0,AFT-MN-06,True,26.0
1702,xx,142411204845461184_mini_set2_AWA_v1,OOM,,,,,,
1703,ok,13943085602469593_mini_set0_SPT_v1,success,True,231734272.0,8.0,AFT-MN-04,True,26.0
1704,ok,13734558759207014_mini_set0_TEX_v1,success,False,9414350848.0,16.0,AFT-MN-08,False,1.0
1705,ok,142927927831351339_mini_set0_SPT_v1,success,True,1356081152.0,16.0,AFT-MN-02,True,26.0
1706,xx,14298218217645977_mini_set1_PNU_v1,AMP,,,,,,
1707,ok,13332950723957414_mini_set2_RSD_v1,success,False,10213468160.0,32.0,AFT-MN-07,False,1.0
1708,xx,13828415722273237_mini_set1_DOG_v1,success,,,,,,
1709,ok,13361693758170482_mini_set2_INS_v1,success,False,5006620160.0,4.0,AFT-MN-07,True,50.0
1710,ok,144382131804446953_mini_set0_TEX_v1,success,False,113141760.0,16.0,AFT-MN-02,True,50.0
1711,ok,142163777240240399_mini_set2_BTS_v1,success,False,10402263040.0,16.0,AFT-MN-04,False,1.0
1712,ok,14220405614979374_mini_set2_INS_v1,success,False,8695744000.0,256.0,AFT-MN-04,True,50.0
1713,xx,18637959070450421_mini_set1_APL_v1,batch_size>dataset_size,,,,,,
1714,ok,13909544902991539_mini_set2_RSD_v1,success,False,23366144.0,2.0,AFT-MN-05,True,50.0
1715,xx,142426823113672373_mini_set0_PLT_VIL_v1,AMP,,,,,,
1716,ok,18824078593719823_mini_set0_MD_MIX_v1,success,False,9985556480.0,16.0,AFT-MN-06,False,1.0
1717,ok,14317548534104498_mini_set2_PLT_DOC_v1,success,False,691205120.0,32.0,AFT-MN-04,True,50.0
1718,ok,19093773447839246_mini_set0_BCT_v1,success,False,10256874496.0,32.0,AFT-MN-06,False,1.0
1719,ok,1337111117785518_mini_set2_FNG_v1,success,False,137140736.0,16.0,AFT-MN-07,True,50.0
1720,ok,13934227615840740_mini_set0_TEX_v1,success,False,10101659136.0,8.0,AFT-MN-08,False,1.0
1721,xx,139829774855547953_mini_set0_SPT_v1,AMP,,,,,,
1722,xx,13986826558394909_mini_set0_PLT_VIL_v1,AMP,,,,,,
1723,ok,14000571163545684_mini_set0_BCT_v1,success,False,4653879296.0,16.0,AFT-MN-05,True,50.0
1724,xx,13992032731336176_mini_set2_PLT_DOC_v1,OOM,,,,,,
1725,xx,140107211598243931_mini_set1_MED_LF_v1,diverged,True,9155814912.0,16.0,AFT-MN-08,True,1.0
1726,ok,147245446407010565_mini_set0_SPT_v1,success,False,10044766720.0,4.0,AFT-MN-02,False,1.0
1727,ok,1487361480372885_mini_set0_MD_MIX_v1,success,,,,,,
1728,ok,220741408266372139_mini_set0_TEX_v1,success,False,3217600512.0,128.0,AFT-MN-01,True,50.0
1729,xx,1400263943026176_mini_set0_BRD_v1,OOM,,,,,,
1730,xx,14759017662684777_mini_set2_MD_6_v1,AMP,,,,,,
1731,xx,1409393140687747_mini_set2_AWA_v1,AMP,,,,,,
1732,ok,33714459251942310_mini_set2_AWA_v1,success,False,1592316416.0,2.0,AFT-MN-00,True,50.0
1733,xx,22082412311646791_mini_set2_TEX_ALOT_v1,AMP,,,,,,
1734,xx,1401597359256728_mini_set0_FLW_v1,OOM,,,,,,
1735,ok,14958340346378638_mini_set1_DOG_v1,success,False,4057452032.0,64.0,AFT-MN-02,True,50.0
1736,xx,22179203547784954_mini_set2_PRT_v1,OOM,,,,,,
1737,xx,14062318728526213_mini_set1_ACT_40_v1,OOM,,,,,,
1738,xx,14546904463604717_mini_set0_MD_MIX_v1,OOM,,,,,,
1739,ok,14980492036434854_mini_set2_TEX_ALOT_v1,success,,,,,,
1740,ok,132813850517635522_mini_set2_PLT_DOC_v1,success,False,401415680.0,8.0,AFT-MN-10,True,50.0
1741,ok,2219770576196458_mini_set2_ACT_410_v1,success,False,10334698496.0,8.0,AFT-MN-01,False,1.0
1742,ok,22205756055843394_mini_set0_TEX_v1,success,False,10353531904.0,16.0,AFT-MN-01,False,1.0
1743,xx,14166995248008055_mini_set1_APL_v1,AMP,,,,,,
1744,ok,14169145332374662_mini_set0_PLT_VIL_v1,success,False,7603853824.0,8.0,AFT-MN-08,True,50.0
1745,ok,33839906429403149_mini_set1_MD_5_BIS_v1,success,,,,,,
1746,xx,135348730121208381_mini_set2_AWA_v1,success,,,,,,
1747,ok,135835235034245837_mini_set2_RSD_v1,success,False,10043897344.0,8.0,AFT-MN-07,False,1.0
1748,xx,19232649873903698_mini_set1_RSICB_v1,OOM,,,,,,
1749,ok,135859935473524_mini_set2_PRT_v1,success,False,9643750400.0,32.0,AFT-MN-07,False,1.0
1750,xx,1359269981823907_mini_set0_TEX_v1,NoCUDA,,,,,,
1751,ok,19323756149272552_mini_set2_PRT_v1,success,False,10413779456.0,16.0,AFT-MN-06,False,1.0
1752,xx,136013061370460486_mini_set1_TEX_DTD_v1,NoCUDA,,,,,,
1753,xx,19333667991208429_mini_set2_INS_v1,OOM,,,,,,
1754,ok,13683522880219115_mini_set2_BTS_v1,success,False,1699856896.0,64.0,AFT-MN-07,True,50.0
1755,xx,13288534675092729_mini_set0_SPT_v1,NoCUDA,,,,,,
1756,xx,133222409149073761_mini_set2_ACT_410_v1,NoCUDA,,,,,,
1757,xx,142936920902838011_mini_set2_RSD_v1,NoCUDA,,,,,,
1758,xx,14297852206054498_mini_set2_BTS_v1,NoCUDA,,,,,,
1759,ok,18468591350758237_mini_set2_BTS_v1,success,True,1843167744.0,2.0,AFT-MN-03,True,26.0
1760,xx,14345364965908995_mini_set2_TEX_ALOT_v1,NoCUDA,,,,,,
1761,xx,14411333857726578_mini_set0_BCT_v1,NoCUDA,,,,,,
1762,xx,14420995800525440_mini_set2_INS_v1,NoCUDA,,,,,,
1763,xx,14442210354499752_mini_set2_PLT_DOC_v1,NoCUDA,,,,,,
1764,xx,14474283059679431_mini_set0_RESISC_v1,AMP,,,,,,
1765,ok,14523293062897137_mini_set2_MD_6_v1,success,True,285026304.0,32.0,AFT-MN-05,True,26.0
1766,ok,185107406439289338_mini_set0_SPT_v1,success,False,6074737152.0,2.0,AFT-MN-03,True,50.0
1767,ok,137043468708846905_mini_set2_INS_v1,success,False,9757914112.0,16.0,AFT-MN-07,False,1.0
1768,xx,1454343603742133_mini_set1_TEX_DTD_v1,OOM,,,,,,
1769,ok,14557000372011160_mini_set0_BRD_v1,success,False,9906153472.0,128.0,AFT-MN-05,False,1.0
1770,xx,18518665839840785_mini_set1_TEX_DTD_v1,AMP,,,,,,
1771,xx,19365641099671615_mini_set0_BRD_v1,OOM,,,,,,
1772,ok,185527437221150243_mini_set1_PLT_NET_v1,success,True,8686419968.0,512.0,AFT-MN-03,True,27.0
1773,ok,145817111620271695_mini_set2_TEX_ALOT_v1,success,False,9977177600.0,4.0,AFT-MN-05,False,1.0
1774,xx,133984561387406633_mini_set1_APL_v1,AMP,,,,,,
1775,ok,16201991104569759_mini_set0_FLW_v1,success,False,521218048.0,4.0,AFT-MN-09,True,50.0
1776,xx,13403768405018127_mini_set1_APL_v1,success,,,,,,
1777,ok,18553799786012446_mini_set0_FLW_v1,success,False,3949128192.0,8.0,AFT-MN-03,True,50.0
1778,xx,13490872160650930_mini_set2_PLT_DOC_v1,OOM,,,,,,
1779,xx,134908920171924159_mini_set1_MED_LF_v1,AMP,,,,,,
1780,xx,14635220051632736_mini_set2_BTS_v1,OOM,,,,,,
1781,xx,16114463185897062_mini_set0_SPT_v1,OOM,,,,,,
1782,ok,162180424589429165_mini_set1_MED_LF_v1,success,False,1095167488.0,8.0,AFT-MN-09,True,50.0
1783,xx,1955702083401187_mini_set1_PNU_v1,OOM,,,,,,
1784,xx,195625830234483173_mini_set2_ACT_410_v1,OOM,,,,,,
1785,ok,14352761115331994_mini_set2_MD_6_v1,success,False,168074752.0,4.0,AFT-MN-04,True,50.0
1786,xx,338642233297855175_mini_set0_SPT_v1,AMP,,,,,,
1787,ok,33871918650750652_mini_set1_APL_v1,success,False,3827398656.0,8.0,AFT-MN-00,True,50.0
1788,ok,162659165165604031_mini_set2_BTS_v1,success,False,10442350592.0,64.0,AFT-MN-09,False,1.0
1789,xx,16272135711780361_mini_set2_PRT_v1,AMP,,,,,,
1790,xx,147800047465034219_mini_set0_RESISC_v1,AMP,,,,,,
1791,ok,15069086041474577_mini_set2_TEX_ALOT_v1,success,False,10409379840.0,16.0,AFT-MN-02,False,1.0
1792,ok,223120983569397077_mini_set2_TEX_ALOT_v1,success,False,10395236864.0,16.0,AFT-MN-01,False,1.0
1793,ok,150857346686931081_mini_set0_RESISC_v1,success,False,901938176.0,32.0,AFT-MN-02,True,50.0
1794,ok,22312694909900354_mini_set0_FLW_v1,success,False,10151511552.0,2.0,AFT-MN-01,False,1.0
1795,xx,148256268110239135_mini_set2_ACT_410_v1,OOM,,,,,,
1796,xx,135897087170571695_mini_set2_BTS_v1,diverged,True,10296253440.0,8.0,AFT-MN-10,False,1.0
1797,xx,13665702075974059_mini_set2_INS_v1,OOM,,,,,,
1798,xx,14885143954772289_mini_set0_TEX_v1,AMP,,,,,,
1799,ok,136706417197303955_mini_set1_TEX_DTD_v1,success,False,746899456.0,8.0,AFT-MN-10,True,50.0
1800,xx,22471071781556824_mini_set2_PRT_v1,batch_size>dataset_size,,,,,,
1801,xx,149241253181663479_mini_set2_AWA_v1,OOM,,,,,,
1802,xx,14320244419784635_mini_set2_AWA_v1,AMP,,,,,,
1803,ok,143332502476756293_mini_set2_MD_6_v1,success,True,379844096.0,32.0,AFT-MN-12,True,26.0
1804,xx,14255838403730687_mini_set2_INS_v1,AMP,,,,,,
1805,xx,142716862527434320_mini_set0_BRD_v1,OOM,,,,,,
1806,ok,163385616906070667_mini_set0_TEX_v1,success,False,10316547072.0,32.0,AFT-MN-09,False,1.0
1807,ok,1433140081928323_mini_set1_TEX_DTD_v1,success,False,5889609216.0,16.0,AFT-MN-08,True,50.0
1808,ok,137105058207128914_mini_set2_RSD_v1,success,False,10438960128.0,8.0,AFT-MN-10,False,1.0
1809,xx,14976981927378160_mini_set2_RSD_v1,OOM,,,,,,
1810,xx,1466031122901484_mini_set2_PRT_v1,batch_size>dataset_size,,,,,,
1811,ok,14703679008874505_mini_set0_PLK_v1,success,False,5372021760.0,64.0,AFT-MN-12,True,50.0
1812,ok,1641236457082058_mini_set1_PLT_NET_v1,success,False,1793585664.0,32.0,AFT-MN-09,True,50.0
1813,xx,137225065298288140_mini_set1_PLT_NET_v1,OOM,,,,,,
1814,xx,15088913709256849_mini_set1_DOG_v1,diverged,True,10393705984.0,4.0,AFT-MN-05,False,1.0
1815,ok,15092096145740265_mini_set2_PRT_v1,success,True,5155740672.0,4.0,AFT-MN-05,True,26.0
1816,ok,19939508260969759_mini_set2_MD_6_v1,success,False,157498368.0,16.0,AFT-MN-06,True,50.0
1817,ok,147277175312537816_mini_set0_FLW_v1,success,False,8153996288.0,128.0,AFT-MN-12,False,1.0
1818,ok,14774564196695409_mini_set1_TEX_DTD_v1,success,False,10000211456.0,64.0,AFT-MN-12,False,1.0
1819,ok,14803311143098830_mini_set0_CRS_v1,success,False,8070133248.0,128.0,AFT-MN-12,True,50.0
1820,ok,138065739193683589_mini_set0_BCT_v1,success,False,9884136448.0,64.0,AFT-MN-07,False,1.0
1821,xx,15178454976255473_mini_set1_PNU_v1,OOM,,,,,,
1822,ok,16467722293908293_mini_set1_RSICB_v1,success,False,5208423936.0,512.0,AFT-MN-09,True,50.0
1823,xx,139344293021839973_mini_set2_TEX_ALOT_v1,OOM,,,,,,
1824,ok,140006277602084338_mini_set0_CRS_v1,success,False,7877737472.0,256.0,AFT-MN-07,False,1.0
1825,xx,14017563058264443_mini_set0_CRS_v1,AMP,,,,,,
1826,ok,14080319332867615_mini_set1_DOG_v1,success,False,9850347520.0,16.0,AFT-MN-07,False,1.0
1827,ok,16468320056979041_mini_set0_TEX_v1,success,False,10480565760.0,32.0,AFT-MN-09,False,1.0
1828,xx,165134074635320022_mini_set1_ACT_40_v1,OOM,,,,,,
1829,ok,15187734495419218_mini_set2_MD_6_v1,success,False,10246040576.0,32.0,AFT-MN-02,False,1.0
1830,xx,144686621968185709_mini_set2_FNG_v1,AMP,,,,,,
1831,ok,145245189550626525_mini_set2_BTS_v1,success,False,194023424.0,4.0,AFT-MN-04,True,50.0
1832,ok,18942344809987485_mini_set0_PLT_VIL_v1,success,False,633220096.0,4.0,AFT-MN-03,True,50.0
1833,ok,144472212552727559_mini_set2_TEX_ALOT_v1,success,True,3257759232.0,64.0,AFT-MN-08,True,26.0
1834,ok,142821675709977772_mini_set1_RSICB_v1,success,False,523565568.0,64.0,AFT-MN-07,True,50.0
1835,xx,14422569567129065_mini_set1_MD_5_BIS_v1,AMP,,,,,,
1836,ok,14450123831526662_mini_set0_BRD_v1,success,False,10122698240.0,16.0,AFT-MN-07,False,1.0
1837,ok,14810533430395843_mini_set0_BRD_v1,success,True,813173760.0,2.0,AFT-MN-12,True,26.0
1838,ok,189660430739523566_mini_set1_MED_LF_v1,success,False,2625432576.0,4.0,AFT-MN-03,True,50.0
1839,ok,145870390309239904_mini_set0_FLW_v1,success,False,4229829120.0,8.0,AFT-MN-07,True,50.0
1840,ok,14528055294743245_mini_set1_INS_2_v1,success,True,3898028032.0,16.0,AFT-MN-04,True,26.0
1841,ok,145960177314930520_mini_set1_APL_v1,success,False,5348150784.0,8.0,AFT-MN-07,True,50.0
1842,xx,145406441748530675_mini_set0_SPT_v1,AMP,,,,,,
1843,ok,14568567687564570_mini_set0_FLW_v1,success,False,43395584.0,2.0,AFT-MN-08,True,50.0
1844,ok,148197501363138572_mini_set0_PLT_VIL_v1,success,False,1639101952.0,4.0,AFT-MN-12,True,50.0
1845,xx,148235760415420187_mini_set0_SPT_v1,AMP,,,,,,
1846,ok,202395910974817552_mini_set2_TEX_ALOT_v1,success,False,9653222912.0,32.0,AFT-MN-06,False,1.0
1847,ok,202786674205924174_mini_set2_PRT_v1,success,False,1655650816.0,8.0,AFT-MN-06,True,50.0
1848,ok,191764359071055870_mini_set0_CRS_v1,success,False,8222913536.0,16.0,AFT-MN-03,True,50.0
1849,ok,34195255354141953_mini_set1_PNU_v1,success,False,6737832448.0,128.0,AFT-MN-00,False,1.0
1850,xx,14583160121241869_mini_set1_INS_2_v1,AMP,,,,,,
1851,ok,16564861281591717_mini_set1_MED_LF_v1,success,False,9796161024.0,64.0,AFT-MN-09,False,1.0
1852,ok,14618321416258618_mini_set1_INS_2_v1,success,False,3668450816.0,8.0,AFT-MN-04,True,50.0
1853,ok,165920905054282134_mini_set2_AWA_v1,success,False,10094906880.0,64.0,AFT-MN-09,False,1.0
1854,ok,166069425493395580_mini_set1_DOG_v1,success,False,10349696000.0,4.0,AFT-MN-09,False,1.0
1855,ok,166094377949792601_mini_set1_MED_LF_v1,success,True,8901190144.0,32.0,AFT-MN-09,True,26.0
1856,ok,166808399286908427_mini_set1_PNU_v1,success,False,10363544064.0,16.0,AFT-MN-09,False,1.0
1857,xx,16686982612607015_mini_set2_RSD_v1,AMP,,,,,,
1858,ok,342626490962270474_mini_set1_PLT_NET_v1,success,False,10345521152.0,64.0,AFT-MN-00,False,1.0
1859,xx,145734506761878489_mini_set0_PLK_v1,AMP,,,,,,
1860,xx,14611431862306397_mini_set2_PRT_v1,AMP,,,,,,
1861,ok,146205093645540_mini_set2_RSD_v1,success,False,8286276608.0,2.0,AFT-MN-11,True,50.0
1862,ok,1465109798130004_mini_set0_SPT_v1,success,,,,,,
1863,xx,146146195850720163_mini_set2_RSD_v1,AMP,,,,,,
1864,ok,1486936190218208_mini_set1_RSICB_v1,success,False,6308213760.0,256.0,AFT-MN-12,True,50.0
1865,ok,152688646685062582_mini_set1_TEX_DTD_v1,success,False,9582800384.0,16.0,AFT-MN-02,False,1.0
1866,xx,22577413417056166_mini_set2_RSD_v1,OOM,,,,,,
1867,ok,152953376552266187_mini_set0_CRS_v1,success,True,478875136.0,64.0,AFT-MN-02,True,26.0
1868,xx,19206544868382163_mini_set0_BRD_v1,NoCUDA,,,,,,
1869,xx,19255634759808106_mini_set0_TEX_v1,NoCUDA,,,,,,
1870,xx,19263923877051288_mini_set0_CRS_v1,NoCUDA,,,,,,
1871,xx,19313898959235865_mini_set1_ACT_40_v1,NoCUDA,,,,,,
1872,xx,193246254451566145_mini_set1_DOG_v1,NoCUDA,,,,,,
1873,ok,149306291539450855_mini_set2_BTS_v1,success,False,395257344.0,16.0,AFT-MN-12,True,50.0
1874,xx,19385214669208760_mini_set1_TEX_DTD_v1,NoCUDA,,,,,,
1875,ok,13842647914208052_mini_set1_ACT_40_v1,success,False,10358384640.0,2.0,AFT-MN-10,False,1.0
1876,ok,16754504168587816_mini_set0_PLT_VIL_v1,success,False,10344120320.0,16.0,AFT-MN-09,False,1.0
1877,ok,153858745856110916_mini_set0_MD_MIX_v1,success,False,10203303936.0,4.0,AFT-MN-02,True,50.0
1878,ok,3490665331133800_mini_set1_APL_v1,success,False,10022222336.0,2.0,AFT-MN-00,False,1.0
1879,ok,149126731241037170_mini_set2_MD_6_v1,success,False,10205786624.0,4.0,AFT-MN-12,False,1.0
1880,xx,1676343591772323_mini_set0_CRS_v1,AMP,,,,,,
1881,ok,1494131602817166_mini_set1_APL_v1,success,False,699444224.0,16.0,AFT-MN-12,True,50.0
1882,ok,138523672168488914_mini_set0_PLK_v1,success,False,10338590720.0,2.0,AFT-MN-10,False,1.0
1883,xx,13859463838982839_mini_set2_TEX_ALOT_v1,AMP,,,,,,
1884,xx,19422654232060438_mini_set0_BCT_v1,OOM,,,,,,
1885,xx,14954080516744435_mini_set0_RESISC_v1,OOM,,,,,,
1886,ok,14698335538229773_mini_set0_SPT_v1,success,False,10143066112.0,8.0,AFT-MN-08,False,1.0
1887,xx,147264916118787011_mini_set1_APL_v1,OOM,,,,,,
