,output_state,experiment,diagnosis,invalid_loss_value,max_memory_allocated,final_batch_size,project,linear_probing,curve_length
5239,xx,406024112076204780_mini_set1_MED_LF_v1,success,,,,,,
5240,xx,4065790643989396_mini_set0_FLW_v1,success,,,,,,
5241,xx,40700432531449604_mini_set2_INS_v1,success,,,,,,
5242,xx,41952660650904132_mini_set2_RSD_v1,success,,,,,,
5243,ok,40741885710023340_mini_set1_RSICB_v1,success,False,4534983680.0,128.0,AFT-MN-02,True,50.0
5244,xx,42137721151714263_mini_set1_PLT_NET_v1,success,,,,,,
5245,ok,7298904429471644_mini_set0_BCT_v1,success,False,1181850624.0,32.0,AFT-MN-01,True,50.0
5246,xx,42142142451015333_mini_set1_ACT_40_v1,success,,,,,,
5247,xx,42155175696113_mini_set2_AWA_v1,success,,,,,,
5248,xx,42277211417299144_mini_set0_BRD_v1,success,,,,,,
5249,xx,42359217021270074_mini_set0_SPT_v1,success,,,,,,
5250,xx,42402133717964465_mini_set1_MED_LF_v1,success,,,,,,
5251,ok,32030474426925378_mini_set0_BRD_v1,success,False,10428747776.0,8.0,AFT-MN-07,False,1.0
5252,xx,42449353546064054_mini_set1_DOG_v1,success,,,,,,
5253,xx,40764720299347883_mini_set1_PLT_NET_v1,success,,,,,,
5254,ok,42597802377816846_mini_set2_MD_6_v1,success,False,969771520.0,16.0,AFT-MN-06,True,50.0
5255,xx,4086929068058862_mini_set0_PLK_v1,success,,,,,,
5256,xx,40957540162992172_mini_set2_TEX_ALOT_v1,success,,,,,,
5257,ok,73393106437281812_mini_set2_MD_6_v1,success,False,10386405888.0,16.0,AFT-MN-01,False,1.0
5258,xx,370457357935260365_mini_set2_INS_v1,AMP,,,,,,
5259,ok,32142428899954685_mini_set2_MD_6_v1,success,False,10352251392.0,16.0,AFT-MN-07,False,1.0
5260,xx,40982158007118362_mini_set2_TEX_ALOT_v1,success,,,,,,
5261,xx,41005339263991720_mini_set1_PNU_v1,success,,,,,,
5262,ok,3706372928554041_mini_set2_MD_6_v1,success,,,,,,
5263,ok,321508410320207499_mini_set1_DOG_v1,success,False,7846605824.0,128.0,AFT-MN-07,False,1.0
5264,xx,41027710555253625_mini_set0_BRD_v1,success,,,,,,
5265,xx,4103178688122611_mini_set2_PRT_v1,success,,,,,,
5266,xx,7422063525548547_mini_set0_FLW_v1,cuDNN_error,,,,,,
5267,xx,74287260351720375_mini_set0_TEX_v1,cuDNN_error,,,,,,
5268,xx,75051356692276415_mini_set0_TEX_v1,cuDNN_error,,,,,,
5269,xx,75562904116982645_mini_set1_PNU_v1,cuDNN_error,,,,,,
5270,xx,7565226968620228_mini_set1_TEX_DTD_v1,cuDNN_error,,,,,,
5271,xx,75836583992863484_mini_set1_MED_LF_v1,cuDNN_error,,,,,,
5272,ok,32222314942956485_mini_set2_PLT_DOC_v1,success,False,10380297728.0,32.0,AFT-MN-07,False,1.0
5273,xx,76005209806271423_mini_set1_ACT_40_v1,success,,,,,,
5274,xx,76031518598043347_mini_set0_RESISC_v1,success,,,,,,
5275,ok,323123634217903202_mini_set0_BCT_v1,success,False,572470784.0,32.0,AFT-MN-07,True,50.0
5276,xx,76037962364974249_mini_set1_MED_LF_v1,success,,,,,,
5277,xx,7604440388042252_mini_set1_MED_LF_v1,success,,,,,,
5278,xx,76160304685235706_mini_set2_PRT_v1,success,,,,,,
5279,xx,76180782099189331_mini_set2_TEX_ALOT_v1,success,,,,,,
5280,xx,76907916561701658_mini_set1_RSICB_v1,success,,,,,,
5281,xx,77120927962443562_mini_set2_PLT_DOC_v1,success,,,,,,
5282,xx,77130954369247171_mini_set1_ACT_40_v1,success,,,,,,
5283,xx,77187604157723365_mini_set0_PLK_v1,success,,,,,,
5284,xx,77197917339553002_mini_set2_RSD_v1,success,,,,,,
5285,xx,77258344688448820_mini_set0_CRS_v1,success,,,,,,
5286,xx,77775578390473351_mini_set0_TEX_v1,success,,,,,,
5287,xx,78170602308991267_mini_set1_ACT_40_v1,success,,,,,,
5288,ok,79149768952377475_mini_set0_FLW_v1,success,False,93255680.0,2.0,AFT-MN-01,True,50.0
5289,xx,3707373695917825_mini_set1_PNU_v1,diverged,True,6090034688.0,2.0,AFT-MN-04,True,1.0
5290,ok,371083704487912254_mini_set1_TEX_DTD_v1,success,False,4210543104.0,128.0,AFT-MN-04,True,50.0
5291,xx,41558878268517347_mini_set2_ACT_410_v1,OOM,,,,,,
5292,ok,323543052929559793_mini_set0_CRS_v1,success,False,10109790208.0,2.0,AFT-MN-07,False,1.0
5293,ok,289546553593770465_mini_set2_INS_v1,success,True,722715136.0,4.0,AFT-MN-10,True,26.0
5294,ok,371788811916951364_mini_set0_BCT_v1,success,False,7767382528.0,256.0,AFT-MN-04,False,1.0
5295,xx,32378421255384155_mini_set0_CRS_v1,OOM,,,,,,
5296,xx,32555586746671441_mini_set0_FLW_v1,OOM,,,,,,
5297,ok,327184881075796889_mini_set2_MD_6_v1,success,False,10191010304.0,16.0,AFT-MN-07,False,1.0
5298,xx,28967237125298869_mini_set2_INS_v1,AMP,,,,,,
5299,xx,29023702506818887_mini_set1_RSICB_v1,AMP,,,,,,
5300,xx,29501324803049735_mini_set1_PNU_v1,diverged,True,9755469312.0,16.0,AFT-MN-10,False,1.0
5301,ok,29566181823708222_mini_set2_PLT_DOC_v1,success,False,374436352.0,2.0,AFT-MN-10,True,50.0
5302,ok,26510455539653941_mini_set1_PLT_NET_v1,success,True,4443487744.0,2.0,AFT-MN-08,True,26.0
5303,ok,295789236233482783_mini_set0_FLW_v1,success,True,6098903040.0,2.0,AFT-MN-10,True,26.0
5304,xx,302079347425681245_mini_set1_DOG_v1,OOM,,,,,,
5305,xx,3725703557385662_mini_set1_TEX_DTD_v1,OOM,,,,,,
5306,ok,32852381282533795_mini_set1_TEX_DTD_v1,success,False,10443652096.0,4.0,AFT-MN-07,False,1.0
5307,xx,330090083088075802_mini_set1_PNU_v1,OOM,,,,,,
5308,ok,330684282553281844_mini_set1_ACT_40_v1,success,False,6161012736.0,8.0,AFT-MN-07,True,50.0
5309,ok,54641156025581291_mini_set1_TEX_DTD_v1,success,False,6308907520.0,64.0,AFT-MN-03,True,50.0
5310,ok,79792005149398809_mini_set2_TEX_ALOT_v1,success,False,10237566976.0,8.0,AFT-MN-01,False,1.0
5311,ok,349473629818850745_mini_set0_RESISC_v1,success,False,1301152256.0,4.0,AFT-MN-09,True,50.0
5312,ok,304111083491579702_mini_set0_RESISC_v1,success,False,183731200.0,4.0,AFT-MN-11,True,50.0
5313,xx,26562469298145373_mini_set1_ACT_40_v1,AMP,,,,,,
5314,ok,331624829642414332_mini_set2_PRT_v1,success,False,162614272.0,8.0,AFT-MN-07,True,50.0
5315,xx,30286095371348217_mini_set0_SPT_v1,OOM,,,,,,
5316,ok,26619720054876068_mini_set1_MED_LF_v1,success,False,10216388608.0,32.0,AFT-MN-08,False,1.0
5317,ok,303169474761638934_mini_set1_MED_LF_v1,success,False,3481509376.0,128.0,AFT-MN-12,True,50.0
5318,ok,26769104551562330_mini_set0_CRS_v1,success,False,10178247168.0,2.0,AFT-MN-08,False,1.0
5319,ok,29705803831734697_mini_set1_DOG_v1,success,True,1442495488.0,2.0,AFT-MN-10,True,26.0
5320,ok,4276642273206243_mini_set0_BCT_v1,success,False,8755953152.0,32.0,AFT-MN-06,False,1.0
5321,ok,303376581341751081_mini_set2_PLT_DOC_v1,success,True,519896576.0,4.0,AFT-MN-12,True,26.0
5322,ok,3325991557511514_mini_set1_MED_LF_v1,success,False,4656295936.0,128.0,AFT-MN-07,True,50.0
5323,ok,33287901175405500_mini_set2_PRT_v1,success,False,10309271552.0,4.0,AFT-MN-07,False,1.0
5324,ok,42793173654020152_mini_set0_PLK_v1,success,False,10255896064.0,256.0,AFT-MN-06,False,1.0
5325,ok,30421586589240607_mini_set2_INS_v1,success,,,,,,
5326,xx,30436866707318634_mini_set0_TEX_v1,success,,,,,,
5327,ok,43085306342777896_mini_set2_TEX_ALOT_v1,success,False,10150274048.0,8.0,AFT-MN-06,False,1.0
5328,xx,30471792593623529_mini_set1_ACT_40_v1,success,,,,,,
5329,xx,304625389590173756_mini_set0_BCT_v1,success,,,,,,
5330,ok,304951270553319535_mini_set2_RSD_v1,success,False,636040192.0,16.0,AFT-MN-12,True,50.0
5331,xx,30548089796204155_mini_set0_BRD_v1,success,,,,,,
5332,xx,30656406481459591_mini_set2_INS_v1,success,,,,,,
5333,xx,307000251376754605_mini_set2_MD_6_v1,success,,,,,,
5334,xx,3071275531112996_mini_set2_BTS_v1,success,,,,,,
5335,xx,333340093964990055_mini_set1_PLT_NET_v1,success,,,,,,
5336,xx,3339798658098248_mini_set2_RSD_v1,success,,,,,,
5337,xx,33444218022925043_mini_set2_RSD_v1,success,,,,,,
5338,xx,334511414522338330_mini_set2_PLT_DOC_v1,success,,,,,,
5339,ok,37477912934664048_mini_set1_TEX_DTD_v1,success,False,8362421248.0,32.0,AFT-MN-04,False,1.0
5340,xx,33478036028221967_mini_set2_MD_6_v1,success,,,,,,
5341,xx,33552244214187671_mini_set1_PLT_NET_v1,success,,,,,,
5342,xx,3360994545756974_mini_set1_DOG_v1,success,,,,,,
5343,xx,33694938813977690_mini_set1_MD_5_BIS_v1,success,,,,,,
5344,xx,33744491036514423_mini_set0_PLK_v1,success,,,,,,
5345,xx,33874380640706775_mini_set2_PRT_v1,success,,,,,,
5346,xx,268954256245692815_mini_set0_TEX_v1,cuDNN_error,,,,,,
5347,xx,26971563289424867_mini_set1_DOG_v1,cuDNN_error,,,,,,
5348,xx,27031215879027648_mini_set1_TEX_DTD_v1,cuDNN_error,,,,,,
5349,xx,4313150565598736_mini_set2_INS_v1,cuDNN_error,,,,,,
5350,xx,307175042177324660_mini_set2_TEX_ALOT_v1,OOM,,,,,,
5351,ok,2717367450534010_mini_set0_MD_MIX_v1,success,False,744175104.0,64.0,AFT-MN-08,True,50.0
5352,xx,43618662178897122_mini_set0_BCT_v1,success,,,,,,
5353,ok,30906633366151977_mini_set1_PLT_NET_v1,success,True,273763328.0,4.0,AFT-MN-11,True,32.0
5354,xx,436225060467059686_mini_set1_ACT_40_v1,success,,,,,,
5355,xx,4364252299886548_mini_set2_INS_v1,success,,,,,,
5356,xx,43675222998474288_mini_set1_APL_v1,success,,,,,,
5357,xx,4368802152458713_mini_set0_PLK_v1,success,,,,,,
5358,xx,43868215666497868_mini_set0_BRD_v1,success,,,,,,
5359,ok,55047144716732974_mini_set0_CRS_v1,success,False,231161344.0,8.0,AFT-MN-03,True,50.0
5360,xx,43891758175997160_mini_set0_RESISC_v1,success,,,,,,
5361,xx,43900494412920942_mini_set1_PNU_v1,success,,,,,,
5362,xx,43993849378279541_mini_set0_RESISC_v1,success,,,,,,
5363,xx,55118612190369384_mini_set2_TEX_ALOT_v1,success,,,,,,
5364,xx,552911473225624824_mini_set0_CRS_v1,success,,,,,,
5365,ok,3091939245127378_mini_set0_BCT_v1,success,False,10326666240.0,32.0,AFT-MN-11,False,1.0
5366,ok,44065835784121494_mini_set0_BCT_v1,success,False,10328392704.0,16.0,AFT-MN-06,False,1.0
5367,xx,3411744249047545_mini_set1_APL_v1,OOM,,,,,,
5368,ok,55324741675607554_mini_set0_SPT_v1,success,False,9829697536.0,4.0,AFT-MN-03,False,1.0
5369,xx,55590860809944444_mini_set2_RSD_v1,success,,,,,,
5370,ok,34171798957510711_mini_set1_TEX_DTD_v1,success,False,10369687552.0,4.0,AFT-MN-07,False,1.0
5371,xx,55837540081949192_mini_set0_PLT_VIL_v1,success,,,,,,
5372,xx,55845205486641861_mini_set0_RESISC_v1,success,,,,,,
5373,xx,55864431253297717_mini_set0_PLK_v1,success,,,,,,
5374,xx,56117026663960814_mini_set0_RESISC_v1,success,,,,,,
5375,ok,306470578812072038_mini_set2_RSD_v1,success,False,7519545344.0,32.0,AFT-MN-12,True,50.0
5376,xx,56149709008095788_mini_set0_BCT_v1,success,,,,,,
5377,xx,5627397872021950_mini_set2_MD_6_v1,success,,,,,,
5378,xx,56405202467964394_mini_set2_FNG_v1,success,,,,,,
5379,xx,3065604494354444_mini_set2_TEX_ALOT_v1,success,,,,,,
5380,ok,29796908804090094_mini_set1_PLT_NET_v1,success,False,10209139712.0,8.0,AFT-MN-10,False,1.0
5381,xx,30668371044174278_mini_set0_PLT_VIL_v1,success,,,,,,
5382,xx,29852281666597217_mini_set1_INS_2_v1,success,,,,,,
5383,xx,41955442628924601_mini_set1_DOG_v1,success,,,,,,
5384,xx,308186966812218313_mini_set2_FNG_v1,OOM,,,,,,
5385,xx,422111398472097212_mini_set1_RSICB_v1,OOM,,,,,,
5386,xx,42258910107092866_mini_set2_PLT_DOC_v1,OOM,,,,,,
5387,xx,42312837032320493_mini_set2_MD_6_v1,OOM,,,,,,
5388,xx,42330574103823096_mini_set1_INS_2_v1,OOM,,,,,,
5389,xx,42344013510941203_mini_set0_RESISC_v1,OOM,,,,,,
5390,xx,4246967941129374_mini_set2_ACT_410_v1,OOM,,,,,,
5391,ok,309371122276383614_mini_set0_BRD_v1,success,False,8913020416.0,32.0,AFT-MN-11,False,1.0
5392,xx,42477468349403609_mini_set0_MD_MIX_v1,success,,,,,,
5393,xx,42515897406657586_mini_set1_DOG_v1,success,,,,,,
5394,xx,42518120582607445_mini_set2_BTS_v1,success,,,,,,
5395,ok,342157222723929150_mini_set2_ACT_410_v1,success,False,7406063104.0,64.0,AFT-MN-07,False,1.0
5396,xx,42607939647066297_mini_set0_BCT_v1,success,,,,,,
5397,ok,342722719281394566_mini_set0_PLK_v1,success,False,435859968.0,2.0,AFT-MN-07,True,50.0
5398,xx,5647066972601624_mini_set1_INS_2_v1,OOM,,,,,,
5399,xx,56475371491287157_mini_set2_MD_6_v1,OOM,,,,,,
5400,xx,42982515359058320_mini_set0_CRS_v1,OOM,,,,,,
5401,xx,56535565167171530_mini_set1_DOG_v1,OOM,,,,,,
5402,xx,43576770194321641_mini_set2_INS_v1,AMP,,,,,,
5403,xx,56565351123652653_mini_set0_BCT_v1,AMP,,,,,,
5404,xx,80349991775704816_mini_set2_INS_v1,AMP,,,,,,
5405,xx,436595989958006529_mini_set0_TEX_v1,AMP,,,,,,
5406,xx,30841396992156751_mini_set2_AWA_v1,AMP,,,,,,
5407,xx,30937457758710908_mini_set0_CRS_v1,AMP,,,,,,
5408,ok,376988398977273623_mini_set2_PLT_DOC_v1,success,False,9902849536.0,4.0,AFT-MN-04,False,1.0
5409,xx,3100932407110555_mini_set2_AWA_v1,success,,,,,,
5410,xx,56619811666228103_mini_set1_APL_v1,OOM,,,,,,
5411,xx,34656891325650854_mini_set0_BCT_v1,OOM,,,,,,
5412,xx,34674383234659187_mini_set1_MED_LF_v1,OOM,,,,,,
5413,ok,5695476527381577_mini_set0_PLK_v1,success,False,10400399360.0,8.0,AFT-MN-03,False,1.0
5414,xx,35062552436142743_mini_set2_BTS_v1,success,,,,,,
5415,xx,572400471932940923_mini_set1_TEX_DTD_v1,success,,,,,,
5416,ok,5715577120258703_mini_set0_TEX_v1,success,False,10026640384.0,2.0,AFT-MN-03,False,1.0
5417,xx,377613517376613318_mini_set0_CRS_v1,success,,,,,,
5418,xx,576060842233104408_mini_set2_TEX_ALOT_v1,success,,,,,,
5419,xx,576187881577433_mini_set1_DOG_v1,success,,,,,,
5420,xx,57760341537328964_mini_set0_TEX_v1,success,,,,,,
5421,ok,37773068429072932_mini_set0_PLK_v1,success,False,9549978112.0,16.0,AFT-MN-04,False,1.0
5422,xx,58032797140403753_mini_set1_APL_v1,success,,,,,,
5423,xx,378774415233845105_mini_set0_SPT_v1,diverged,True,4341667328.0,8.0,AFT-MN-04,True,1.0
5424,xx,5806624254576766_mini_set0_SPT_v1,diverged,,,,,,
5425,xx,5813857293748972_mini_set1_PNU_v1,diverged,,,,,,
5426,xx,58231372374081268_mini_set0_CRS_v1,diverged,,,,,,
5427,xx,43841024338944025_mini_set1_PNU_v1,diverged,,,,,,
5428,ok,5838791204392849_mini_set2_PLT_DOC_v1,success,False,55910400.0,2.0,AFT-MN-03,True,50.0
5429,xx,4401664286039791_mini_set0_SPT_v1,success,,,,,,
5430,xx,431275805964928_mini_set2_MD_6_v1,success,,,,,,
5431,xx,4417293091354553_mini_set1_PLT_NET_v1,success,,,,,,
5432,ok,44357259354178862_mini_set1_APL_v1,success,False,291880960.0,4.0,AFT-MN-06,True,50.0
5433,xx,380854721494649194_mini_set2_PLT_DOC_v1,OOM,,,,,,
5434,xx,441896943618460439_mini_set1_RSICB_v1,OOM,,,,,,
5435,xx,44324953731425441_mini_set2_FNG_v1,OOM,,,,,,
5436,xx,44368311766633535_mini_set2_TEX_ALOT_v1,OOM,,,,,,
5437,xx,4440250558710363_mini_set2_FNG_v1,OOM,,,,,,
5438,ok,44418299913806763_mini_set0_TEX_v1,success,False,358307840.0,4.0,AFT-MN-02,True,50.0
5439,xx,38106363168230236_mini_set1_ACT_40_v1,OOM,,,,,,
5440,xx,351098929411754_mini_set2_BTS_v1,OOM,,,,,,
5441,ok,382040752569214805_mini_set1_INS_2_v1,success,False,10162145280.0,64.0,AFT-MN-04,False,1.0
5442,xx,353988571648794231_mini_set0_BCT_v1,success,,,,,,
5443,xx,35417222552883602_mini_set1_PNU_v1,success,,,,,,
5444,xx,3545683976490078_mini_set0_BRD_v1,success,,,,,,
5445,xx,3556590464251406_mini_set0_FLW_v1,success,,,,,,
5446,xx,35596610648191652_mini_set1_DOG_v1,success,,,,,,
5447,xx,34415869426561108_mini_set2_AWA_v1,success,,,,,,
5448,xx,34635098487806137_mini_set0_MD_MIX_v1,success,,,,,,
5449,xx,347563636312556880_mini_set0_BRD_v1,success,,,,,,
5450,xx,349638869125534580_mini_set2_PLT_DOC_v1,success,,,,,,
5451,xx,3479850417042059_mini_set1_INS_2_v1,success,,,,,,
5452,xx,34812599019687671_mini_set2_BTS_v1,success,,,,,,
5453,xx,35120607154539665_mini_set2_PRT_v1,success,,,,,,
5454,xx,44619674512493685_mini_set1_APL_v1,success,,,,,,
5455,xx,44685297287999708_mini_set0_PLT_VIL_v1,success,,,,,,
5456,xx,35654872283613634_mini_set1_INS_2_v1,OOM,,,,,,
5457,xx,448096271583784419_mini_set2_PRT_v1,OOM,,,,,,
5458,ok,3566291827622547_mini_set2_MD_6_v1,success,True,886759936.0,4.0,AFT-MN-09,True,26.0
5459,xx,4485905967941772_mini_set2_RSD_v1,success,,,,,,
5460,ok,80806131138544111_mini_set1_DOG_v1,success,False,3300032512.0,2.0,AFT-MN-01,True,50.0
5461,xx,5882960939931214_mini_set2_PRT_v1,batch_size>dataset_size,,,,,,
5462,xx,4463606975980487_mini_set0_BRD_v1,batch_size>dataset_size,,,,,,
5463,xx,446666876597036865_mini_set0_SPT_v1,batch_size>dataset_size,,,,,,
5464,ok,58863212133827133_mini_set0_FLW_v1,success,True,2983417344.0,4.0,AFT-MN-03,True,26.0
5465,xx,447537181297333865_mini_set2_MD_6_v1,success,,,,,,
5466,xx,44851697135861774_mini_set2_AWA_v1,success,,,,,,
5467,xx,448541557474841438_mini_set2_PRT_v1,success,,,,,,
5468,xx,4502607540721905_mini_set2_PLT_DOC_v1,success,,,,,,
5469,xx,45193897213643833_mini_set2_ACT_410_v1,success,,,,,,
5470,xx,45692453987820570_mini_set0_FLW_v1,success,,,,,,
5471,xx,458484212833558842_mini_set1_APL_v1,success,,,,,,
5472,xx,4596536582222633_mini_set1_RSICB_v1,success,,,,,,
5473,xx,46033153846922433_mini_set2_ACT_410_v1,success,,,,,,
5474,xx,461074706697502099_mini_set0_SPT_v1,success,,,,,,
5475,xx,31048039905597628_mini_set1_PLT_NET_v1,OOM,,,,,,
5476,xx,46293199439447582_mini_set2_TEX_ALOT_v1,OOM,,,,,,
5477,xx,46318073215333801_mini_set0_PLT_VIL_v1,OOM,,,,,,
5478,ok,3571656140614212_mini_set1_APL_v1,success,False,3032344576.0,2.0,AFT-MN-05,True,50.0
5479,ok,46456918504728659_mini_set1_MD_5_BIS_v1,success,False,10458976768.0,8.0,AFT-MN-02,False,1.0
5480,xx,4646010148466156_mini_set1_RSICB_v1,OOM,,,,,,
5481,ok,4651032050721113_mini_set0_CRS_v1,success,True,2199535616.0,8.0,AFT-MN-02,True,26.0
5482,xx,80818808782926946_mini_set0_SPT_v1,success,,,,,,
5483,xx,27181155558722169_mini_set2_AWA_v1,AMP,,,,,,
5484,xx,8100987580100883_mini_set2_MD_6_v1,AMP,,,,,,
5485,ok,27190757918727180_mini_set2_AWA_v1,success,False,5908040704.0,2.0,AFT-MN-08,True,50.0
5486,xx,8107525608056526_mini_set0_CRS_v1,success,,,,,,
5487,xx,811322750419586_mini_set1_DOG_v1,success,,,,,,
5488,xx,82485882786223523_mini_set0_PLK_v1,success,,,,,,
5489,ok,467530247133843031_mini_set0_SPT_v1,success,True,9747389952.0,2.0,AFT-MN-02,True,34.0
5490,xx,8297759588831805_mini_set2_TEX_ALOT_v1,success,,,,,,
5491,xx,83017160533263004_mini_set1_TEX_DTD_v1,success,,,,,,
5492,ok,383159778847990705_mini_set2_FNG_v1,success,False,9968366592.0,2.0,AFT-MN-04,True,50.0
5493,xx,83119508218530350_mini_set2_BTS_v1,success,,,,,,
5494,ok,58896021638367367_mini_set0_TEX_v1,success,False,636569088.0,16.0,AFT-MN-03,True,50.0
5495,xx,83454579530482159_mini_set0_CRS_v1,success,,,,,,
5496,xx,83507117755464718_mini_set2_PRT_v1,success,,,,,,
5497,xx,83767867423171743_mini_set0_FLW_v1,success,,,,,,
5498,xx,83865003039227270_mini_set0_CRS_v1,success,,,,,,
5499,xx,84226620113339995_mini_set0_CRS_v1,success,,,,,,
5500,xx,84401976099996584_mini_set2_ACT_410_v1,success,,,,,,
5501,xx,84407452326231515_mini_set1_PLT_NET_v1,success,,,,,,
5502,xx,84914128755323081_mini_set1_MED_LF_v1,success,,,,,,
5503,xx,85219488922122196_mini_set1_MD_5_BIS_v1,success,,,,,,
5504,xx,8562999130899129_mini_set2_FNG_v1,success,,,,,,
5505,xx,85674695143684023_mini_set0_CRS_v1,success,,,,,,
5506,xx,31261340709711479_mini_set2_AWA_v1,AMP,,,,,,
5507,xx,85684260780720400_mini_set2_ACT_410_v1,AMP,,,,,,
5508,ok,31276172702058575_mini_set2_TEX_ALOT_v1,success,False,244170752.0,8.0,AFT-MN-12,True,50.0
5509,xx,86049920857156354_mini_set1_MED_LF_v1,success,,,,,,
5510,xx,86312637875481315_mini_set0_CRS_v1,success,,,,,,
5511,xx,86547483814326177_mini_set2_AWA_v1,success,,,,,,
5512,xx,31026110147262429_mini_set2_MD_6_v1,success,,,,,,
5513,xx,86672405148785578_mini_set2_FNG_v1,success,,,,,,
5514,ok,38319084536967691_mini_set2_MD_6_v1,success,False,3245012992.0,16.0,AFT-MN-04,True,50.0
5515,xx,8728346365213889_mini_set2_PLT_DOC_v1,success,,,,,,
5516,ok,35941377877651958_mini_set2_FNG_v1,success,False,10398715904.0,32.0,AFT-MN-09,False,1.0
5517,xx,30071448569398571_mini_set1_PNU_v1,batch_size>dataset_size,,,,,,
5518,xx,27229736589919601_mini_set1_APL_v1,AMP,,,,,,
5519,ok,31352849324853159_mini_set2_TEX_ALOT_v1,success,False,98905088.0,4.0,AFT-MN-12,True,50.0
5520,xx,87422884310159838_mini_set0_PLK_v1,success,,,,,,
5521,ok,3602531093886065_mini_set1_PNU_v1,success,False,1603164672.0,64.0,AFT-MN-09,True,50.0
5522,ok,27330761202092016_mini_set2_AWA_v1,success,False,3040985600.0,16.0,AFT-MN-08,True,50.0
5523,xx,31432696290818683_mini_set2_PLT_DOC_v1,success,,,,,,
5524,ok,3015997477430861_mini_set1_MD_5_BIS_v1,success,True,1176009728.0,64.0,AFT-MN-10,True,32.0
5525,xx,3839068626562437_mini_set0_BRD_v1,diverged,True,10291412992.0,8.0,AFT-MN-04,False,1.0
5526,xx,31441611855887208_mini_set2_PRT_v1,diverged,,,,,,
5527,xx,29968134508777097_mini_set0_BRD_v1,diverged,,,,,,
5528,xx,30191934535357412_mini_set0_RESISC_v1,diverged,,,,,,
5529,ok,450638179722082276_mini_set2_MD_6_v1,success,False,10347140608.0,4.0,AFT-MN-06,False,1.0
5530,xx,30231402061579620_mini_set1_PLT_NET_v1,success,,,,,,
5531,xx,45167999030622938_mini_set1_DOG_v1,success,,,,,,
5532,xx,303100618192392553_mini_set1_DOG_v1,AMP,,,,,,
5533,xx,4519019934660942_mini_set2_MD_6_v1,AMP,,,,,,
5534,xx,45197920747658158_mini_set0_FLW_v1,AMP,,,,,,
5535,ok,30361795241492273_mini_set2_FNG_v1,success,True,3428955136.0,8.0,AFT-MN-10,True,26.0
5536,xx,45252720482006402_mini_set0_FLW_v1,success,,,,,,
5537,xx,45268496895062545_mini_set1_DOG_v1,success,,,,,,
5538,xx,45274990193218664_mini_set1_RSICB_v1,success,,,,,,
5539,xx,45306655771562132_mini_set2_PRT_v1,success,,,,,,
5540,xx,4537022098664422_mini_set2_TEX_ALOT_v1,success,,,,,,
5541,xx,45483064267747952_mini_set1_ACT_40_v1,success,,,,,,
5542,xx,45672978032373436_mini_set0_FLW_v1,success,,,,,,
5543,xx,45677820799457291_mini_set1_APL_v1,success,,,,,,
5544,ok,387610844022102675_mini_set1_TEX_DTD_v1,success,False,263060480.0,4.0,AFT-MN-04,True,50.0
5545,xx,45708006049476116_mini_set2_PLT_DOC_v1,success,,,,,,
5546,xx,459229303215089066_mini_set1_RSICB_v1,success,,,,,,
5547,xx,4602059612155043_mini_set0_MD_MIX_v1,success,,,,,,
5548,xx,46042863536555931_mini_set2_RSD_v1,success,,,,,,
5549,xx,460894595976406874_mini_set1_TEX_DTD_v1,success,,,,,,
5550,xx,462020285660323711_mini_set2_PLT_DOC_v1,success,,,,,,
5551,xx,46233260474127751_mini_set2_MD_6_v1,success,,,,,,
5552,xx,46533595304791496_mini_set1_PLT_NET_v1,success,,,,,,
5553,xx,46561207901352099_mini_set0_RESISC_v1,success,,,,,,
5554,ok,36031165838625108_mini_set1_RSICB_v1,success,False,2901875712.0,128.0,AFT-MN-09,True,50.0
5555,xx,465687846239634_mini_set0_PLK_v1,success,,,,,,
5556,xx,46583457204862312_mini_set2_RSD_v1,success,,,,,,
5557,ok,31514241295673860_mini_set2_PLT_DOC_v1,success,False,2744652800.0,8.0,AFT-MN-12,True,50.0
5558,ok,36048398376047428_mini_set0_TEX_v1,success,False,1697389056.0,64.0,AFT-MN-09,True,50.0
5559,ok,3116161299879369_mini_set0_CRS_v1,success,False,10212874240.0,4.0,AFT-MN-11,False,1.0
5560,ok,363010624590701859_mini_set0_CRS_v1,success,False,10355966464.0,32.0,AFT-MN-09,False,1.0
5561,ok,36453251217435903_mini_set0_BCT_v1,success,True,887020032.0,32.0,AFT-MN-09,True,26.0
5562,ok,31177167733390235_mini_set2_AWA_v1,success,False,6371937792.0,8.0,AFT-MN-11,True,50.0
5563,xx,36470534677901534_mini_set2_TEX_ALOT_v1,success,,,,,,
5564,xx,36766410641006966_mini_set2_AWA_v1,success,,,,,,
5565,xx,3676884819591349_mini_set1_APL_v1,success,,,,,,
5566,xx,367967320099465199_mini_set0_RESISC_v1,success,,,,,,
5567,ok,3689436680313686_mini_set1_TEX_DTD_v1,success,False,9933977600.0,8.0,AFT-MN-09,False,1.0
5568,ok,369767762563212967_mini_set2_AWA_v1,success,True,5783299584.0,128.0,AFT-MN-09,True,27.0
5569,ok,31542897850013534_mini_set1_PNU_v1,success,False,9548540416.0,32.0,AFT-MN-12,False,1.0
5570,xx,466790776078489667_mini_set2_TEX_ALOT_v1,OOM,,,,,,
5571,ok,31545289629989569_mini_set1_PNU_v1,success,False,80492544.0,2.0,AFT-MN-12,True,50.0
5572,xx,46693189584148009_mini_set1_INS_2_v1,success,,,,,,
