device_count,initial_eval_loss,initial_eval_top1,initial_eval_top5,invalid_loss_value,max_memory_allocated,final_batch_size,experiment,project,curve_length
1,3.433984375,3.75,28.125,False,9421819392,128,7773382110241977_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.0554224014282227,6.875,23.125,False,764191232,32,71263822527335042_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,3.0367149114608765,0.0,0.0,False,10380001280,4,21225266100743822_micro_set2_ACT_410_v1,AFT-MC-00,1
1,3.2490234375,0.0,9.375,False,10396570624,16,30657244744390621_micro_set2_AWA_v1,AFT-MC-00,1
1,21321.29501953125,4.375,21.875,False,200357888,4,104674273388327414_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.08203125,6.875,29.375,False,2421231104,256,122684687635307757_micro_set0_RESISC_v1,AFT-MC-00,50
1,3.13125,1.875,21.875,False,386942976,32,12744989277544791_micro_set0_BCT_v1,AFT-MC-00,50
1,3.036401093006134,1.875,14.375,False,9977502208,2,21808658390721786_micro_set1_MED_LF_v1,AFT-MC-00,50
1,1.079508765923659e+18,5.0,30.625,False,3296850432,16,28934423760389244_micro_set2_INS_v1,AFT-MC-00,50
1,3.116943359375,8.75,33.125,True,3828597248,4,46817941223112069_micro_set0_SPT_v1,AFT-MC-00,26
1,3.0224609375,0.0,25.0,False,10396890112,2,52908153489505273_micro_set2_PLT_DOC_v1,AFT-MC-00,1
1,3.188675594329834,3.125,23.75,False,7916628992,64,66736355506482628_micro_set1_ACT_40_v1,AFT-MC-00,50
1,3.0303996562957765,4.375,20.625,False,988605952,64,47013268273982272_micro_set2_RSD_v1,AFT-MC-00,50
1,3.309174728393555,1.875,28.75,False,5207275008,64,11779897739860234_micro_set0_BCT_v1,AFT-MC-00,50
1,2.9899526119232176,1.875,33.75,False,494915584,32,60663167680886666_micro_set0_TEX_v1,AFT-MC-00,50
1,3.153151845932007,3.125,25.625,False,7108284416,128,122278862930794664_micro_set1_RSICB_v1,AFT-MC-00,1
1,3.376953125,3.90625,28.125,False,9951564288,64,7531236771847701_micro_set1_INS_2_v1,AFT-MC-00,1
1,2.92639632601487,10.526315789473685,33.55263157894737,False,2652552192,4,28766055060806708_micro_set1_DOG_v1,AFT-MC-00,50
1,3.30439453125,4.375,26.25,False,3086009856,8,177607638209569217_micro_set2_INS_v1,AFT-MC-00,50
1,3.1796875,7.8125,29.6875,False,10058176000,32,44716154591016569_micro_set1_ACT_40_v1,AFT-MC-00,1
1,3.005994701385498,3.75,23.75,False,8818299392,128,27195437120445246_micro_set2_BTS_v1,AFT-MC-00,50
1,2.9985268115997314,0.0,12.5,False,9665342976,4,17857160306007870_micro_set0_RESISC_v1,AFT-MC-00,1
1,3.3495864868164062,2.5,19.375,False,5761458688,256,75969779107127090_micro_set0_PLK_v1,AFT-MC-00,50
1,3.008837890625,7.5,29.375,False,5513965056,2,7072299734531635_micro_set0_BRD_v1,AFT-MC-00,50
1,4.45828998716254,3.289473684210526,21.710526315789473,False,1157403136,4,22789741927325168_micro_set1_PNU_v1,AFT-MC-00,50
1,2.7861328125,12.5,50.0,False,9998681088,4,207892780451126469_micro_set0_PLT_VIL_v1,AFT-MC-00,1
1,,3.75,23.125,False,464707072,8,82758720254363339_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,2.9900390625,1.875,33.125,False,184909824,2,29601195734144161_micro_set0_TEX_v1,AFT-MC-00,50
1,3.2835693359375,3.125,25.0,True,1032201216,2,591823214053525_micro_set1_MED_LF_v1,AFT-MC-00,26
1,2.990725564956665,5.0,26.25,False,6777146368,32,15011680958102312_micro_set1_APL_v1,AFT-MC-00,50
1,3.1497480303049086,5.625,23.125,False,100636160,2,5399044020050760_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.3511570572853087,8.75,26.25,False,382969344,8,225241288605605974_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.02138671875,2.5,21.875,False,182222336,2,244283848289971831_micro_set1_ACT_40_v1,AFT-MC-00,50
1,3.253538489341736,12.5,25.0,False,10217523200,8,16662339208596574_micro_set1_PNU_v1,AFT-MC-00,1
1,3.551207447052002,5.625,25.0,False,3931892224,128,54365073408168366_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3397662.0671875,6.25,26.875,False,630902272,4,81308211782247848_micro_set0_BCT_v1,AFT-MC-00,50
1,3.001991891860962,1.25,23.125,False,10404626432,32,363681744680303348_micro_set2_TEX_ALOT_v1,AFT-MC-00,50
1,3.1703750073909758,4.375,26.875,False,3827434496,4,82870316147895770_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,2.9774993002414702,6.25,36.25,False,6283239424,4,16872618043033292_micro_set2_RSD_v1,AFT-MC-00,50
1,,5.0,21.25,True,4030205952,16,20649432784029343_micro_set0_TEX_v1,AFT-MC-00,1
1,3.005364513397217,1.875,20.0,False,7408070144,32,15181179816806702_micro_set0_TEX_v1,AFT-MC-00,50
1,2.978515625,0.0,25.0,False,9981017600,2,19479164976227537_micro_set2_PRT_v1,AFT-MC-00,1
1,2.9921875,6.5789475440979,34.21052551269531,True,6536891904,256,167444796419363607_micro_set1_DOG_v1,AFT-MC-00,27
1,3.353976607322693,5.625,26.875,False,3834665472,16,29630053658635368_micro_set2_MD_6_v1,AFT-MC-00,50
1,2.963871642162925,4.605263157894737,21.710526315789473,False,2699376128,4,57801146441732660_micro_set1_PNU_v1,AFT-MC-00,50
1,2.970079243183136,6.875,35.0,False,10390808576,8,128027116531237956_micro_set1_ACT_40_v1,AFT-MC-00,50
1,3.330837440490723,4.375,25.0,False,10323893760,16,53203118125312974_micro_set2_ACT_410_v1,AFT-MC-00,50
1,,0.0,18.75,True,10175882240,8,54105416781611157_micro_set2_RSD_v1,AFT-MC-00,1
1,3.590625,8.125,30.0,False,395502080,8,4043614938313847_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.7563631534576416,4.375,23.75,False,199469568,2,59132067655692168_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.312109375,7.5,23.125,False,5522467840,32,227776555421163477_micro_set2_FNG_v1,AFT-MC-00,50
1,3.500244140625,7.5,28.125,True,2143705600,4,65431786362131757_micro_set0_MD_MIX_v1,AFT-MC-00,26
1,4.050316673517227,5.0,26.875,False,108513792,4,25665815589314834_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.013880652189255,4.375,21.875,False,4311813632,4,6184347306303386_micro_set0_RESISC_v1,AFT-MC-00,50
1,3.0419975757598876,2.5,18.125,False,6770817536,32,21210679480129190_micro_set0_RESISC_v1,AFT-MC-00,50
1,3.2875,4.375,18.75,True,9065204736,128,18995363312173017_micro_set0_TEX_v1,AFT-MC-00,29
1,,6.875,27.5,True,9044782080,4,90694157392734735_micro_set0_CRS_v1,AFT-MC-00,1
1,3.0335153549909593,10.0,30.625,False,4901262848,2,79227164629150200_micro_set2_AWA_v1,AFT-MC-00,50
1,,5.0,20.625,True,3465392128,2,12089291707903141_micro_set0_PLT_VIL_v1,AFT-MC-00,1
1,3.37578125,6.875,28.125,True,3201541120,16,123530703062259679_micro_set2_RSD_v1,AFT-MC-00,26
1,3.3786011934280396,7.5,22.5,False,556528128,8,19308582905850310_micro_set0_CRS_v1,AFT-MC-00,50
1,3.0990234375,4.375,25.625,False,156424192,16,790842518864413_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.3495863914489745,2.5,19.375,True,9477072384,128,26235997593807704_micro_set0_PLK_v1,AFT-MC-00,1
1,3.4155775249004363,6.875,26.875,False,599757824,4,426922379432084954_micro_set0_CRS_v1,AFT-MC-00,50
1,3.2478082686662675,4.375,23.125,False,9990709248,2,8249476069903950_micro_set2_BTS_v1,AFT-MC-00,50
1,3.2976522922515867,3.125,11.875,False,1111617024,32,44132358143437280_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,3.211830568313599,5.625,20.625,False,2956814336,128,80639420803060116_micro_set2_PRT_v1,AFT-MC-00,50
1,2.991724917763158,6.578947368421052,34.21052631578947,False,195118592,2,396332885484403669_micro_set1_DOG_v1,AFT-MC-00,50
1,2.8828125,12.5,31.25,False,10339389440,8,23945582065971847_micro_set0_RESISC_v1,AFT-MC-00,1
1,1.5443161298863618e+31,5.0,25.0,False,8289370624,2,24601568503875642_micro_set0_PLK_v1,AFT-MC-00,50
1,3.11220703125,4.375,19.375,False,2668476416,4,87569341662566901_micro_set2_PRT_v1,AFT-MC-00,50
1,3.1371206283569335,1.25,15.625,False,591045120,32,15242358260369384_micro_set0_SPT_v1,AFT-MC-00,50
1,3.008056163787842,5.0,26.875,False,7864589312,32,348968563338247694_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,,3.75,23.75,True,10307932160,8,120618082142353915_micro_set0_MD_MIX_v1,AFT-MC-00,1
1,3.2878519535064696,4.375,18.75,False,6756021248,128,53940864244489788_micro_set0_TEX_v1,AFT-MC-00,50
1,2.993994140625,7.5,30.0,False,52122112,4,14847387399025689_micro_set0_TEX_v1,AFT-MC-00,50
1,3.095947265625,3.125,20.0,True,84689408,4,94478252301500115_micro_set2_BTS_v1,AFT-MC-00,26
1,3.138918328285217,8.125,29.375,False,7051570688,16,45079785436510122_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.17713006734848,8.125,27.5,False,5937143808,8,30004814840204164_micro_set2_ACT_410_v1,AFT-MC-00,50
1,3.309185266494751,6.25,37.5,False,10362371584,8,69697520719261068_micro_set1_DOG_v1,AFT-MC-00,1
1,3.3927001953125,3.125,22.5,False,1686228992,2,87999594920004169_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,2.994876492023468,6.875,35.0,False,3710030848,8,26867959471240006_micro_set0_BRD_v1,AFT-MC-00,50
1,3.208984375,0.0,0.0,False,10322810880,2,126537826322027043_micro_set0_BCT_v1,AFT-MC-00,1
1,3.059375,8.75,24.375,False,1405769728,128,8363094983365387_micro_set2_BTS_v1,AFT-MC-00,50
1,3.138671875,12.5,37.5,False,10413501952,4,44267460597669309_micro_set0_MD_MIX_v1,AFT-MC-00,1
1,,5.0,21.25,True,3153632768,16,72750593338162729_micro_set0_TEX_v1,AFT-MC-00,1
1,3.50390625,0.0,15.625,False,10337393664,16,22293639178954897_micro_set0_PLK_v1,AFT-MC-00,1
1,3.0236328125,3.125,23.75,False,6881833984,16,27216596450214871_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.4164549350738525,3.125,25.625,False,1042012160,32,255827075052181832_micro_set1_INS_2_v1,AFT-MC-00,50
1,,3.125,25.0,True,6194030080,4,44677678024231221_micro_set0_BRD_v1,AFT-MC-00,1
1,3.059004934210526,5.2631578947368425,26.973684210526315,False,8241838592,16,16126703496455461_micro_set1_PNU_v1,AFT-MC-00,50
1,3.8170623779296875,3.125,12.5,False,10268371968,16,66003960261017602_micro_set2_PRT_v1,AFT-MC-00,1
1,3.130859375,1.875,23.125,False,1161118208,64,5726269451781155_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.55224609375,1.25,18.75,False,2843073536,8,48239288421176705_micro_set2_AWA_v1,AFT-MC-00,50
1,4.387786388397217,0.0,12.5,False,10411420672,4,6797364002071998_micro_set0_CRS_v1,AFT-MC-00,1
1,3.0013970017433165,3.125,21.875,False,6990390272,8,44728986906837922_micro_set2_ACT_410_v1,AFT-MC-00,50
1,3.051123046875,5.625,21.25,False,10065167360,4,52663408419309881_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.175754952430725,4.375,25.625,False,63063040,8,34822441434684820_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.0312744140625,5.625,27.5,True,126222848,2,2149227385329133_micro_set0_FLW_v1,AFT-MC-00,26
1,3.2578052282333374,3.289473684210526,19.736842105263158,False,1072059904,4,471726319217819204_micro_set1_PNU_v1,AFT-MC-00,50
1,3.227132511138916,5.625,22.5,False,9381057024,128,499942643711738_micro_set1_INS_2_v1,AFT-MC-00,1
1,3.318359375,10.0,33.125,False,852246528,32,98270424759663531_micro_set2_RSD_v1,AFT-MC-00,50
1,2.5693359375,25.0,50.0,False,10147953152,2,57049323934956127_micro_set0_MD_MIX_v1,AFT-MC-00,1
1,3.2812032282352446,3.125,21.875,False,1547582464,4,2209599747700868_micro_set0_PLK_v1,AFT-MC-00,50
1,3.0701688528060913,3.125,21.875,False,9734469120,16,11894483721835378_micro_set1_RSICB_v1,AFT-MC-00,1
1,3.551953125,5.0,27.5,False,10420028416,16,75834640657311149_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,3.6697265625,6.25,25.625,False,10472416768,16,100218491334032881_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.596533203125,6.875,23.75,False,2220377600,4,35046006930834519_micro_set1_MED_LF_v1,AFT-MC-00,50
1,,1.25,21.875,False,1396850176,64,91621653030036749_micro_set2_TEX_ALOT_v1,AFT-MC-00,50
1,3.50390625,3.125,10.9375,False,9875376640,32,21265870444946165_micro_set2_TEX_ALOT_v1,AFT-MC-00,1
1,20139.503125,7.5,27.5,False,808524288,16,407903935900330968_micro_set0_PLK_v1,AFT-MC-00,50
1,3.0263671875,7.8125,20.3125,False,10157192192,32,24317185434482641_micro_set1_DOG_v1,AFT-MC-00,1
1,3.13125,1.875,23.125,False,46789120,2,2331099160200451_micro_set1_RSICB_v1,AFT-MC-00,50
1,2.9702091217041016,25.0,25.0,False,10380001280,2,941487702782124_micro_set1_TEX_DTD_v1,AFT-MC-00,1
1,2.923828125,0.0,37.5,False,10387316736,8,83801867842034725_micro_set1_APL_v1,AFT-MC-00,1
1,3.109765625,4.375,27.5,False,7318108672,128,17710173457561581_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,2.9920847039473686,6.578947368421052,34.210526717336556,True,1703129088,32,27128121773722983_micro_set1_DOG_v1,AFT-MC-00,26
1,3.195703125,4.375,27.5,False,4615954944,128,26385158736479875_micro_set2_MD_6_v1,AFT-MC-00,50
1,3.006640625,6.25,26.875,False,8475111936,32,13604426201680515_micro_set2_INS_v1,AFT-MC-00,50
1,,3.125,25.0,True,6824739840,8,77562526150240907_micro_set0_BRD_v1,AFT-MC-00,1
1,3.1383094102144242,3.125,18.75,False,60046336,2,36986713263230292_micro_set0_CRS_v1,AFT-MC-00,50
1,3.1796875,2.34375,20.3125,False,10405803520,64,205391217604367445_micro_set2_ACT_410_v1,AFT-MC-00,1
1,3.71015625,2.5,22.5,False,1381741568,32,8828614019474235_micro_set0_CRS_v1,AFT-MC-00,50
1,3.4339300632476806,3.125,13.125,False,9896829440,16,65405835342170722_micro_set0_TEX_v1,AFT-MC-00,50
1,3.637221610546112,1.25,20.625,False,320291328,8,16990081036897342_micro_set0_BRD_v1,AFT-MC-00,50
1,3.003558135032654,3.75,27.5,False,851166208,16,12938193734304048_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,2.992948818206787,3.75,28.125,False,279663104,16,83922706054262724_micro_set0_SPT_v1,AFT-MC-00,50
1,,1.875,21.875,True,8707363840,32,45896245695460257_micro_set0_FLW_v1,AFT-MC-00,1
1,3.292333984375,2.5,15.625,True,815700992,2,22810932840302659_micro_set1_INS_2_v1,AFT-MC-00,26
1,3.2070175409317017,3.125,28.125,False,2702592000,4,313341537424652156_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.3775564432144165,0.0,0.0,False,10320610816,4,9439946808087738_micro_set2_MD_6_v1,AFT-MC-00,1
1,3.0314629077911377,0.0,6.25,False,10387759616,8,192260223167352774_micro_set2_MD_6_v1,AFT-MC-00,1
1,3.3372314453125,1.875,21.25,False,516785664,2,16544892332463787_micro_set2_RSD_v1,AFT-MC-00,50
1,3.12197265625,5.0,21.875,False,302455808,8,103446504508877123_micro_set2_ACT_410_v1,AFT-MC-00,50
1,3.2201146841049195,5.625,23.75,False,10385861120,16,53174273610145258_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,3.0031292915344237,6.875,34.375,False,245464576,8,32367839998301068_micro_set2_INS_v1,AFT-MC-00,50
1,3.5513671875,6.875,25.0,False,10401284608,16,115560809048399775_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.5149855613708496,5.625,25.625,False,7300179456,256,135083279025075110_micro_set2_MD_6_v1,AFT-MC-00,50
1,3.47607421875,4.375,22.5,False,9742644736,4,30670532175791909_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,3.1555832862854003,5.0,23.75,False,576471040,16,86402303626863120_micro_set1_INS_2_v1,AFT-MC-00,50
1,,4.375,25.0,True,5135550464,4,17808806541745713_micro_set2_BTS_v1,AFT-MC-00,26
1,3.3873763412237166,4.375,18.75,False,400670720,2,13113197646534828_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,3.0750411184210527,3.9473684210526314,26.31578947368421,False,111835648,16,69357963598186237_micro_set1_PNU_v1,AFT-MC-00,50
1,,5.0,23.75,True,3382371328,64,360039838852778807_micro_set1_RSICB_v1,AFT-MC-00,26
1,3.0552259981632233,9.375,23.125,False,80190976,4,684722939368394_micro_set2_INS_v1,AFT-MC-00,50
1,3.47470703125,3.75,21.25,False,1245045760,2,25872282776609515_micro_set2_AWA_v1,AFT-MC-00,50
1,3.00390625,3.75,27.5,False,3064562176,128,75641980400697163_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,,3.125,23.125,True,5927238144,2,110410000140096901_micro_set0_BCT_v1,AFT-MC-00,1
1,3.921984553337097,0.0,6.25,False,10415185920,8,2239607932048220_micro_set1_RSICB_v1,AFT-MC-00,1
1,3.01796875,8.125,25.0,False,503900672,64,19776545015704319_micro_set0_BRD_v1,AFT-MC-00,50
1,3.057421875,4.375,22.5,False,2908230144,8,23964119343470453_micro_set2_FNG_v1,AFT-MC-00,50
1,3.444007748365402,3.125,20.625,False,400613376,2,34306280620704468_micro_set0_RESISC_v1,AFT-MC-00,50
1,3.196630859375,0.0,17.5,False,485811200,2,128178038112349375_micro_set0_FLW_v1,AFT-MC-00,50
1,3.0301358699798584,2.5,18.125,False,2630501888,64,31067234555053420_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.3373046875,1.875,21.25,False,862552064,16,128322036224632771_micro_set2_RSD_v1,AFT-MC-00,50
1,3.181640625,0.0,18.75,False,10290943488,8,356569137431515757_micro_set0_SPT_v1,AFT-MC-00,1
1,3.250321292877197,2.5,25.0,False,10263276032,64,8549765784069332_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.343385362625122,4.375,20.625,False,4135331840,16,33067923140440212_micro_set2_RSD_v1,AFT-MC-00,50
1,3.0065245628356934,0.0,37.5,False,10102280704,4,15596274416760514_micro_set0_CRS_v1,AFT-MC-00,1
1,3.2121633768081663,5.0,32.5,False,479323648,8,65343782163797428_micro_set1_INS_2_v1,AFT-MC-00,50
1,2.965282829184281,4.605263157894737,17.763157894736842,False,3761802752,32,57936774984049232_micro_set1_PNU_v1,AFT-MC-00,50
1,12761.547778320313,2.5,25.0,False,201106944,4,40031922202068494_micro_set1_ACT_40_v1,AFT-MC-00,50
1,3.4333687305450438,3.75,28.125,False,4843028480,32,65848132533692438_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.0060511112213133,6.25,23.125,False,3980758016,8,70067788537386334_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.118359375,6.875,28.125,False,40775168,2,21897009349963561_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,,1.875,21.875,True,5822935040,2,61751384310737485_micro_set0_FLW_v1,AFT-MC-00,1
1,14335.6369140625,0.0,23.75,False,3593329152,128,57693242524522188_micro_set0_TEX_v1,AFT-MC-00,50
1,3.450150778419093,3.2894737344039116,19.73684220564993,False,4626662912,128,3637049094646590_micro_set1_DOG_v1,AFT-MC-00,50
1,3.00087890625,6.25,29.375,False,9754750464,8,155525941794889437_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.1224427223205566,8.75,29.375,False,7170205696,32,28122798259691090_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,1871979.2105263157,5.263157944930227,23.026315789473685,False,7089946112,128,94897232811258114_micro_set1_DOG_v1,AFT-MC-00,50
1,3.119921922683716,0.0,12.5,False,9097777152,32,33260833310488408_micro_set0_FLW_v1,AFT-MC-00,1
1,4.094140625,4.375,29.375,False,10099080704,128,117294838090769931_micro_set2_MD_6_v1,AFT-MC-00,50
1,3.009375,6.875,23.125,False,464014848,32,801681475276449_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.0198068618774414,3.75,21.875,False,4634374144,256,276510605490542174_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,3.0061363220214843,11.25,33.75,False,10458993664,128,15542244776597792_micro_set2_ACT_410_v1,AFT-MC-00,1
1,3.00087890625,6.25,29.375,False,5412564480,8,11179776534755711_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.045849609375,3.125,31.25,False,65052160,2,43895511552760849_micro_set0_FLW_v1,AFT-MC-00,50
1,3.035141944885254,0.0,18.75,False,10372660224,8,15306059514570006_micro_set0_TEX_v1,AFT-MC-00,1
1,3.343385362625122,4.375,20.625,False,8552780288,16,5771458716237996_micro_set2_RSD_v1,AFT-MC-00,50
1,2874339.2984375,6.25,28.75,False,638744576,4,218080620225136424_micro_set2_TEX_ALOT_v1,AFT-MC-00,50
1,3.376953125,3.125,12.5,False,10416838656,32,110221533437268957_micro_set1_MD_5_BIS_v1,AFT-MC-00,1
1,4.09404296875,4.375,29.375,True,1060315136,8,37641632603982107_micro_set2_MD_6_v1,AFT-MC-00,26
1,2.9903496503829956,3.75,25.0,False,10275575296,16,78167436004585322_micro_set0_BRD_v1,AFT-MC-00,50
1,2.989953452348709,7.5,26.25,False,3645353984,4,42212453847527522_micro_set2_PRT_v1,AFT-MC-00,50
1,3.0130512833595278,4.375,20.625,False,644018688,4,7687973054589806_micro_set1_APL_v1,AFT-MC-00,50
1,3.0164306640625,7.5,25.625,False,105774080,2,78306508701572725_micro_set2_PRT_v1,AFT-MC-00,50
1,3.063671875,8.75,30.625,False,702999040,64,299835147839917673_micro_set1_APL_v1,AFT-MC-00,50
1,3.2723825961351394,3.75,25.625,False,1618551296,2,279881315131776318_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,4.438627052307129,3.125,17.5,False,9687369728,32,12563718874889264_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,3.4750677347183228,3.75,20.625,False,1764823040,2,44019660664849140_micro_set2_AWA_v1,AFT-MC-00,50
1,3.0118762493133544,8.75,22.5,False,8656079360,64,46430453148281524_micro_set2_INS_v1,AFT-MC-00,50
1,3.040576171875,4.375,25.0,False,10376800256,4,101912665641702543_micro_set2_MD_6_v1,AFT-MC-00,50
1,3.8887397050857544,0.0,18.75,False,10435543552,8,11967270874595900_micro_set1_INS_2_v1,AFT-MC-00,1
1,3.043305277824402,0.0,25.0,False,10154993664,4,55516676845644924_micro_set1_PLT_NET_v1,AFT-MC-00,1
1,2.9872723817825317,6.25,18.75,False,10332130816,8,30306242527099878_micro_set1_ACT_40_v1,AFT-MC-00,1
1,4.186328125,7.5,30.0,False,1747664896,16,100626472494211759_micro_set1_ACT_40_v1,AFT-MC-00,50
1,,4.375,24.375,True,10346899968,64,140509296032617347_micro_set1_ACT_40_v1,AFT-MC-00,1
1,3.068359375,12.5,12.5,False,10446662656,4,44656700603331047_micro_set0_CRS_v1,AFT-MC-00,1
1,3.01640625,3.125,26.25,False,3874075136,32,1168167477749121_micro_set2_INS_v1,AFT-MC-00,50
1,3.3628547191619873,5.0,27.5,False,10141374464,32,239382413338978020_micro_set0_SPT_v1,AFT-MC-00,50
1,3.500927734375,4.375,22.5,False,246143488,4,18744377994879537_micro_set0_SPT_v1,AFT-MC-00,50
1,3.0014803409576416,0.0,37.5,False,10179154944,4,16726317458627200_micro_set1_INS_2_v1,AFT-MC-00,1
1,1.7734805165128994e+31,6.25,25.0,False,10477722624,8,40285015450155716_micro_set1_PNU_v1,AFT-MC-00,1
1,3.1863914351714286,4.605263157894737,25.0,False,5193922048,4,46587082486737746_micro_set1_DOG_v1,AFT-MC-00,50
1,,5.0,21.25,True,10006139392,8,16780467832153521_micro_set2_FNG_v1,AFT-MC-00,1
1,3.2587890625,0.0,50.0,False,10153353216,2,256411730487086451_micro_set0_BCT_v1,AFT-MC-00,1
1,3.7169921875,6.25,26.875,False,10431571456,16,206857970489151067_micro_set1_APL_v1,AFT-MC-00,50
1,3.4949453353881834,2.5,23.125,False,4625093120,128,44266319998032342_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.5009033203125,4.375,22.5,False,921777664,2,171326524705688629_micro_set0_SPT_v1,AFT-MC-00,50
1,3.061876368522644,3.125,25.0,False,3710071296,8,123228105561702436_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.111911678314209,4.375,19.375,False,9854309888,32,4935441652498648_micro_set2_PRT_v1,AFT-MC-00,50
1,3.3000486373901365,4.375,26.875,False,10209426944,16,445651174660937428_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.01640625,10.625,36.875,False,89933312,4,14126852378667531_micro_set2_MD_6_v1,AFT-MC-00,50
1,2.938441176163523,5.2631578947368425,27.631579148141963,False,1945549824,64,78467444329332034_micro_set1_DOG_v1,AFT-MC-00,50
1,16433.7265625,5.625,26.25,False,4306093056,256,9238701142071554_micro_set0_SPT_v1,AFT-MC-00,50
1,3.1028564453125,3.125,26.25,False,239651328,2,43463259799746463_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,3.0220703125,5.625,28.125,True,6468306944,16,2547994939772137_micro_set1_APL_v1,AFT-MC-00,26
1,2.9990234375,0.0,50.0,False,9901388288,4,12319018061734507_micro_set2_PLT_DOC_v1,AFT-MC-00,1
1,3.0123149394989013,3.75,21.875,False,4749006848,32,3506344555283198_micro_set2_ACT_410_v1,AFT-MC-00,50
1,2.980783426761627,4.375,34.375,False,2956457472,8,4606614415084504_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.066338539123535,0.625,25.0,False,953981440,16,1626466199440272_micro_set0_TEX_v1,AFT-MC-00,50
1,3.1793871939182283,8.75,28.125,False,2040536064,8,63054567602535496_micro_set0_FLW_v1,AFT-MC-00,50
1,2.970231056213379,8.75,37.5,False,7553341952,256,12787999212949700_micro_set1_MED_LF_v1,AFT-MC-00,50
1,3.257141923904419,4.375,20.625,False,6887111680,128,21744713618303250_micro_set2_INS_v1,AFT-MC-00,50
1,1.5511305106359068e+29,3.75,20.625,False,9772708864,16,54591674392226694_micro_set1_ACT_40_v1,AFT-MC-00,50
1,,6.25,28.75,False,9999582720,2,22338557926467337_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.1299370169639587,5.0,21.25,False,63095808,8,14919800567277964_micro_set0_PLK_v1,AFT-MC-00,50
1,3.1095458984375,6.875,33.75,False,1237576192,2,87178094275945555_micro_set2_TEX_ALOT_v1,AFT-MC-00,50
1,2.940517463182148,9.86842115301835,28.289473684210527,False,9877954560,32,4839935553650816_micro_set1_DOG_v1,AFT-MC-00,50
1,3.27265625,6.25,27.5,False,10200452096,16,45983226396592055_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.24306640625,3.75,22.5,False,28099072,2,40303469375019181_micro_set1_ACT_40_v1,AFT-MC-00,50
1,2.0188454982703383e+18,5.625,28.125,False,5562334720,16,330645634429855614_micro_set0_CRS_v1,AFT-MC-00,50
1,3.004296875,5.0,27.5,False,9670950400,32,30668278716057881_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,3.004069471359253,1.875,8.125,False,6949078528,8,67274458145732956_micro_set0_BRD_v1,AFT-MC-00,50
1,3.8150416135787966,6.875,26.875,False,10443347968,16,31967133523346048_micro_set2_BTS_v1,AFT-MC-00,50
1,3.05433988571167,3.125,22.5,False,8572754944,256,234488564581382366_micro_set1_MED_LF_v1,AFT-MC-00,50
