,output_state,experiment,diagnosis,invalid_loss_value,max_memory_allocated,final_batch_size,project,linear_probing,curve_length
13604,ok,31481993114068428_tfds-icgen_rock_paper_scissors_12_v1,success,,,,,,
13605,xx,27596351480770293_tfds-icgen_oxford_iiit_pet_13_v1,success,,,,,,
13606,ok,31496050738742756_tfds-icgen_omniglot_5_v1,success,,,,,,
13607,xx,31509103085084655_tfds-icgen_cmaterdb_telugu_2_v1,AMP,,,,,,
13608,ok,276265683234533171_tfds-icgen_cycle_gan_ukiyoe2photo_7_v1,success,,,,,,
13609,ok,29096733096177514_tfds-icgen_cycle_gan_horse2zebra_2_v1,success,,,,,,
13610,xx,29143843217810361_tfds-icgen_cmaterdb_bangla_3_v1,AMP,,,,,,
13611,ok,29062099710205210_tfds-icgen_cars196_5_v1,success,,,,,,
13612,xx,27634038225393802_tfds-icgen_caltech101_9_v1,success,,,,,,
13613,xx,27635259320871996_tfds-icgen_cycle_gan_horse2zebra_12_v1,success,,,,,,
13614,xx,27667219221255705_tfds-icgen_imagenette_12_v1,success,,,,,,
13615,xx,276915867364592057_tfds-icgen_cycle_gan_ukiyoe2photo_8_v1,success,,,,,,
13616,xx,29150422832113886_tfds-icgen_visual_domain_decathlon_dtd_9_v1,success,,,,,,
13617,xx,276944530952849676_tfds-icgen_cycle_gan_ukiyoe2photo_15_v1,success,,,,,,
13618,xx,29152849072821768_tfds-icgen_cmaterdb_devanagari_9_v1,success,,,,,,
13619,xx,31519432669309855_tfds-icgen_cycle_gan_apple2orange_3_v1,success,,,,,,
13620,xx,27741619481638846_tfds-icgen_cycle_gan_vangogh2photo_14_v1,success,,,,,,
13621,xx,29174177858798830_tfds-icgen_cifar100_6_v1,success,,,,,,
13622,xx,315377726960981768_tfds-icgen_cifar100_1_v1,success,,,,,,
13623,xx,27764302297567358_tfds-icgen_cifar100_2_v1,success,,,,,,
13624,xx,2919554984717754_tfds-icgen_imagenet_resized_32x32_1_v1,success,,,,,,
13625,xx,31547859922127010_tfds-icgen_cifar100_7_v1,success,,,,,,
13626,xx,27781574333825505_tfds-icgen_cmaterdb_devanagari_9_v1,success,,,,,,
13627,xx,315577383494565591_tfds-icgen_cifar10_6_v1,success,,,,,,
13628,xx,29234630496810907_tfds-icgen_cycle_gan_vangogh2photo_2_v1,success,,,,,,
13629,xx,278025868215387252_tfds-icgen_omniglot_12_v1,success,,,,,,
13630,xx,31562023894460260_tfds-icgen_svhn_cropped_2_v1,success,,,,,,
13631,xx,29241593120666046_tfds-icgen_stanford_dogs_8_v1,success,,,,,,
13632,xx,2780922477990422_tfds-icgen_cats_vs_dogs_5_v1,success,,,,,,
13633,xx,31583890034858959_tfds-icgen_cmaterdb_telugu_4_v1,success,,,,,,
13634,xx,29244568989766854_tfds-icgen_rock_paper_scissors_5_v1,success,,,,,,
13635,xx,27810188459413643_tfds-icgen_cycle_gan_vangogh2photo_4_v1,success,,,,,,
13636,xx,31586381153378397_tfds-icgen_deep_weeds_6_v1,success,,,,,,
13637,xx,31611893693691433_tfds-icgen_imagenet_resized_32x32_15_v1,success,,,,,,
13638,xx,29260019948832614_tfds-icgen_colorectal_histology_15_v1,success,,,,,,
13639,xx,278151836983418367_tfds-icgen_omniglot_11_v1,success,,,,,,
13640,xx,31630940917297255_tfds-icgen_cycle_gan_summer2winter_yosemite_2_v1,success,,,,,,
13641,xx,3164118267486076_tfds-icgen_cmaterdb_devanagari_4_v1,success,,,,,,
13642,ok,29277133179513215_tfds-icgen_cassava_13_v1,success,,,,,,
13643,ok,316709397833650715_tfds-icgen_horses_or_humans_7_v1,success,,,,,,
13644,ok,31720529287310905_tfds-icgen_visual_domain_decathlon_dtd_5_v1,success,,,,,,
13645,ok,278879976233320557_tfds-icgen_malaria_15_v1,success,,,,,,
13646,xx,29295525588083879_tfds-icgen_caltech101_2_v1,AMP,,,,,,
13647,ok,31757786528355511_tfds-icgen_cycle_gan_apple2orange_4_v1,success,,,,,,
13648,ok,292887113667216848_tfds-icgen_imagenette_2_v1,success,,,,,,
13649,ok,31763015765617308_tfds-icgen_deep_weeds_2_v1,success,,,,,,
13650,xx,293615066840504_tfds-icgen_colorectal_histology_10_v1,batch_size>dataset_size,,,,,,
13651,ok,293759433495938775_tfds-icgen_tf_flowers_5_v1,success,,,,,,
13652,ok,27892157449641238_tfds-icgen_cars196_14_v1,success,,,,,,
13653,ok,2792364349553049_tfds-icgen_deep_weeds_9_v1,success,,,,,,
13654,ok,29328537722124057_tfds-icgen_malaria_14_v1,success,,,,,,
13655,ok,317647495992094529_tfds-icgen_oxford_iiit_pet_11_v1,success,,,,,,
13656,ok,293854013216490685_tfds-icgen_cmaterdb_devanagari_4_v1,success,,,,,,
13657,xx,27931849933810085_tfds-icgen_fashion_mnist_11_v1,success,,,,,,
13658,xx,27932017736950799_tfds-icgen_colorectal_histology_12_v1,success,,,,,,
13659,xx,27935481210289771_tfds-icgen_cassava_2_v1,success,,,,,,
13660,xx,27939205284173279_tfds-icgen_cycle_gan_horse2zebra_3_v1,success,,,,,,
13661,xx,27941156345445499_tfds-icgen_cycle_gan_maps_9_v1,success,,,,,,
13662,xx,279431256701172122_tfds-icgen_cifar100_7_v1,success,,,,,,
13663,xx,27950332199901649_tfds-icgen_svhn_cropped_5_v1,success,,,,,,
13664,xx,2796653319966481_tfds-icgen_cycle_gan_maps_14_v1,success,,,,,,
13665,xx,27973888490198248_tfds-icgen_cats_vs_dogs_1_v1,success,,,,,,
13666,xx,28004315331790969_tfds-icgen_cmaterdb_devanagari_14_v1,success,,,,,,
13667,xx,280405948957436322_tfds-icgen_cifar100_6_v1,success,,,,,,
13668,xx,28040829671343749_tfds-icgen_cmaterdb_bangla_2_v1,success,,,,,,
13669,xx,28062157998264935_tfds-icgen_tf_flowers_11_v1,success,,,,,,
13670,xx,28075447428160484_tfds-icgen_kmnist_10_v1,success,,,,,,
13671,xx,28127986515355553_tfds-icgen_cmaterdb_devanagari_9_v1,success,,,,,,
13672,xx,316581541121823048_tfds-icgen_mnist_4_v1,OOM,,,,,,
13673,xx,28130354061124126_tfds-icgen_imagenet_resized_32x32_8_v1,OOM,,,,,,
13674,xx,28136245808088732_tfds-icgen_deep_weeds_2_v1,OOM,,,,,,
13675,xx,2815557290891893_tfds-icgen_visual_domain_decathlon_dtd_5_v1,OOM,,,,,,
13676,xx,28169381437047067_tfds-icgen_eurosat_rgb_3_v1,OOM,,,,,,
13677,xx,28169456545895632_tfds-icgen_rock_paper_scissors_6_v1,OOM,,,,,,
13678,xx,282002717686990486_tfds-icgen_horses_or_humans_9_v1,OOM,,,,,,
13679,xx,282085960721426198_tfds-icgen_caltech101_6_v1,OOM,,,,,,
13680,xx,28213479518948845_tfds-icgen_caltech101_7_v1,OOM,,,,,,
13681,xx,28228806260213714_tfds-icgen_cars196_14_v1,OOM,,,,,,
13682,xx,28239490393630902_tfds-icgen_malaria_9_v1,OOM,,,,,,
13683,xx,28246507926912371_tfds-icgen_oxford_iiit_pet_13_v1,OOM,,,,,,
13684,xx,31800902829274450_tfds-icgen_cycle_gan_horse2zebra_13_v1,OOM,,,,,,
13685,xx,28251418868722147_tfds-icgen_imagenette_12_v1,OOM,,,,,,
13686,xx,31802721692906362_tfds-icgen_cmaterdb_bangla_15_v1,OOM,,,,,,
13687,xx,28251901232016898_tfds-icgen_imagenette_7_v1,OOM,,,,,,
13688,xx,31832915151105869_tfds-icgen_svhn_cropped_9_v1,OOM,,,,,,
13689,xx,282731571536335949_tfds-icgen_deep_weeds_4_v1,OOM,,,,,,
13690,xx,282841285535857329_tfds-icgen_cycle_gan_vangogh2photo_1_v1,OOM,,,,,,
13691,xx,31843485708268250_tfds-icgen_cycle_gan_apple2orange_4_v1,OOM,,,,,,
13692,xx,282856140253378532_tfds-icgen_deep_weeds_14_v1,OOM,,,,,,
13693,xx,283116777247887928_tfds-icgen_kmnist_5_v1,OOM,,,,,,
13694,xx,31863331301569516_tfds-icgen_svhn_cropped_1_v1,OOM,,,,,,
13695,xx,28317346542778486_tfds-icgen_fashion_mnist_15_v1,OOM,,,,,,
13696,xx,28322125067192572_tfds-icgen_tf_flowers_15_v1,OOM,,,,,,
13697,xx,319128891832118540_tfds-icgen_cars196_15_v1,OOM,,,,,,
13698,xx,283296859803820539_tfds-icgen_caltech101_11_v1,OOM,,,,,,
13699,xx,28335372538014043_tfds-icgen_cycle_gan_summer2winter_yosemite_8_v1,OOM,,,,,,
13700,xx,31921274868488005_tfds-icgen_cycle_gan_horse2zebra_13_v1,OOM,,,,,,
13701,xx,283450429587948396_tfds-icgen_cmaterdb_devanagari_14_v1,OOM,,,,,,
13702,xx,28349384946909510_tfds-icgen_uc_merced_1_v1,OOM,,,,,,
13703,xx,283665716382344372_tfds-icgen_uc_merced_12_v1,OOM,,,,,,
13704,xx,283801285767089433_tfds-icgen_stanford_dogs_6_v1,OOM,,,,,,
13705,xx,28407340994246843_tfds-icgen_cars196_7_v1,OOM,,,,,,
13706,xx,28471743254740339_tfds-icgen_eurosat_rgb_11_v1,OOM,,,,,,
13707,xx,28487339500056667_tfds-icgen_mnist_14_v1,OOM,,,,,,
13708,ok,29427653954775847_tfds-icgen_deep_weeds_15_v1,success,,,,,,
13709,xx,2860047700077991_tfds-icgen_cycle_gan_facades_13_v1,AMP,,,,,,
13710,ok,31948521258565028_tfds-icgen_mnist_11_v1,success,,,,,,
13711,xx,29463040960185320_tfds-icgen_cycle_gan_facades_7_v1,success,,,,,,
13712,ok,29473176581228787_tfds-icgen_cassava_3_v1,success,,,,,,
13713,ok,2947386429339046_tfds-icgen_fashion_mnist_9_v1,success,,,,,,
13714,ok,29478891095996957_tfds-icgen_caltech101_8_v1,success,,,,,,
13715,ok,31980077449240350_tfds-icgen_mnist_1_v1,success,,,,,,
13716,ok,28645742723600665_tfds-icgen_cycle_gan_horse2zebra_14_v1,success,,,,,,
13717,ok,319858885600895231_tfds-icgen_fashion_mnist_4_v1,success,,,,,,
13718,ok,29530616515367890_tfds-icgen_cycle_gan_maps_3_v1,success,,,,,,
13719,xx,28602894914881431_tfds-icgen_tf_flowers_12_v1,diverged,,,,,,
13720,ok,29485259505200339_tfds-icgen_malaria_6_v1,success,,,,,,
13721,xx,31975011457643881_tfds-icgen_cars196_1_v1,OOM,,,,,,
13722,ok,295343736758137346_tfds-icgen_cycle_gan_vangogh2photo_13_v1,success,,,,,,
13723,xx,28656316122199282_tfds-icgen_cmaterdb_bangla_13_v1,success,,,,,,
13724,xx,28661488412465021_tfds-icgen_colorectal_histology_1_v1,success,,,,,,
13725,xx,286897722917131612_tfds-icgen_oxford_iiit_pet_1_v1,success,,,,,,
13726,xx,2869192434878480_tfds-icgen_omniglot_3_v1,success,,,,,,
13727,ok,28694966772874238_tfds-icgen_uc_merced_3_v1,success,,,,,,
13728,ok,295554485000159587_tfds-icgen_caltech101_1_v1,success,,,,,,
13729,xx,295143545347589300_tfds-icgen_cmaterdb_bangla_8_v1,OOM,,,,,,
13730,ok,29560177757961217_tfds-icgen_kmnist_8_v1,success,,,,,,
13731,ok,32052843240806616_tfds-icgen_visual_domain_decathlon_dtd_6_v1,success,,,,,,
13732,ok,29570601832209774_tfds-icgen_cycle_gan_facades_9_v1,success,,,,,,
13733,ok,295833604838443004_tfds-icgen_stanford_dogs_11_v1,success,,,,,,
13734,ok,296718002887997153_tfds-icgen_imagenette_15_v1,success,,,,,,
13735,xx,32064386592466789_tfds-icgen_eurosat_rgb_1_v1,success,,,,,,
13736,ok,32064477112120254_tfds-icgen_cars196_11_v1,success,,,,,,
13737,xx,2969773093663004_tfds-icgen_cycle_gan_facades_12_v1,success,,,,,,
13738,ok,32007917596742186_tfds-icgen_deep_weeds_2_v1,success,,,,,,
13739,xx,29701492457124366_tfds-icgen_visual_domain_decathlon_dtd_9_v1,success,,,,,,
13740,xx,29708758320962462_tfds-icgen_omniglot_2_v1,success,,,,,,
13741,xx,29721228374241468_tfds-icgen_svhn_cropped_5_v1,success,,,,,,
13742,xx,29737841106474782_tfds-icgen_cmaterdb_telugu_3_v1,success,,,,,,
13743,xx,29742890542735243_tfds-icgen_cycle_gan_ukiyoe2photo_14_v1,success,,,,,,
13744,xx,29744998022499932_tfds-icgen_rock_paper_scissors_13_v1,success,,,,,,
13745,xx,32098273226184529_tfds-icgen_svhn_cropped_7_v1,success,,,,,,
13746,xx,29765274473472231_tfds-icgen_cmaterdb_bangla_5_v1,success,,,,,,
13747,xx,321058973914692217_tfds-icgen_cycle_gan_ukiyoe2photo_7_v1,success,,,,,,
13748,xx,29771958932287083_tfds-icgen_imagenet_resized_32x32_10_v1,success,,,,,,
13749,xx,32106343777480215_tfds-icgen_caltech101_15_v1,success,,,,,,
13750,ok,32133136486528550_tfds-icgen_cycle_gan_facades_1_v1,success,,,,,,
13751,xx,29777314070860746_tfds-icgen_stanford_dogs_11_v1,success,,,,,,
13752,xx,29777995106994817_tfds-icgen_horses_or_humans_3_v1,AMP,,,,,,
13753,ok,297968304312058931_tfds-icgen_horses_or_humans_8_v1,success,,,,,,
13754,xx,32155049069701734_tfds-icgen_oxford_iiit_pet_7_v1,OOM,,,,,,
13755,ok,288313570056414338_tfds-icgen_cifar10_10_v1,success,,,,,,
13756,xx,32212280526156689_tfds-icgen_deep_weeds_11_v1,success,,,,,,
13757,xx,288547517083176429_tfds-icgen_malaria_9_v1,success,,,,,,
13758,xx,288597020365714250_tfds-icgen_cars196_15_v1,success,,,,,,
13759,xx,28865667000506158_tfds-icgen_cycle_gan_facades_8_v1,success,,,,,,
13760,xx,288678150573980568_tfds-icgen_imagenette_5_v1,success,,,,,,
13761,xx,2889693155074992_tfds-icgen_rock_paper_scissors_10_v1,success,,,,,,
13762,xx,28952629537542310_tfds-icgen_oxford_iiit_pet_2_v1,success,,,,,,
13763,xx,28954456512103468_tfds-icgen_rock_paper_scissors_2_v1,success,,,,,,
13764,xx,28966664378049687_tfds-icgen_cassava_5_v1,success,,,,,,
13765,xx,28970081458662268_tfds-icgen_cycle_gan_facades_4_v1,success,,,,,,
13766,xx,29000937739073271_tfds-icgen_cycle_gan_apple2orange_10_v1,success,,,,,,
13767,xx,29002393609228844_tfds-icgen_colorectal_histology_14_v1,success,,,,,,
13768,xx,2902189430317396_tfds-icgen_malaria_5_v1,success,,,,,,
13769,xx,29023645689253514_tfds-icgen_kmnist_14_v1,success,,,,,,
13770,xx,29036089889574430_tfds-icgen_omniglot_7_v1,success,,,,,,
13771,xx,29042479318606827_tfds-icgen_cifar100_14_v1,success,,,,,,
13772,xx,290453826141184061_tfds-icgen_cycle_gan_maps_5_v1,success,,,,,,
13773,xx,2905722121266791_tfds-icgen_colorectal_histology_15_v1,success,,,,,,
13774,xx,2906948796700790_tfds-icgen_tf_flowers_13_v1,OOM,,,,,,
13775,ok,29090956114879936_tfds-icgen_tf_flowers_6_v1,success,,,,,,
13776,ok,29074998766975022_tfds-icgen_oxford_iiit_pet_2_v1,success,,,,,,
13777,ok,28750223734158845_tfds-icgen_svhn_cropped_12_v1,success,,,,,,
13778,ok,32232774143205996_tfds-icgen_cycle_gan_maps_12_v1,success,,,,,,
13779,ok,29802013629790545_tfds-icgen_cifar100_1_v1,success,,,,,,
13780,xx,298119192327828066_tfds-icgen_uc_merced_2_v1,success,,,,,,
13781,ok,32239927703867390_tfds-icgen_visual_domain_decathlon_dtd_12_v1,success,,,,,,
13782,ok,32239927703867390_tfds-icgen_visual_domain_decathlon_dtd_12_v1,success,,,,,,
13783,xx,29820803903551088_tfds-icgen_cars196_5_v1,success,,,,,,
13784,xx,29820854156298007_tfds-icgen_cycle_gan_iphone2dslr_flower_8_v1,success,,,,,,
13785,xx,298484351319467938_tfds-icgen_rock_paper_scissors_6_v1,success,,,,,,
13786,xx,3221942040501218_tfds-icgen_fashion_mnist_10_v1,OOM,,,,,,
13787,xx,291241879921535803_tfds-icgen_kmnist_5_v1,OOM,,,,,,
13788,ok,29136721587994794_tfds-icgen_tf_flowers_2_v1,success,,,,,,
13789,ok,323193345764289335_tfds-icgen_cycle_gan_summer2winter_yosemite_9_v1,success,,,,,,
13790,ok,298898774022301943_tfds-icgen_mnist_8_v1,success,,,,,,
13791,ok,2915071612801478_tfds-icgen_imagenette_12_v1,success,,,,,,
13792,ok,29891335083161900_tfds-icgen_horses_or_humans_8_v1,success,,,,,,
13793,ok,32329634527038265_tfds-icgen_deep_weeds_11_v1,success,,,,,,
13794,xx,291607640205523253_tfds-icgen_cmaterdb_devanagari_1_v1,batch_size>dataset_size,,,,,,
13795,ok,29923275320338_tfds-icgen_imagenette_15_v1,success,,,,,,
13796,ok,323603235137080034_tfds-icgen_cycle_gan_maps_10_v1,success,,,,,,
13797,ok,32387919159600252_tfds-icgen_imagenette_4_v1,success,,,,,,
13798,ok,323813513122229071_tfds-icgen_svhn_cropped_14_v1,success,,,,,,
13799,ok,2987174623289664_tfds-icgen_svhn_cropped_10_v1,success,,,,,,
13800,ok,292084464736998263_tfds-icgen_horses_or_humans_1_v1,success,,,,,,
13801,xx,292162550713737792_tfds-icgen_cycle_gan_facades_1_v1,OOM,,,,,,
13802,xx,29291842397924675_tfds-icgen_visual_domain_decathlon_dtd_6_v1,batch_size>dataset_size,,,,,,
13803,ok,29299192579931424_tfds-icgen_visual_domain_decathlon_dtd_5_v1,success,,,,,,
13804,ok,324023945906357220_tfds-icgen_cmaterdb_bangla_1_v1,success,,,,,,
13805,ok,29367433945606686_tfds-icgen_colorectal_histology_9_v1,success,,,,,,
13806,ok,29382281059739272_tfds-icgen_cycle_gan_horse2zebra_2_v1,success,,,,,,
13807,ok,29392090206075338_tfds-icgen_kmnist_9_v1,success,,,,,,
13808,ok,3241926429640896_tfds-icgen_cifar100_8_v1,success,,,,,,
13809,xx,293923655032879241_tfds-icgen_cycle_gan_facades_5_v1,batch_size>dataset_size,,,,,,
13810,ok,294069096234013812_tfds-icgen_visual_domain_decathlon_dtd_1_v1,success,,,,,,
13811,xx,32317379373382448_tfds-icgen_cifar10_2_v1,OOM,,,,,,
13812,ok,2996745688766098_tfds-icgen_cifar100_7_v1,success,,,,,,
13813,xx,324444285863683892_tfds-icgen_horses_or_humans_1_v1,OOM,,,,,,
13814,ok,324553119736467708_tfds-icgen_cats_vs_dogs_5_v1,success,,,,,,
13815,ok,29933199924280551_tfds-icgen_svhn_cropped_6_v1,success,,,,,,
13816,xx,29441932159066343_tfds-icgen_kmnist_5_v1,AMP,,,,,,
13817,ok,294543943120433990_tfds-icgen_cmaterdb_telugu_14_v1,success,,,,,,
13818,xx,299974377189672109_tfds-icgen_cmaterdb_bangla_15_v1,AMP,,,,,,
13819,ok,29486208350628510_tfds-icgen_malaria_1_v1,success,,,,,,
13820,ok,3001084095922110_tfds-icgen_stanford_dogs_9_v1,success,,,,,,
13821,ok,3247566220901236_tfds-icgen_caltech101_10_v1,success,,,,,,
13822,ok,30040122432387327_tfds-icgen_rock_paper_scissors_3_v1,success,,,,,,
13823,ok,30054536410347810_tfds-icgen_imagenette_5_v1,success,,,,,,
13824,ok,30061310502463664_tfds-icgen_fashion_mnist_9_v1,success,,,,,,
13825,ok,32483570755227847_tfds-icgen_omniglot_8_v1,success,,,,,,
13826,ok,32490887646447774_tfds-icgen_cifar100_6_v1,success,,,,,,
13827,xx,325089549332678469_tfds-icgen_cycle_gan_facades_4_v1,diverged,,,,,,
13828,ok,30062299718402163_tfds-icgen_cars196_10_v1,success,,,,,,
13829,xx,30067112947904073_tfds-icgen_cycle_gan_summer2winter_yosemite_15_v1,AMP,,,,,,
13830,ok,30080120404386266_tfds-icgen_imagenet_resized_32x32_3_v1,success,,,,,,
13831,ok,3253512121764334_tfds-icgen_eurosat_rgb_9_v1,success,,,,,,
13832,xx,32568312594556673_tfds-icgen_horses_or_humans_9_v1,batch_size>dataset_size,,,,,,
13833,ok,32660668534978635_tfds-icgen_cycle_gan_facades_10_v1,success,,,,,,
13834,ok,300954524013294407_tfds-icgen_svhn_cropped_4_v1,success,,,,,,
13835,xx,301053622453760586_tfds-icgen_mnist_13_v1,OOM,,,,,,
13836,xx,30136039326415041_tfds-icgen_uc_merced_15_v1,batch_size>dataset_size,,,,,,
13837,ok,295509301408978692_tfds-icgen_deep_weeds_2_v1,success,,,,,,
13838,ok,30162982901021328_tfds-icgen_cmaterdb_devanagari_3_v1,success,,,,,,
13839,xx,30214777016003153_tfds-icgen_cassava_4_v1,AMP,,,,,,
13840,ok,327429340148784241_tfds-icgen_cmaterdb_devanagari_12_v1,success,,,,,,
13841,ok,3021913709015530_tfds-icgen_caltech101_9_v1,success,,,,,,
13842,xx,32543685379630434_tfds-icgen_cifar10_10_v1,OOM,,,,,,
13843,ok,3275865457764678_tfds-icgen_cycle_gan_apple2orange_8_v1,success,,,,,,
13844,ok,327829452954295644_tfds-icgen_cycle_gan_summer2winter_yosemite_1_v1,success,,,,,,
13845,ok,32843365426252005_tfds-icgen_cmaterdb_telugu_8_v1,success,,,,,,
13846,xx,29583332719908923_tfds-icgen_cycle_gan_vangogh2photo_7_v1,success,,,,,,
13847,ok,295809387664127348_tfds-icgen_fashion_mnist_7_v1,success,,,,,,
13848,ok,29571529972883955_tfds-icgen_stanford_dogs_15_v1,success,,,,,,
13849,ok,328464998160750088_tfds-icgen_oxford_iiit_pet_12_v1,success,,,,,,
13850,ok,32892236101943766_tfds-icgen_visual_domain_decathlon_dtd_11_v1,success,,,,,,
13851,ok,295874186060158368_tfds-icgen_horses_or_humans_11_v1,success,,,,,,
13852,ok,29590150221961475_tfds-icgen_mnist_3_v1,success,,,,,,
13853,xx,30335363811395339_tfds-icgen_kmnist_1_v1,AMP,,,,,,
13854,xx,30366805600687181_tfds-icgen_cars196_9_v1,AMP,,,,,,
13855,ok,329539916320414354_tfds-icgen_imagenet_resized_32x32_13_v1,success,,,,,,
13856,ok,3042093913201090_tfds-icgen_oxford_iiit_pet_1_v1,success,,,,,,
13857,ok,295977691521005988_tfds-icgen_rock_paper_scissors_7_v1,success,,,,,,
13858,ok,30426336921760650_tfds-icgen_kmnist_12_v1,success,,,,,,
13859,ok,29611009976265836_tfds-icgen_cycle_gan_maps_10_v1,success,,,,,,
13860,ok,30412900074153475_tfds-icgen_svhn_cropped_15_v1,success,,,,,,
13861,ok,32999759686591855_tfds-icgen_colorectal_histology_1_v1,success,,,,,,
13862,xx,33021758951748163_tfds-icgen_omniglot_3_v1,AMP,,,,,,
13863,ok,3303854219840096_tfds-icgen_eurosat_rgb_11_v1,success,,,,,,
13864,ok,296183214727129251_tfds-icgen_cmaterdb_telugu_14_v1,success,,,,,,
13865,ok,29629625239837127_tfds-icgen_colorectal_histology_5_v1,success,,,,,,
13866,ok,33052635821866720_tfds-icgen_oxford_iiit_pet_7_v1,success,,,,,,
13867,ok,30517214806741079_tfds-icgen_cycle_gan_summer2winter_yosemite_9_v1,success,,,,,,
13868,xx,305355491484074427_tfds-icgen_rock_paper_scissors_2_v1,AMP,,,,,,
13869,xx,331020756309767_tfds-icgen_cycle_gan_apple2orange_8_v1,AMP,,,,,,
13870,xx,330855391606872983_tfds-icgen_cmaterdb_bangla_4_v1,OOM,,,,,,
13871,ok,3314639105135005_tfds-icgen_horses_or_humans_11_v1,success,,,,,,
13872,ok,33186620921508551_tfds-icgen_oxford_iiit_pet_11_v1,success,,,,,,
13873,ok,33201298594368888_tfds-icgen_fashion_mnist_7_v1,success,,,,,,
13874,ok,29737421947346237_tfds-icgen_mnist_5_v1,success,,,,,,
13875,xx,332390357440479043_tfds-icgen_uc_merced_1_v1,diverged,,,,,,
13876,ok,29756532331710446_tfds-icgen_cassava_9_v1,success,,,,,,
13877,xx,332896369897400272_tfds-icgen_cycle_gan_facades_5_v1,batch_size>dataset_size,,,,,,
13878,xx,33350271519014147_tfds-icgen_cycle_gan_ukiyoe2photo_6_v1,OOM,,,,,,
13879,xx,33396229639132155_tfds-icgen_mnist_2_v1,diverged,,,,,,
13880,xx,334345879677206998_tfds-icgen_visual_domain_decathlon_dtd_14_v1,OOM,,,,,,
13881,ok,33503181392848535_tfds-icgen_mnist_14_v1,success,,,,,,
13882,ok,30584587357408728_tfds-icgen_cmaterdb_telugu_2_v1,success,,,,,,
13883,ok,30607850085038919_tfds-icgen_cycle_gan_maps_13_v1,success,,,,,,
13884,ok,30572642283044558_tfds-icgen_imagenet_resized_32x32_5_v1,success,,,,,,
13885,ok,30660974702557825_tfds-icgen_cycle_gan_vangogh2photo_5_v1,success,,,,,,
13886,ok,30655851144175122_tfds-icgen_svhn_cropped_8_v1,success,,,,,,
13887,xx,298823720495602725_tfds-icgen_visual_domain_decathlon_dtd_5_v1,success,,,,,,
13888,xx,29890393003107422_tfds-icgen_cycle_gan_apple2orange_13_v1,success,,,,,,
13889,xx,29891244235988477_tfds-icgen_stanford_dogs_13_v1,success,,,,,,
13890,xx,299269585218171228_tfds-icgen_colorectal_histology_15_v1,success,,,,,,
13891,xx,29927372610039958_tfds-icgen_cifar10_4_v1,success,,,,,,
13892,xx,299359029914485475_tfds-icgen_oxford_iiit_pet_1_v1,success,,,,,,
13893,xx,29947472049228962_tfds-icgen_fashion_mnist_15_v1,success,,,,,,
13894,xx,299839644749533078_tfds-icgen_cmaterdb_devanagari_1_v1,success,,,,,,
13895,xx,299899828771793794_tfds-icgen_omniglot_15_v1,success,,,,,,
13896,xx,29990523684447436_tfds-icgen_cycle_gan_maps_11_v1,success,,,,,,
13897,xx,300154909937765246_tfds-icgen_cycle_gan_horse2zebra_3_v1,success,,,,,,
13898,xx,300190045362134764_tfds-icgen_mnist_9_v1,success,,,,,,
13899,xx,3002505256205717_tfds-icgen_malaria_15_v1,success,,,,,,
13900,xx,30035623738130608_tfds-icgen_cmaterdb_devanagari_9_v1,success,,,,,,
13901,xx,30087683053781067_tfds-icgen_imagenette_1_v1,success,,,,,,
13902,xx,30092621382361815_tfds-icgen_omniglot_10_v1,success,,,,,,
13903,xx,300960537010038813_tfds-icgen_malaria_3_v1,success,,,,,,
13904,xx,30106290827884372_tfds-icgen_cats_vs_dogs_7_v1,success,,,,,,
13905,xx,30166555186327442_tfds-icgen_cycle_gan_facades_6_v1,success,,,,,,
13906,ok,30676559167600099_tfds-icgen_cycle_gan_summer2winter_yosemite_9_v1,success,,,,,,
13907,ok,30706671954333390_tfds-icgen_mnist_14_v1,success,,,,,,
13908,ok,30201184515193694_tfds-icgen_cmaterdb_telugu_5_v1,success,,,,,,
13909,ok,302099672802343504_tfds-icgen_cmaterdb_bangla_10_v1,success,,,,,,
13910,ok,30181829997268853_tfds-icgen_imagenet_resized_32x32_5_v1,success,,,,,,
13911,ok,33571098762983132_tfds-icgen_cycle_gan_horse2zebra_2_v1,success,,,,,,
13912,ok,33585737652374471_tfds-icgen_cycle_gan_apple2orange_10_v1,success,,,,,,
13913,ok,33646544718203019_tfds-icgen_caltech101_5_v1,success,,,,,,
13914,xx,3075750564964890_tfds-icgen_visual_domain_decathlon_dtd_12_v1,success,,,,,,
13915,xx,3025776680220585_tfds-icgen_cycle_gan_maps_13_v1,success,,,,,,
13916,ok,307465785616217634_tfds-icgen_imagenet_resized_32x32_6_v1,success,,,,,,
13917,ok,302700057758566635_tfds-icgen_cycle_gan_iphone2dslr_flower_15_v1,success,,,,,,
13918,ok,30288041860154250_tfds-icgen_horses_or_humans_3_v1,success,,,,,,
13919,xx,303119127348705407_tfds-icgen_cycle_gan_vangogh2photo_2_v1,AMP,,,,,,
13920,xx,30333729933524097_tfds-icgen_cmaterdb_devanagari_3_v1,AMP,,,,,,
13921,xx,33713447746855803_tfds-icgen_cmaterdb_devanagari_9_v1,diverged,,,,,,
13922,xx,30800892464340320_tfds-icgen_cycle_gan_ukiyoe2photo_6_v1,OOM,,,,,,
