,output_state,experiment,diagnosis,invalid_loss_value,max_memory_allocated,final_batch_size,project,linear_probing,curve_length
15481,xx,4470537212155412_tfds-icgen_eurosat_rgb_4_v1,success,,,,,,
15482,xx,491570015307305973_tfds-icgen_horses_or_humans_5_v1,success,,,,,,
15483,xx,44706322568888152_tfds-icgen_oxford_iiit_pet_2_v1,success,,,,,,
15484,xx,4131746913058733_tfds-icgen_omniglot_12_v1,success,,,,,,
15485,xx,49163063770976576_tfds-icgen_cycle_gan_horse2zebra_5_v1,success,,,,,,
15486,xx,49193028171596077_tfds-icgen_tf_flowers_3_v1,success,,,,,,
15487,xx,41326957187153527_tfds-icgen_cats_vs_dogs_1_v1,success,,,,,,
15488,xx,4136427409936060_tfds-icgen_eurosat_rgb_5_v1,success,,,,,,
15489,xx,41400754368910995_tfds-icgen_cars196_6_v1,success,,,,,,
15490,xx,49223806122929431_tfds-icgen_cycle_gan_facades_2_v1,success,,,,,,
15491,xx,4472857862968956_tfds-icgen_cifar100_5_v1,success,,,,,,
15492,xx,49227645928883903_tfds-icgen_cycle_gan_facades_14_v1,success,,,,,,
15493,xx,49228107389136992_tfds-icgen_oxford_iiit_pet_8_v1,success,,,,,,
15494,xx,44733130395816177_tfds-icgen_tf_flowers_15_v1,success,,,,,,
15495,xx,414751280563356379_tfds-icgen_imagenette_1_v1,success,,,,,,
15496,xx,41475890223861928_tfds-icgen_cycle_gan_iphone2dslr_flower_11_v1,success,,,,,,
15497,xx,44850735380711201_tfds-icgen_cycle_gan_vangogh2photo_14_v1,success,,,,,,
15498,xx,44857882150585922_tfds-icgen_omniglot_13_v1,success,,,,,,
15499,xx,49300509285599723_tfds-icgen_colorectal_histology_1_v1,success,,,,,,
15500,xx,4941024289444459_tfds-icgen_colorectal_histology_5_v1,success,,,,,,
15501,xx,4493862465475207_tfds-icgen_visual_domain_decathlon_dtd_12_v1,success,,,,,,
15502,xx,414836855768838327_tfds-icgen_uc_merced_6_v1,success,,,,,,
15503,xx,4941152455179242_tfds-icgen_visual_domain_decathlon_dtd_2_v1,success,,,,,,
15504,xx,49423276178792764_tfds-icgen_cmaterdb_devanagari_5_v1,success,,,,,,
15505,xx,4151794188100690_tfds-icgen_cifar10_4_v1,success,,,,,,
15506,xx,49426766044254010_tfds-icgen_svhn_cropped_13_v1,success,,,,,,
15507,xx,44942860578104609_tfds-icgen_eurosat_rgb_2_v1,success,,,,,,
15508,xx,49479946676672318_tfds-icgen_svhn_cropped_1_v1,success,,,,,,
15509,xx,4955933832297072_tfds-icgen_fashion_mnist_10_v1,success,,,,,,
15510,xx,4495698599779052_tfds-icgen_oxford_iiit_pet_14_v1,success,,,,,,
15511,xx,41534843211339429_tfds-icgen_deep_weeds_11_v1,success,,,,,,
15512,xx,415693214182240_tfds-icgen_deep_weeds_7_v1,success,,,,,,
15513,xx,41607385156353803_tfds-icgen_uc_merced_15_v1,success,,,,,,
15514,xx,41692725511751606_tfds-icgen_cars196_1_v1,success,,,,,,
15515,xx,450072577881938589_tfds-icgen_cifar100_9_v1,success,,,,,,
15516,xx,4957482293595441_tfds-icgen_visual_domain_decathlon_dtd_6_v1,success,,,,,,
15517,xx,49601973368666005_tfds-icgen_cmaterdb_bangla_4_v1,success,,,,,,
15518,xx,45067870777904910_tfds-icgen_horses_or_humans_15_v1,success,,,,,,
15519,xx,45096467760995943_tfds-icgen_imagenet_resized_32x32_4_v1,success,,,,,,
15520,xx,41697916188258614_tfds-icgen_cycle_gan_vangogh2photo_9_v1,success,,,,,,
15521,xx,49669175542706789_tfds-icgen_imagenette_8_v1,success,,,,,,
15522,xx,49723466467414531_tfds-icgen_cycle_gan_maps_12_v1,success,,,,,,
15523,xx,41774005241398588_tfds-icgen_imagenette_15_v1,success,,,,,,
15524,xx,49817839974361231_tfds-icgen_tf_flowers_14_v1,success,,,,,,
15525,xx,49913629587890576_tfds-icgen_cycle_gan_iphone2dslr_flower_10_v1,success,,,,,,
15526,xx,49883674720242497_tfds-icgen_cycle_gan_ukiyoe2photo_8_v1,success,,,,,,
15527,xx,451303764606032330_tfds-icgen_malaria_5_v1,success,,,,,,
15528,xx,45155053629653834_tfds-icgen_cmaterdb_bangla_12_v1,success,,,,,,
15529,xx,41827813122706123_tfds-icgen_cycle_gan_maps_6_v1,success,,,,,,
15530,xx,4517854031051770_tfds-icgen_caltech101_14_v1,success,,,,,,
15531,xx,41846606176410201_tfds-icgen_colorectal_histology_7_v1,success,,,,,,
15532,xx,41850756786053285_tfds-icgen_cycle_gan_summer2winter_yosemite_5_v1,success,,,,,,
15533,xx,41886971661857979_tfds-icgen_colorectal_histology_3_v1,success,,,,,,
15534,xx,45187862781479566_tfds-icgen_cycle_gan_facades_3_v1,success,,,,,,
15535,xx,4996439322973126_tfds-icgen_cmaterdb_telugu_12_v1,success,,,,,,
15536,xx,50008716345124380_tfds-icgen_uc_merced_15_v1,success,,,,,,
15537,xx,451992743915841102_tfds-icgen_eurosat_rgb_14_v1,success,,,,,,
15538,xx,5002892186985922_tfds-icgen_deep_weeds_15_v1,success,,,,,,
15539,xx,41895833402345150_tfds-icgen_mnist_15_v1,success,,,,,,
15540,xx,45204432334962569_tfds-icgen_colorectal_histology_11_v1,success,,,,,,
15541,xx,4191446166835953_tfds-icgen_oxford_iiit_pet_8_v1,success,,,,,,
15542,xx,50060819060197796_tfds-icgen_cifar10_5_v1,success,,,,,,
15543,xx,50063784147961580_tfds-icgen_tf_flowers_12_v1,success,,,,,,
15544,xx,5006492930404770_tfds-icgen_visual_domain_decathlon_dtd_14_v1,success,,,,,,
15545,xx,50143519222268718_tfds-icgen_kmnist_14_v1,success,,,,,,
15546,xx,4521883694222377_tfds-icgen_malaria_5_v1,success,,,,,,
15547,xx,41927504416714315_tfds-icgen_stanford_dogs_6_v1,success,,,,,,
15548,xx,45259636173654102_tfds-icgen_cycle_gan_summer2winter_yosemite_3_v1,success,,,,,,
15549,xx,4527193422861864_tfds-icgen_cycle_gan_apple2orange_4_v1,success,,,,,,
15550,xx,41983288678278698_tfds-icgen_cycle_gan_facades_6_v1,success,,,,,,
15551,xx,41998054528628434_tfds-icgen_omniglot_7_v1,success,,,,,,
15552,xx,42082270070886073_tfds-icgen_visual_domain_decathlon_dtd_5_v1,success,,,,,,
15553,xx,45303254755531724_tfds-icgen_kmnist_13_v1,success,,,,,,
15554,xx,50170885691582254_tfds-icgen_imagenet_resized_32x32_3_v1,success,,,,,,
15555,xx,50199237595506601_tfds-icgen_tf_flowers_11_v1,success,,,,,,
15556,xx,5025963426229810_tfds-icgen_kmnist_7_v1,success,,,,,,
15557,xx,45327595443757285_tfds-icgen_omniglot_15_v1,success,,,,,,
15558,xx,420844278942476_tfds-icgen_imagenette_15_v1,success,,,,,,
15559,xx,45352697876889251_tfds-icgen_svhn_cropped_10_v1,success,,,,,,
15560,xx,42107575588629798_tfds-icgen_oxford_iiit_pet_14_v1,success,,,,,,
15561,xx,502937790562618101_tfds-icgen_cycle_gan_summer2winter_yosemite_1_v1,success,,,,,,
15562,xx,5032118056236055_tfds-icgen_cycle_gan_facades_8_v1,success,,,,,,
15563,xx,421161864714586022_tfds-icgen_visual_domain_decathlon_dtd_1_v1,success,,,,,,
15564,xx,453932900744650434_tfds-icgen_cifar100_2_v1,success,,,,,,
15565,xx,5032464528346115_tfds-icgen_cifar100_5_v1,success,,,,,,
15566,xx,45375577446999684_tfds-icgen_stanford_dogs_11_v1,success,,,,,,
15567,xx,5037284042695885_tfds-icgen_imagenette_12_v1,success,,,,,,
15568,xx,42283885215290637_tfds-icgen_cifar10_11_v1,success,,,,,,
15569,xx,454653410842926435_tfds-icgen_visual_domain_decathlon_dtd_8_v1,success,,,,,,
15570,xx,42306328325957896_tfds-icgen_tf_flowers_7_v1,success,,,,,,
15571,xx,42402426999166192_tfds-icgen_cycle_gan_iphone2dslr_flower_15_v1,success,,,,,,
15572,xx,45470848046248397_tfds-icgen_uc_merced_8_v1,success,,,,,,
15573,xx,504837149050781067_tfds-icgen_imagenette_3_v1,success,,,,,,
15574,xx,50493861871813640_tfds-icgen_cassava_6_v1,success,,,,,,
15575,xx,505263230819937101_tfds-icgen_cycle_gan_horse2zebra_2_v1,success,,,,,,
15576,xx,4549099095552197_tfds-icgen_cifar10_13_v1,success,,,,,,
15577,xx,4249477253310137_tfds-icgen_omniglot_11_v1,success,,,,,,
15578,xx,4555720963157444_tfds-icgen_svhn_cropped_13_v1,success,,,,,,
15579,xx,42531957137752754_tfds-icgen_kmnist_5_v1,success,,,,,,
15580,xx,50599510903985198_tfds-icgen_omniglot_14_v1,success,,,,,,
15581,xx,42542795273827824_tfds-icgen_tf_flowers_9_v1,success,,,,,,
15582,xx,5060270968114807_tfds-icgen_visual_domain_decathlon_dtd_1_v1,success,,,,,,
15583,xx,455692939777653250_tfds-icgen_omniglot_2_v1,success,,,,,,
15584,xx,50608752801684541_tfds-icgen_cmaterdb_bangla_13_v1,success,,,,,,
15585,xx,5061067904438784_tfds-icgen_fashion_mnist_5_v1,success,,,,,,
15586,xx,4567777455367050_tfds-icgen_cars196_9_v1,success,,,,,,
15587,xx,45681722493556229_tfds-icgen_colorectal_histology_10_v1,success,,,,,,
15588,xx,4256122376100559_tfds-icgen_cmaterdb_telugu_6_v1,success,,,,,,
15589,xx,42577373851201633_tfds-icgen_cycle_gan_ukiyoe2photo_15_v1,success,,,,,,
15590,xx,4257993347408331_tfds-icgen_visual_domain_decathlon_dtd_3_v1,success,,,,,,
15591,xx,45682645345821595_tfds-icgen_kmnist_5_v1,success,,,,,,
15592,xx,5063330905673834_tfds-icgen_cats_vs_dogs_14_v1,success,,,,,,
15593,xx,5065793766873851_tfds-icgen_cycle_gan_facades_12_v1,success,,,,,,
15594,xx,5065963839345142_tfds-icgen_cifar10_13_v1,success,,,,,,
15595,xx,426002719602055149_tfds-icgen_fashion_mnist_14_v1,success,,,,,,
15596,xx,4573526271872173_tfds-icgen_cycle_gan_summer2winter_yosemite_2_v1,success,,,,,,
15597,xx,45728564339475735_tfds-icgen_cycle_gan_facades_3_v1,success,,,,,,
15598,xx,507402630606974049_tfds-icgen_eurosat_rgb_3_v1,success,,,,,,
15599,xx,42742467916999149_tfds-icgen_visual_domain_decathlon_dtd_3_v1,success,,,,,,
15600,xx,42622386415036121_tfds-icgen_stanford_dogs_13_v1,success,,,,,,
15601,xx,50795858504514909_tfds-icgen_svhn_cropped_12_v1,success,,,,,,
15602,xx,45778009200139425_tfds-icgen_rock_paper_scissors_8_v1,success,,,,,,
15603,xx,50829453942148471_tfds-icgen_stanford_dogs_7_v1,success,,,,,,
15604,xx,458013648488251743_tfds-icgen_cycle_gan_horse2zebra_13_v1,success,,,,,,
15605,xx,50878447748505341_tfds-icgen_omniglot_11_v1,success,,,,,,
15606,xx,45857440696338810_tfds-icgen_deep_weeds_7_v1,success,,,,,,
15607,xx,42760878883902891_tfds-icgen_cycle_gan_ukiyoe2photo_2_v1,success,,,,,,
15608,xx,42784262954061497_tfds-icgen_malaria_4_v1,success,,,,,,
15609,xx,42777721643062471_tfds-icgen_cycle_gan_facades_15_v1,success,,,,,,
15610,xx,508852899284583924_tfds-icgen_omniglot_1_v1,success,,,,,,
15611,xx,45873040485117072_tfds-icgen_kmnist_12_v1,success,,,,,,
15612,xx,50893594353782868_tfds-icgen_cycle_gan_vangogh2photo_15_v1,success,,,,,,
15613,xx,4590559797001547_tfds-icgen_cifar100_1_v1,success,,,,,,
15614,xx,50922668802361352_tfds-icgen_svhn_cropped_3_v1,success,,,,,,
15615,xx,4282470938097804_tfds-icgen_omniglot_9_v1,success,,,,,,
15616,xx,5096859154792481_tfds-icgen_cycle_gan_maps_6_v1,success,,,,,,
15617,xx,45943626507003984_tfds-icgen_tf_flowers_12_v1,success,,,,,,
15618,xx,50978164703256825_tfds-icgen_cycle_gan_apple2orange_8_v1,success,,,,,,
15619,xx,428343216122466703_tfds-icgen_cats_vs_dogs_11_v1,success,,,,,,
15620,xx,42835121575391755_tfds-icgen_colorectal_histology_9_v1,success,,,,,,
15621,xx,50996731168866733_tfds-icgen_cycle_gan_horse2zebra_6_v1,success,,,,,,
15622,xx,45956563122726233_tfds-icgen_cifar10_7_v1,success,,,,,,
15623,xx,459649709763385175_tfds-icgen_cycle_gan_facades_11_v1,success,,,,,,
15624,xx,510113917397337137_tfds-icgen_kmnist_12_v1,success,,,,,,
15625,xx,42869351785377539_tfds-icgen_caltech101_10_v1,success,,,,,,
15626,xx,42882405191018505_tfds-icgen_cycle_gan_iphone2dslr_flower_8_v1,success,,,,,,
15627,xx,4597398165960714_tfds-icgen_caltech101_3_v1,success,,,,,,
15628,xx,4291998776730806_tfds-icgen_cycle_gan_maps_15_v1,success,,,,,,
15629,xx,46037877994464651_tfds-icgen_oxford_iiit_pet_1_v1,success,,,,,,
15630,xx,5101315670460897_tfds-icgen_imagenet_resized_32x32_13_v1,success,,,,,,
15631,xx,4293845600349380_tfds-icgen_cats_vs_dogs_9_v1,success,,,,,,
15632,xx,510339235846973656_tfds-icgen_cycle_gan_facades_15_v1,success,,,,,,
15633,xx,46057632970226917_tfds-icgen_oxford_iiit_pet_8_v1,success,,,,,,
15634,xx,510668765148024044_tfds-icgen_cats_vs_dogs_15_v1,success,,,,,,
15635,xx,5108975248210398_tfds-icgen_fashion_mnist_12_v1,success,,,,,,
15636,xx,42957361757928613_tfds-icgen_cycle_gan_summer2winter_yosemite_6_v1,success,,,,,,
15637,xx,460585467934086552_tfds-icgen_cycle_gan_vangogh2photo_11_v1,success,,,,,,
15638,xx,4296475552930651_tfds-icgen_cycle_gan_apple2orange_3_v1,success,,,,,,
15639,xx,429828170402570194_tfds-icgen_stanford_dogs_3_v1,success,,,,,,
15640,xx,511263765054819357_tfds-icgen_cycle_gan_iphone2dslr_flower_3_v1,success,,,,,,
15641,xx,51130592021651278_tfds-icgen_cifar100_11_v1,success,,,,,,
15642,xx,46074806966194279_tfds-icgen_caltech101_11_v1,success,,,,,,
15643,xx,511393443151639146_tfds-icgen_cmaterdb_bangla_11_v1,success,,,,,,
15644,xx,4610852922550446_tfds-icgen_horses_or_humans_1_v1,success,,,,,,
15645,xx,430058447314690285_tfds-icgen_cycle_gan_apple2orange_13_v1,success,,,,,,
15646,xx,430293828403253524_tfds-icgen_cycle_gan_apple2orange_12_v1,success,,,,,,
15647,xx,4611054945403024_tfds-icgen_cmaterdb_devanagari_15_v1,success,,,,,,
15648,xx,43036746664644781_tfds-icgen_cycle_gan_horse2zebra_9_v1,success,,,,,,
15649,xx,5116217798730644_tfds-icgen_cycle_gan_maps_10_v1,success,,,,,,
15650,xx,46112199788256272_tfds-icgen_cifar100_6_v1,success,,,,,,
15651,xx,43045616208197566_tfds-icgen_cifar100_7_v1,success,,,,,,
15652,xx,51169244950368583_tfds-icgen_cmaterdb_telugu_8_v1,success,,,,,,
15653,xx,51188082685963565_tfds-icgen_uc_merced_9_v1,success,,,,,,
15654,xx,5118858547203792_tfds-icgen_cars196_12_v1,success,,,,,,
15655,xx,46134095081205054_tfds-icgen_cats_vs_dogs_2_v1,success,,,,,,
15656,xx,51193808335365115_tfds-icgen_cycle_gan_horse2zebra_3_v1,success,,,,,,
15657,xx,431013973707286_tfds-icgen_cycle_gan_vangogh2photo_2_v1,success,,,,,,
15658,xx,512669159766224485_tfds-icgen_rock_paper_scissors_5_v1,success,,,,,,
15659,xx,43122288668476427_tfds-icgen_kmnist_11_v1,success,,,,,,
15660,xx,5127932480503562_tfds-icgen_deep_weeds_10_v1,success,,,,,,
15661,xx,46158395330999553_tfds-icgen_horses_or_humans_8_v1,success,,,,,,
15662,xx,46263571031266971_tfds-icgen_cycle_gan_vangogh2photo_3_v1,success,,,,,,
15663,xx,51288349159778810_tfds-icgen_cycle_gan_iphone2dslr_flower_10_v1,success,,,,,,
15664,xx,43192482168383370_tfds-icgen_uc_merced_11_v1,success,,,,,,
15665,xx,43192937891544177_tfds-icgen_imagenette_8_v1,success,,,,,,
15666,xx,43193771620537464_tfds-icgen_cmaterdb_bangla_14_v1,success,,,,,,
15667,xx,46316414074066824_tfds-icgen_mnist_3_v1,success,,,,,,
15668,xx,4632242304599027_tfds-icgen_cats_vs_dogs_1_v1,success,,,,,,
15669,xx,431989251657586374_tfds-icgen_cifar100_3_v1,success,,,,,,
15670,xx,463289872088973027_tfds-icgen_cycle_gan_summer2winter_yosemite_1_v1,success,,,,,,
15671,xx,513389954953722606_tfds-icgen_cmaterdb_devanagari_14_v1,success,,,,,,
15672,xx,43207034454805172_tfds-icgen_svhn_cropped_5_v1,success,,,,,,
15673,xx,51366624942214675_tfds-icgen_uc_merced_10_v1,success,,,,,,
15674,xx,51416283583617246_tfds-icgen_cycle_gan_facades_6_v1,success,,,,,,
15675,xx,46335288660355354_tfds-icgen_cmaterdb_devanagari_12_v1,success,,,,,,
15676,xx,51428664065296250_tfds-icgen_cars196_9_v1,success,,,,,,
15677,xx,43235170343892679_tfds-icgen_cycle_gan_apple2orange_13_v1,success,,,,,,
15678,xx,51463838989357789_tfds-icgen_cats_vs_dogs_7_v1,success,,,,,,
15679,xx,46343224586790346_tfds-icgen_colorectal_histology_13_v1,success,,,,,,
15680,xx,51436927476536724_tfds-icgen_deep_weeds_3_v1,success,,,,,,
15681,xx,51507704606839399_tfds-icgen_malaria_14_v1,success,,,,,,
15682,xx,43274034591532705_tfds-icgen_cycle_gan_apple2orange_14_v1,success,,,,,,
15683,xx,43276977669301020_tfds-icgen_malaria_15_v1,success,,,,,,
15684,xx,4636124469421865_tfds-icgen_cycle_gan_vangogh2photo_3_v1,success,,,,,,
15685,xx,5161317004525187_tfds-icgen_horses_or_humans_3_v1,success,,,,,,
15686,xx,43300095051689763_tfds-icgen_cmaterdb_telugu_2_v1,success,,,,,,
15687,xx,43361335810154411_tfds-icgen_cifar100_2_v1,success,,,,,,
15688,xx,46368043478142813_tfds-icgen_cmaterdb_devanagari_2_v1,success,,,,,,
15689,xx,4636373742087007_tfds-icgen_imagenette_10_v1,success,,,,,,
15690,xx,43415417955526091_tfds-icgen_horses_or_humans_15_v1,success,,,,,,
15691,xx,46462091814099431_tfds-icgen_cassava_7_v1,success,,,,,,
15692,xx,51619162503387556_tfds-icgen_omniglot_5_v1,success,,,,,,
15693,xx,4341846255558043_tfds-icgen_kmnist_8_v1,success,,,,,,
15694,xx,51649193038188320_tfds-icgen_svhn_cropped_9_v1,success,,,,,,
15695,xx,51659427799767132_tfds-icgen_cycle_gan_iphone2dslr_flower_9_v1,success,,,,,,
15696,xx,464705066087851211_tfds-icgen_visual_domain_decathlon_dtd_3_v1,success,,,,,,
15697,xx,51657810425201999_tfds-icgen_imagenet_resized_32x32_14_v1,success,,,,,,
15698,xx,434194172532585263_tfds-icgen_cmaterdb_devanagari_9_v1,success,,,,,,
15699,xx,4648569909431459_tfds-icgen_visual_domain_decathlon_dtd_14_v1,success,,,,,,
15700,xx,4342709730028353_tfds-icgen_imagenette_12_v1,success,,,,,,
15701,xx,516644674593581944_tfds-icgen_cycle_gan_iphone2dslr_flower_13_v1,success,,,,,,
15702,xx,465604680548236647_tfds-icgen_horses_or_humans_9_v1,success,,,,,,
15703,xx,5167144003391980_tfds-icgen_eurosat_rgb_11_v1,success,,,,,,
15704,xx,43455172445782153_tfds-icgen_fashion_mnist_2_v1,success,,,,,,
15705,xx,516879308820107734_tfds-icgen_cifar10_8_v1,success,,,,,,
15706,xx,4347618940865472_tfds-icgen_cifar10_10_v1,success,,,,,,
15707,xx,517435473141621936_tfds-icgen_colorectal_histology_13_v1,success,,,,,,
15708,xx,434849325608472001_tfds-icgen_tf_flowers_9_v1,success,,,,,,
15709,xx,4660292126435665_tfds-icgen_cmaterdb_bangla_8_v1,success,,,,,,
15710,xx,46616852555396628_tfds-icgen_horses_or_humans_10_v1,success,,,,,,
15711,xx,43496448749338440_tfds-icgen_cycle_gan_vangogh2photo_14_v1,success,,,,,,
15712,xx,4662559213394073_tfds-icgen_cycle_gan_ukiyoe2photo_13_v1,success,,,,,,
15713,xx,51757776803239566_tfds-icgen_kmnist_3_v1,success,,,,,,
15714,xx,43530090096050593_tfds-icgen_cycle_gan_summer2winter_yosemite_3_v1,success,,,,,,
15715,xx,51784994798201962_tfds-icgen_cycle_gan_maps_3_v1,success,,,,,,
15716,xx,51849152754631986_tfds-icgen_stanford_dogs_11_v1,success,,,,,,
15717,xx,518956275402859712_tfds-icgen_cycle_gan_facades_9_v1,success,,,,,,
15718,xx,43554983924715313_tfds-icgen_cycle_gan_ukiyoe2photo_11_v1,success,,,,,,
15719,xx,46631041780308201_tfds-icgen_cycle_gan_facades_7_v1,success,,,,,,
15720,xx,46641464052031359_tfds-icgen_cmaterdb_devanagari_13_v1,success,,,,,,
15721,xx,519760398394276882_tfds-icgen_cmaterdb_devanagari_5_v1,success,,,,,,
15722,xx,4356350153099558_tfds-icgen_cmaterdb_devanagari_2_v1,success,,,,,,
15723,xx,51990397832627201_tfds-icgen_cats_vs_dogs_5_v1,success,,,,,,
15724,xx,436620999924572178_tfds-icgen_cmaterdb_bangla_6_v1,success,,,,,,
15725,xx,52068828830014866_tfds-icgen_cycle_gan_maps_5_v1,success,,,,,,
15726,xx,46695012070680319_tfds-icgen_kmnist_1_v1,success,,,,,,
15727,xx,436740902767620475_tfds-icgen_cycle_gan_summer2winter_yosemite_3_v1,success,,,,,,
15728,xx,5207001291700956_tfds-icgen_eurosat_rgb_13_v1,success,,,,,,
15729,xx,43723170179503070_tfds-icgen_rock_paper_scissors_3_v1,success,,,,,,
15730,xx,46713524835816235_tfds-icgen_fashion_mnist_11_v1,success,,,,,,
15731,xx,46742079455267358_tfds-icgen_cycle_gan_vangogh2photo_3_v1,success,,,,,,
15732,xx,46768828497687513_tfds-icgen_colorectal_histology_9_v1,success,,,,,,
15733,xx,437400765100474182_tfds-icgen_cycle_gan_horse2zebra_2_v1,success,,,,,,
15734,xx,52072880605780306_tfds-icgen_omniglot_6_v1,success,,,,,,
15735,xx,52084776737562404_tfds-icgen_svhn_cropped_11_v1,success,,,,,,
15736,xx,52094080645353192_tfds-icgen_cycle_gan_apple2orange_3_v1,success,,,,,,
15737,xx,437750255636180392_tfds-icgen_uc_merced_12_v1,success,,,,,,
15738,xx,437450324617300766_tfds-icgen_cycle_gan_facades_11_v1,success,,,,,,
15739,xx,5210992409950410_tfds-icgen_malaria_14_v1,success,,,,,,
15740,xx,467790966617090251_tfds-icgen_omniglot_3_v1,success,,,,,,
15741,xx,52158791440518785_tfds-icgen_imagenette_2_v1,success,,,,,,
15742,xx,46812369530596993_tfds-icgen_kmnist_13_v1,success,,,,,,
15743,xx,4385255087782019_tfds-icgen_deep_weeds_5_v1,success,,,,,,
15744,xx,46922963866646885_tfds-icgen_rock_paper_scissors_11_v1,success,,,,,,
15745,xx,4385432881166624_tfds-icgen_cycle_gan_iphone2dslr_flower_4_v1,success,,,,,,
15746,xx,5216321771166883_tfds-icgen_uc_merced_5_v1,success,,,,,,
15747,xx,52163737129889092_tfds-icgen_cycle_gan_horse2zebra_14_v1,success,,,,,,
15748,xx,5222202237817770_tfds-icgen_cycle_gan_summer2winter_yosemite_11_v1,success,,,,,,
15749,xx,4390003894530837_tfds-icgen_cmaterdb_devanagari_14_v1,success,,,,,,
15750,xx,4398439297583018_tfds-icgen_cycle_gan_apple2orange_10_v1,success,,,,,,
15751,xx,46947949582617942_tfds-icgen_svhn_cropped_9_v1,success,,,,,,
15752,xx,46972420257724578_tfds-icgen_rock_paper_scissors_1_v1,success,,,,,,
15753,xx,4699402997099513_tfds-icgen_cycle_gan_ukiyoe2photo_13_v1,success,,,,,,
15754,xx,43988085191193269_tfds-icgen_cars196_13_v1,success,,,,,,
15755,xx,5231666731889774_tfds-icgen_cassava_14_v1,success,,,,,,
15756,xx,52389003114635775_tfds-icgen_cifar10_2_v1,success,,,,,,
15757,xx,52401294777219381_tfds-icgen_mnist_11_v1,success,,,,,,
15758,xx,439895921026213355_tfds-icgen_cmaterdb_bangla_14_v1,success,,,,,,
15759,xx,4401825853259044_tfds-icgen_oxford_iiit_pet_15_v1,success,,,,,,
15760,xx,470141074044354913_tfds-icgen_cmaterdb_devanagari_9_v1,success,,,,,,
15761,xx,52474444524416989_tfds-icgen_cycle_gan_maps_9_v1,success,,,,,,
15762,xx,4404687442077674_tfds-icgen_cycle_gan_horse2zebra_11_v1,success,,,,,,
15763,xx,47047963084096104_tfds-icgen_kmnist_3_v1,success,,,,,,
15764,xx,52494470354026898_tfds-icgen_rock_paper_scissors_14_v1,success,,,,,,
15765,xx,44057934129324201_tfds-icgen_svhn_cropped_1_v1,success,,,,,,
15766,xx,52538637529842105_tfds-icgen_imagenette_1_v1,success,,,,,,
15767,xx,52597215990192141_tfds-icgen_tf_flowers_9_v1,success,,,,,,
15768,xx,47067604439187632_tfds-icgen_visual_domain_decathlon_dtd_1_v1,success,,,,,,
15769,xx,52603930923612610_tfds-icgen_cycle_gan_iphone2dslr_flower_3_v1,success,,,,,,
15770,xx,44097490036167457_tfds-icgen_horses_or_humans_9_v1,success,,,,,,
15771,xx,44115029634149893_tfds-icgen_cycle_gan_iphone2dslr_flower_1_v1,success,,,,,,
15772,xx,4707738810613085_tfds-icgen_cmaterdb_telugu_13_v1,success,,,,,,
15773,xx,47137284542392421_tfds-icgen_deep_weeds_6_v1,success,,,,,,
15774,xx,4416849337667656_tfds-icgen_colorectal_histology_14_v1,success,,,,,,
15775,xx,471576863110434936_tfds-icgen_cycle_gan_ukiyoe2photo_7_v1,success,,,,,,
15776,xx,52625122004459237_tfds-icgen_visual_domain_decathlon_dtd_2_v1,success,,,,,,
15777,xx,52648927811451674_tfds-icgen_cmaterdb_devanagari_11_v1,success,,,,,,
15778,xx,52717298236159022_tfds-icgen_cmaterdb_bangla_3_v1,success,,,,,,
15779,xx,44194125770517003_tfds-icgen_cassava_1_v1,success,,,,,,
15780,xx,44194279890718143_tfds-icgen_cats_vs_dogs_2_v1,success,,,,,,
15781,xx,47203221790969764_tfds-icgen_horses_or_humans_2_v1,success,,,,,,
15782,xx,471806297476110144_tfds-icgen_imagenet_resized_32x32_15_v1,success,,,,,,
15783,xx,52717680765000812_tfds-icgen_omniglot_12_v1,success,,,,,,
15784,xx,44337821154395032_tfds-icgen_kmnist_13_v1,success,,,,,,
15785,xx,52726168209170549_tfds-icgen_uc_merced_4_v1,success,,,,,,
15786,xx,444206759292913072_tfds-icgen_cycle_gan_maps_3_v1,success,,,,,,
15787,xx,52733988680601340_tfds-icgen_eurosat_rgb_14_v1,success,,,,,,
15788,xx,5277193948253549_tfds-icgen_caltech101_12_v1,success,,,,,,
15789,xx,47248295938785131_tfds-icgen_cmaterdb_bangla_5_v1,success,,,,,,
15790,xx,527917958476245042_tfds-icgen_cycle_gan_ukiyoe2photo_10_v1,success,,,,,,
15791,xx,4447114423923199_tfds-icgen_cycle_gan_ukiyoe2photo_10_v1,success,,,,,,
15792,xx,47278525143383224_tfds-icgen_cycle_gan_facades_4_v1,success,,,,,,
15793,xx,44539469790586246_tfds-icgen_malaria_10_v1,success,,,,,,
15794,xx,47290443567827755_tfds-icgen_cycle_gan_apple2orange_15_v1,success,,,,,,
15795,xx,44572768966156162_tfds-icgen_cycle_gan_vangogh2photo_15_v1,success,,,,,,
15796,xx,47310516894147066_tfds-icgen_tf_flowers_10_v1,success,,,,,,
15797,xx,52864866424984172_tfds-icgen_stanford_dogs_3_v1,success,,,,,,
15798,xx,52949004498485241_tfds-icgen_cycle_gan_facades_5_v1,success,,,,,,
15799,xx,52868761600340154_tfds-icgen_oxford_iiit_pet_7_v1,success,,,,,,
15800,xx,44572889976249597_tfds-icgen_omniglot_6_v1,success,,,,,,
