invalid_loss_value,max_memory_allocated,final_batch_size,experiment,project,linear_probing,curve_length
False,6235264512,16,10023458687064114_extended_set1_DOG_v1,AFT-EX-02,True,1
False,7387420672,16,135499877292839065_extended_set2_TEX_ALOT_v1,AFT-EX-02,True,1
False,1182010368,32,50471119976745590_extended_set1_RSICB_v1,AFT-EX-02,True,1
False,624215552,4,1255430800006833_extended_set1_INS_2_v1,AFT-EX-02,True,1
False,1323770880,32,135769784858120763_extended_set2_FNG_v1,AFT-EX-02,True,1
False,127485952,2,439145834026492729_extended_set0_TEX_v1,AFT-EX-02,True,1
False,2962779648,128,68895280181176284_extended_set0_RESISC_v1,AFT-EX-02,False,50
False,4807218688,8,55005586408568795_extended_set1_MED_LF_v1,AFT-EX-02,False,50
False,75488768,4,10160440258162340_extended_set2_PRT_v1,AFT-EX-02,False,50
False,2483512832,16,3882518543075334_extended_set1_MED_LF_v1,AFT-EX-02,False,50
False,5201526272,512,4886578463803865_extended_set0_TEX_v1,AFT-EX-02,True,1
False,2347997696,64,34662480892148440_extended_set2_PLT_DOC_v1,AFT-EX-02,True,1
False,1125826560,32,7504105577693570_extended_set0_PLK_v1,AFT-EX-02,True,1
False,2846155776,8,4600052784309677_extended_set1_ACT_40_v1,AFT-EX-02,False,50
False,2885835776,4,383155267337637951_extended_set0_PLK_v1,AFT-EX-02,True,1
False,2772997120,512,126526743239601563_extended_set0_FLW_v1,AFT-EX-02,False,50
False,8060118528,2,130368876058049671_extended_set2_ACT_410_v1,AFT-EX-02,False,50
False,591100928,8,52653688414638341_extended_set0_PLT_VIL_v1,AFT-EX-02,True,1
False,1117334528,32,28815378138681848_extended_set1_RSICB_v1,AFT-EX-02,False,50
False,8066138112,128,211989408778815780_extended_set1_PLT_NET_v1,AFT-EX-02,True,1
False,291502080,2,19994349789157915_extended_set1_PNU_v1,AFT-EX-02,True,1
False,2218712576,32,9833672296632591_extended_set0_BCT_v1,AFT-EX-02,False,50
False,125309440,8,51494634937684571_extended_set0_SPT_v1,AFT-EX-02,False,50
False,2019766784,2,61732919178514963_extended_set1_PNU_v1,AFT-EX-02,True,1
False,1154407424,64,2036576702979947_extended_set0_BRD_v1,AFT-EX-02,True,1
False,3805530624,512,30395673693139426_extended_set0_RESISC_v1,AFT-EX-02,False,50
False,1754103296,16,1651834602958939_extended_set2_BTS_v1,AFT-EX-02,False,50
False,1441470464,8,20235460797605416_extended_set2_FNG_v1,AFT-EX-02,False,50
False,32522240,4,42841049706432165_extended_set0_PLK_v1,AFT-EX-02,True,1
False,8792028672,128,123785559361630578_extended_set2_TEX_ALOT_v1,AFT-EX-02,True,1
False,149681152,16,67661447910870066_extended_set2_FNG_v1,AFT-EX-02,False,50
False,1216414208,2,11159038502052607_extended_set1_RSICB_v1,AFT-EX-02,True,1
False,129248256,8,199415112743736454_extended_set0_CRS_v1,AFT-EX-02,True,1
False,586925568,32,17099811419811561_extended_set1_DOG_v1,AFT-EX-02,True,1
False,2828861952,256,4798529346253262_extended_set1_INS_2_v1,AFT-EX-02,False,50
False,5505372160,64,56320848365798260_extended_set2_FNG_v1,AFT-EX-02,False,50
False,8224538624,4,32109769560891999_extended_set1_PLT_NET_v1,AFT-EX-02,True,1
False,6285516288,256,38273784141176276_extended_set0_PLT_VIL_v1,AFT-EX-02,True,1
False,3730013696,64,12191132353569958_extended_set2_TEX_ALOT_v1,AFT-EX-02,False,50
False,2998073344,64,92422197056100197_extended_set2_AWA_v1,AFT-EX-02,False,50
False,3886386688,128,24942383262892740_extended_set2_RSD_v1,AFT-EX-02,True,1
False,1844091392,2,4096544775955111_extended_set0_FLW_v1,AFT-EX-02,False,50
False,3696662528,4,322052578987922930_extended_set1_INS_2_v1,AFT-EX-02,True,1
False,8996281856,16,29386804992566623_extended_set0_BRD_v1,AFT-EX-02,False,50
False,3662092288,64,40561314954423347_extended_set0_CRS_v1,AFT-EX-02,True,1
False,187994624,32,15917852732121747_extended_set2_PRT_v1,AFT-EX-02,False,50
False,8973919232,4,105004346844076652_extended_set0_BCT_v1,AFT-EX-02,True,1
False,1867066880,4,374778890624097902_extended_set1_DOG_v1,AFT-EX-02,True,1
False,3979549696,32,52304813194809843_extended_set2_RSD_v1,AFT-EX-02,True,1
False,9502330880,32,24354829024402526_extended_set0_SPT_v1,AFT-EX-02,True,1
False,742066688,16,11835557408592024_extended_set1_PLT_NET_v1,AFT-EX-02,True,1
False,1579022336,2,79213238569700785_extended_set0_BCT_v1,AFT-EX-02,True,1
False,232203264,2,45813876206102856_extended_set0_RESISC_v1,AFT-EX-02,True,1
False,7718364160,512,95304846292967032_extended_set2_PLT_DOC_v1,AFT-EX-02,False,50
False,253602304,8,21435953652924935_extended_set2_PLT_DOC_v1,AFT-EX-02,False,50
False,2669152256,4,100916916442631607_extended_set0_TEX_v1,AFT-EX-02,True,1
False,408616448,8,28297250877213923_extended_set2_PLT_DOC_v1,AFT-EX-02,True,1
False,3647753216,8,25722247015261228_extended_set2_TEX_ALOT_v1,AFT-EX-02,True,1
False,695484416,64,185097585432511846_extended_set0_BRD_v1,AFT-EX-02,True,1
False,111631360,4,398267815867776164_extended_set0_BRD_v1,AFT-EX-02,False,50
False,1395686400,64,10267887145588786_extended_set2_ACT_410_v1,AFT-EX-02,False,50
False,9406012928,128,4792928981796265_extended_set1_ACT_40_v1,AFT-EX-02,False,50
False,2767245312,4,56494594438479470_extended_set1_ACT_40_v1,AFT-EX-02,True,1
False,10424351744,8,38491294336153564_extended_set2_ACT_410_v1,AFT-EX-02,False,50
False,4689577984,128,4530650481681654_extended_set0_FLW_v1,AFT-EX-02,False,50
False,373048832,32,230422871788455357_extended_set0_TEX_v1,AFT-EX-02,False,50
False,467940352,32,92560295537468325_extended_set1_INS_2_v1,AFT-EX-02,False,50
False,1219444736,16,107184129240918102_extended_set2_ACT_410_v1,AFT-EX-02,True,1
False,2381736960,8,99072112802917486_extended_set2_ACT_410_v1,AFT-EX-02,True,1
False,9392908288,64,129552902305043338_extended_set0_FLW_v1,AFT-EX-02,False,50
False,5925571072,128,240482458516391328_extended_set2_RSD_v1,AFT-EX-02,False,50
False,5839687680,16,85429983171270336_extended_set2_ACT_410_v1,AFT-EX-02,False,50
False,2881738752,2,11659206624211224_extended_set1_ACT_40_v1,AFT-EX-02,True,1
False,811862016,8,5727175545252064_extended_set1_APL_v1,AFT-EX-02,False,50
False,1218768384,2,175837499931197503_extended_set1_APL_v1,AFT-EX-02,True,1
False,5726437376,16,79198461350534562_extended_set1_MED_LF_v1,AFT-EX-02,True,1
False,3677878784,128,375498498051485454_extended_set2_TEX_ALOT_v1,AFT-EX-02,False,50
False,1718478848,8,101507892125248192_extended_set1_RSICB_v1,AFT-EX-02,False,50
False,5768979968,256,90527442608886314_extended_set2_AWA_v1,AFT-EX-02,True,1
False,6290567680,128,3882588390069601_extended_set2_BTS_v1,AFT-EX-02,False,50
False,187659776,16,5508398665603015_extended_set0_CRS_v1,AFT-EX-02,True,1
False,121717248,2,4056089934437046_extended_set2_PLT_DOC_v1,AFT-EX-02,True,1
False,371202048,4,98299393921590266_extended_set0_SPT_v1,AFT-EX-02,False,50
False,90564608,2,1285199493060889_extended_set0_BCT_v1,AFT-EX-02,False,50
False,784477184,64,17438874721344406_extended_set2_PLT_DOC_v1,AFT-EX-02,True,1
False,1689634816,4,567198831333947006_extended_set0_RESISC_v1,AFT-EX-02,True,1
False,179116544,2,4785430154048785_extended_set0_PLK_v1,AFT-EX-02,True,1
False,8750737920,4,153059646727035686_extended_set2_AWA_v1,AFT-EX-02,False,50
False,5664691200,4,111899800826427279_extended_set2_BTS_v1,AFT-EX-02,True,1
False,3799047680,4,96120475169216439_extended_set1_APL_v1,AFT-EX-02,False,50
False,435840512,4,124820827938511977_extended_set2_PLT_DOC_v1,AFT-EX-02,False,50
False,8418454528,256,8699728447737141_extended_set0_PLT_VIL_v1,AFT-EX-02,True,1
False,5127360000,4,65504237791325042_extended_set2_BTS_v1,AFT-EX-02,True,1
False,661820928,2,6441059392939891_extended_set2_PRT_v1,AFT-EX-02,True,1
False,3015080448,16,131382731448367_extended_set0_PLK_v1,AFT-EX-02,True,1
False,1486628352,64,147201062226023260_extended_set0_RESISC_v1,AFT-EX-02,True,1
False,6106509824,2,4995112293433152_extended_set0_BRD_v1,AFT-EX-02,True,1
False,388362240,8,11017924325916268_extended_set0_BCT_v1,AFT-EX-02,False,50
False,2237912064,8,5896499854016920_extended_set1_ACT_40_v1,AFT-EX-02,False,50
False,3515650560,8,83192661336669268_extended_set1_PLT_NET_v1,AFT-EX-02,True,1
False,41672192,2,47806649235510463_extended_set1_PLT_NET_v1,AFT-EX-02,True,1
False,1666462720,4,7946684943681314_extended_set0_FLW_v1,AFT-EX-02,False,50
False,2777339904,4,133184353680586299_extended_set0_BCT_v1,AFT-EX-02,False,50
False,4839857664,256,73781734407978255_extended_set0_TEX_v1,AFT-EX-02,False,50
False,5057214464,2,14982291912247417_extended_set0_CRS_v1,AFT-EX-02,True,1
False,7258243072,32,8972912064752918_extended_set0_PLK_v1,AFT-EX-02,True,1
