"Name","Runtime","Hostname","Notes","GPU Type","GPU Count","Tags","ID","State","User","Group","Job Type","Created","Updated","End Time","Sweep","Description","Commit","GitHub","amp","auto_augment","batch_size","bss_reg","clip_grad","cotuning_reg","cutmix","dataset","decay_epochs","decay_rate","delta_reg","device","drop","layer_decay","lr","mixup","mixup_prob","model","momentum","num_classes","opt","opt_betas","patience_epochs","pct_to_freeze","ra_magnitude","ra_num_ops","random_augment","sched","smoothing","sp_reg","stoch_norm","test_mode","trivial_augment","warmup_epochs","warmup_lr","weight_decay","amp_dtype","amp_impl","aot_autograd","aug_repeats","aug_splits","bce_loss","channels_last","checkpoint_hist","class_map","clip_mode","color_jitter","cooldown_epochs","data_dir","dataset_augmentation_path","dataset_download","decay_milestones","dist_bn","distributed","epoch_repeats","epochs","eval_metric","experiment","fast_norm","fuser","grad_checkpointing","hflip","initial_checkpoint","interpolation","jsd_loss","linear_probing","local_rank","log_interval","log_wandb","lr_base","lr_base_scale","lr_base_size","lr_cycle_decay","lr_cycle_limit","lr_cycle_mul","lr_k_decay","lr_noise_pct","lr_noise_std","min_lr","mixup_mode","mixup_off_epoch","mixup_switch_prob","model_ema","model_ema_decay","model_ema_force_cpu","no_aug","no_ddp_bb","no_prefetcher","no_resume_opt","output","persistent_workers","pin_mem","prefetcher","pretrained","project_name","ra_interpolation","ra_num_magnitude_bins","rank","ratio","recount","recovery_interval","remode","reprob","resplit","resume","save_images","scale","sched_on_updates","seed","split_bn","sync_bn","torchscript","train_interpolation","train_split","tta","use_multi_epochs_loader","val_split","vflip","warmup_prefix","worker_seeding","workers","world_size","epoch","eval_loss","eval_time","eval_top1","eval_top5","train_backbone_grad_norm","train_head_grad_norm","train_loss","train_time"
"6167497156039129_micro_set0_PLT_VIL_v1","54","dlcgpu30","-","NVIDIA GeForce RTX 2080 Ti","1","","qlayrly1","finished","spinedaa","","","2023-02-28T22:32:19.000Z","2023-02-28T22:33:13.000Z","2023-02-28T22:33:13.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","","128","0.001","","4","0.1","mtlbm/micro/set0/PLT_VIL","90","0.1","0.1","cuda:0","0.4","0.65","0.0001","0.4","0.25","volo_d4_448","0.9","20","sgd","","10","0.4","8","2","false","cosine","0","0.0001","false","true","true","10","0.000001","0.00001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","6167497156039129_micro_set0_PLT_VIL_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","0","3.2177734375","0.8729071617126465","0","0","9.976956118560151","9.021716717878924","15.253108978271484","1.3894739151000977"
"61443574216653477_micro_set1_APL_v1","755","dlcgpu44","-","NVIDIA GeForce RTX 2080 Ti","1","","xic3rnmi","finished","spinedaa","","","2023-02-28T22:29:00.000Z","2023-02-28T22:41:35.000Z","2023-02-28T22:41:35.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","v0","4","0.01","10","1","2","mtlbm/micro/set1/APL","10","0.5","0.001","cuda:0","0.3","0.65","0.00001","8","1","xcit_nano_12_p8_384_dist","0.9","20","sgd","","10","0","8","2","false","step","0.05","0","true","false","false","5","0.000001","0.0001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","61443574216653477_micro_set1_APL_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","4.359423828125","1.1018664836883545","7.5","26.875","9.767795104199989","2.108984393436963","6.292724740505219","13.979297399520874"
"61269850230278775_micro_set1_MD_5_BIS_v1","111","dlcgpu44","-","NVIDIA GeForce RTX 2080 Ti","1","","z9lcgmsr","finished","spinedaa","","","2023-02-28T22:27:02.000Z","2023-02-28T22:28:53.000Z","2023-02-28T22:28:53.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","","256","0","10","4","0","mtlbm/micro/set1/MD_5_BIS","20","0.5","0.001","cuda:0","0.2","0.65","0.001","0.2","0.25","beit_large_patch16_512","0.9","20","sgd","","10","0.4","17","2","true","multistep","0.1","0.01","false","false","false","0","0.000001","0.0001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","61269850230278775_micro_set1_MD_5_BIS_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","","","","","","","","",""
"61218302677607034_micro_set2_BTS_v1","463","dlcgpu28","-","NVIDIA GeForce RTX 2080 Ti","1","","80w07q8r","finished","spinedaa","","","2023-02-28T22:26:50.000Z","2023-02-28T22:34:33.000Z","2023-02-28T22:34:33.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","v0","2","0.01","1","1","1","mtlbm/micro/set2/BTS","90","0.1","0.001","cuda:0","0.3","","0.005","8","1","mobilevit_xs","0.9","20","adamw","[0.9,0.99]","10","0.8","8","2","false","cosine","0.05","0","false","false","false","0","0.000001","0.0001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","61218302677607034_micro_set2_BTS_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","2.688763841986656","1.0729985237121582","18.125","56.875","0.7761272657576596","0.5929927155309067","6.3675876498222355","7.608564853668213"
"6104749866563640_micro_set0_TEX_v1","141","dlcgpu18","-","NVIDIA GeForce RTX 2080 Ti","1","","88z7l4iu","finished","spinedaa","","","2023-02-28T22:24:32.000Z","2023-02-28T22:26:53.000Z","2023-02-28T22:26:53.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","","128","0.0001","1","0.5","0","mtlbm/micro/set0/TEX","10","0.1","0.0001","cuda:0","0.4","0.75","0.005","2","0.75","volo_d5_512","0.9","20","adamw","[0.9,0.999]","10","0.6","8","2","false","multistep","0.1","0.0001","true","false","true","5","0.000001","0.00001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","6104749866563640_micro_set0_TEX_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","","","","","","","","",""
"60846235134089712_micro_set1_DOG_v1","133","dlcgpu18","-","NVIDIA GeForce RTX 2080 Ti","1","","7ojthbof","finished","spinedaa","","","2023-02-28T22:22:13.000Z","2023-02-28T22:24:26.000Z","2023-02-28T22:24:26.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","","16","0.001","1","4","0.25","mtlbm/micro/set1/DOG","90","0.1","0.0001","cuda:0","0.2","","0.0005","1","0.75","mobilevit_xxs","0.9","19","adamw","[0,0.999]","5","0.8","8","2","false","plateau","0.05","0","true","false","false","0","0","0.0001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","60846235134089712_micro_set1_DOG_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","2.73596265441493","0.401106595993042","13.157894736842104","50.6578947368421","0.7350103866014119","0.6570865360978517","7.837571484701974","1.834169864654541"
"60663167680886666_micro_set0_TEX_v1","120","dlcgpu27","-","NVIDIA GeForce RTX 2080 Ti","1","","cepxhjre","finished","spinedaa","","","2023-02-28T22:20:04.000Z","2023-02-28T22:22:04.000Z","2023-02-28T22:22:04.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","","32","0.0001","10","2","0.1","mtlbm/micro/set0/TEX","90","0.1","0.01","cuda:0","0.3","0.65","0.00005","1","1","mobilevit_xxs","0.9","20","adam","[0,0.999]","10","0.8","17","2","true","cosine","0.05","0.01","false","false","false","10","0.00001","0.001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","60663167680886666_micro_set0_TEX_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","2.865550994873047","0.9177801609039308","20","70","0.6141874455241099","0.6787033549299679","8.980657196044922","1.3955678939819336"
"60600634716802343_micro_set2_ACT_410_v1","21","dlcgpu27","-","NVIDIA GeForce RTX 2080 Ti","1","","ossi5snb","finished","spinedaa","","","2023-02-28T22:19:36.000Z","2023-02-28T22:19:57.000Z","2023-02-28T22:19:57.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","","8","0.0001","","0.5","1","mtlbm/micro/set2/ACT_410","90","0.1","0.1","cuda:0","0.4","0.65","0.005","0.2","0.75","tf_efficientnet_b7_ns","0.9","20","adam","[0,0.999]","5","0.2","8","2","false","plateau","0","0.1","true","true","true","5","0.00001","0.001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","60600634716802343_micro_set2_ACT_410_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","0","NaN","0.6002535820007324","12.5","12.5","NaN","NaN","NaN","1.4416067600250244"
"6042644030773705_micro_set0_BRD_v1","821","dlcgpu30","-","NVIDIA GeForce RTX 2080 Ti","1","","3gttcchv","finished","spinedaa","","","2023-02-28T22:18:30.000Z","2023-02-28T22:32:11.000Z","2023-02-28T22:32:11.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","","128","0.1","1","4","1","mtlbm/micro/set0/BRD","90","0.1","0.001","cuda:0","0.3","0.65","0.001","2","1","beit_base_patch16_384","0.9","20","sgd","","10","0.6","8","2","false","cosine","0.1","0.001","false","false","true","5","0.000001","0.00001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","6042644030773705_micro_set0_BRD_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","3.00859375","1.960867404937744","12.5","36.875","0.37235953648753545","0.9280566888578232","14.775860436757403","12.216524362564089"
"60392720540947099_micro_set2_PLT_DOC_v1","108","dlcgpu27","-","NVIDIA GeForce RTX 2080 Ti","1","","c73dvhja","finished","spinedaa","","","2023-02-28T22:17:41.000Z","2023-02-28T22:19:29.000Z","2023-02-28T22:19:29.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","v0","128","0.001","1","2","0","mtlbm/micro/set2/PLT_DOC","90","0.1","0.0001","cuda:0","0","","0.00001","4","0.5","volo_d5_512","0.9","20","momentum","","10","0.4","8","2","false","cosine","0.05","0","true","false","false","0","0.00001","0.001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","60392720540947099_micro_set2_PLT_DOC_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","","","","","","","","",""
"59912312065231941_micro_set0_BCT_v1","14","dlcgpu27","-","NVIDIA GeForce RTX 2080 Ti","1","","dyjclvc4","finished","spinedaa","","","2023-02-28T22:17:20.000Z","2023-02-28T22:17:34.000Z","2023-02-28T22:17:34.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","","32","0.1","1","0.5","0","mtlbm/micro/set0/BCT","90","0.1","0.001","cuda:0","0.3","0.65","0.00005","0.4","0.5","deit3_small_patch16_384_in21ft1k","0.9","20","momentum","","10","0","17","2","true","cosine","0.05","0.01","false","true","false","0","0.000001","0.001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","59912312065231941_micro_set0_BCT_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","","","","","","","","",""
"5965555644025866_micro_set0_PLT_VIL_v1","86","dlcgpu27","-","NVIDIA GeForce RTX 2080 Ti","1","","wrc0u33u","finished","spinedaa","","","2023-02-28T22:15:48.000Z","2023-02-28T22:17:14.000Z","2023-02-28T22:17:14.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","","2","0.001","","4","0.5","mtlbm/micro/set0/PLT_VIL","90","0.1","0.0001","cuda:0","0.1","0.75","0.01","2","0.75","beit_large_patch16_512","0.9","20","adamw","[0.9,0.999]","2","0.4","9","2","true","plateau","0.05","0.001","true","true","false","0","0.000001","0.00001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","5965555644025866_micro_set0_PLT_VIL_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","","","","","","","","",""
"59387276710586225_micro_set2_MD_6_v1","23","dlcgpu27","-","NVIDIA GeForce RTX 2080 Ti","1","","tgxk4vii","finished","spinedaa","","","2023-02-28T22:15:17.000Z","2023-02-28T22:15:40.000Z","2023-02-28T22:15:40.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","","64","0.01","10","4","0","mtlbm/micro/set2/MD_6","90","0.1","0","cuda:0","0.4","0.65","0.00005","0.4","0","volo_d1_384","0.9","20","adamw","[0,0.999]","10","0","17","2","true","cosine","0.05","0.01","true","true","false","10","0.00001","0.01","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","59387276710586225_micro_set2_MD_6_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","0","3.03515625","0.5956227779388428","12.5","43.75","9.772575670424729","2.1205495648628587","15.16488265991211","1.2649238109588623"
"59342525506062087_micro_set0_PLK_v1","2729","dlcgpu25","-","NVIDIA GeForce RTX 2080 Ti","1","","wsz4n5ps","finished","spinedaa","","","2023-02-28T22:11:44.000Z","2023-02-28T22:57:13.000Z","2023-02-28T22:57:13.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","v0","256","0.1","1","2","2","mtlbm/micro/set0/PLK","90","0.1","0","cuda:0","0.4","","0.0005","0.4","0.25","volo_d4_448","0.9","20","momentum","","10","0.4","8","2","false","cosine","0.05","0","true","false","false","10","0.00001","0.01","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","59342525506062087_micro_set0_PLK_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","1.78253173828125","6.403371095657349","55","93.125","0.766943822851955","0.639499708122087","7.811332722504933","43.62525010108948"
"591823214053525_micro_set1_MED_LF_v1","500","dlcgpu27","-","NVIDIA GeForce RTX 2080 Ti","1","","vbbs41e2","finished","spinedaa","","","2023-02-28T22:06:50.000Z","2023-02-28T22:15:10.000Z","2023-02-28T22:15:10.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","true","","2","0.01","10","1","4","mtlbm/micro/set1/MED_LF","90","0.1","0.1","cuda:0","0.1","0.75","0.0001","0","0.75","convnext_small_384_in22ft1k","0","20","momentum","","10","0.8","8","2","false","cosine","0.05","0.1","true","true","true","0","0.000001","0.1","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","591823214053525_micro_set1_MED_LF_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","25","NaN","2.742323160171509","4.375","23.75","NaN","0","NaN","0.6593906879425049"
"59132067655692168_micro_set0_PLT_VIL_v1","1534","dlcgpu12","-","NVIDIA GeForce RTX 2080 Ti","1","","wyq19wrv","finished","spinedaa","","","2023-02-28T22:06:38.000Z","2023-02-28T22:32:12.000Z","2023-02-28T22:32:12.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","v0","2","0.0001","","0","0","mtlbm/micro/set0/PLT_VIL","90","0.1","0.0001","cuda:0","0.4","0.75","0.0005","1","0","xcit_tiny_24_p8_384_dist","0.9","20","adamw","[0.9,0.99]","10","1","8","2","false","cosine","0.05","0.0001","false","false","false","5","0.00001","0.01","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","59132067655692168_micro_set0_PLT_VIL_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","2.7002223461866377","3.5389420986175537","21.25","46.875","1.8656960698582023e-10","15.34051587004649","2.9951723421613377","26.792306900024418"
"57936774984049232_micro_set1_PNU_v1","324","dlcgpu25","-","NVIDIA GeForce RTX 2080 Ti","1","","zwp9poex","finished","spinedaa","","","2023-02-28T22:06:13.000Z","2023-02-28T22:11:37.000Z","2023-02-28T22:11:37.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","v0","32","0.01","","0.5","2","mtlbm/micro/set1/PNU","90","0.1","0.0001","cuda:0","0.4","0.75","0.00001","2","0","tf_efficientnet_b4_ns","0.9","19","momentum","","10","1","8","2","false","cosine","0.1","0.0001","false","false","false","10","0.00001","0.1","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","57936774984049232_micro_set1_PNU_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","2.946513389286242","1.229233741760254","4.605263208088122","25.657895138389183","0.4287606118644244","1.701603229333437","4.687432595661709","4.628221273422241"
"57801146441732660_micro_set1_PNU_v1","823","dlcgpu44","-","NVIDIA GeForce RTX 2080 Ti","1","","9hemm61p","finished","spinedaa","","","2023-02-28T22:04:29.000Z","2023-02-28T22:18:12.000Z","2023-02-28T22:18:12.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","v0","4","0.0001","1","0","1","mtlbm/micro/set1/PNU","90","0.1","0.0001","cuda:0","0.4","","0.01","4","1","volo_d1_384","0.9","19","adamw","[0.9,0.99]","10","0.2","8","2","false","cosine","0.1","0.001","false","true","false","5","0.00001","0.1","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","57801146441732660_micro_set1_PNU_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","2.9264276529613293","2.1045031547546387","10.526315789473683","44.078947368421055","0.9519161163485108","0.306179398844454","2.823532968236689","17.033694744110107"
"5776858575523496_micro_set0_RESISC_v1","2046","dlcgpu41","-","NVIDIA GeForce RTX 2080 Ti","1","","7smxe5a5","finished","spinedaa","","","2023-02-28T22:04:05.000Z","2023-02-28T22:38:11.000Z","2023-02-28T22:38:11.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","","4","0.01","10","2","1","mtlbm/micro/set0/RESISC","90","0.1","0.001","cuda:0","0.3","","0.00005","4","0.25","swinv2_base_window12to24_192to384_22kft1k","0.9","20","adamw","[0.9,0.999]","10","0.8","8","2","false","cosine","0","0","true","true","true","10","0","0.00001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","5776858575523496_micro_set0_RESISC_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","2.3924210906028747","5.486940145492554","30","66.875","9.585673583095645","2.822535156938133","8.352489602565765","35.991185903549194"
"5771458716237996_micro_set2_RSD_v1","1476","dlcgpu07","-","NVIDIA GeForce RTX 2080 Ti","1","","wmzu57i4","finished","spinedaa","","","2023-02-28T22:02:06.000Z","2023-02-28T22:26:42.000Z","2023-02-28T22:26:42.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","","16","0","10","2","1","mtlbm/micro/set2/RSD","90","0.1","0.001","cuda:0","0.4","0.75","0.00001","8","0","beit_base_patch16_384","0","20","momentum","","10","0.4","8","2","false","cosine","0.1","0.1","false","false","false","10","0","0.00001","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","5771458716237996_micro_set2_RSD_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","3.3432855367660523","2.9039621353149414","4.375","20","3.3323542795342567","5.803723724868126","9.055306116739908","25.28364896774292"
"57693242524522188_micro_set0_TEX_v1","143","dlcgpu44","-","NVIDIA GeForce RTX 2080 Ti","1","","7wroj094","finished","spinedaa","","","2023-02-28T22:01:56.000Z","2023-02-28T22:04:19.000Z","2023-02-28T22:04:19.000Z","","","","https://github.com/releaunifreiburg/AutoFinetune/tree/e80805c5807311d964581504189ffa2a7ec2a051","false","","128","0.001","10","2","4","mtlbm/micro/set0/TEX","20","0.5","0.001","cuda:0","0.2","0.75","0.0005","2","0.75","mobilevit_xxs","0.8","20","momentum","","10","0.4","8","2","false","step","0.05","0","true","false","true","0","0.00001","0.1","float16","native","false","0","0","false","false","1","","norm","0.4","0","datasets/meta-album","","false","[90,180,270]","reduce","false","0","50","top1","57693242524522188_micro_set0_TEX_v1","false","","false","0.5","","","false","false","0","50","true","0.1","","256","0.5","1","1","1","0.67","1","0","batch","0","0.5","false","0.9998","false","false","false","false","false","experiments/output/metrics/","false","false","true","true","AFT-MC-00","nearest","31","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","false","42","false","false","false","random","train","0","false","val","0","false","all","4","1","49","3.0973116874694826","0.7155275344848633","8.75","34.375","9.99991038440876","0.04217236509003613","35.1148738861084","1.669111967086792"
