invalid_loss_value,max_memory_allocated,final_batch_size,experiment,project,linear_probing,curve_length
False,1814916608,4,15549401528581431_tfds-icgen_eurosat_rgb_3_v1,AFT-ZAP-01,True,50
False,9813825024,64,9607484604667586_tfds-icgen_caltech101_11_v1,AFT-ZAP-01,False,50
False,5291400192,128,19149587092241545_tfds-icgen_cycle_gan_ukiyoe2photo_10_v1,AFT-ZAP-01,True,50
False,9957559808,16,83772387189462040_tfds-icgen_cycle_gan_iphone2dslr_flower_6_v1,AFT-ZAP-01,False,1
False,591260672,2,97845787091562301_tfds-icgen_cycle_gan_facades_11_v1,AFT-ZAP-01,False,50
False,266522624,4,32186314186988223_tfds-icgen_cycle_gan_maps_4_v1,AFT-ZAP-01,False,50
False,3841729024,2,86472158455958977_tfds-icgen_cars196_6_v1,AFT-ZAP-01,False,50
False,2932387328,8,17313236125932317_tfds-icgen_imagenet_resized_32x32_11_v1,AFT-ZAP-01,False,50
False,10356454400,16,9804321725987966_tfds-icgen_omniglot_1_v1,AFT-ZAP-01,False,1
False,705912320,16,19946637973146175_tfds-icgen_cmaterdb_telugu_10_v1,AFT-ZAP-01,False,50
False,400636928,4,103338323881725566_tfds-icgen_cycle_gan_summer2winter_yosemite_4_v1,AFT-ZAP-01,False,50
False,207029760,32,14984646705081783_tfds-icgen_cycle_gan_ukiyoe2photo_13_v1,AFT-ZAP-01,False,50
False,4328762880,2,91636194025618327_tfds-icgen_colorectal_histology_2_v1,AFT-ZAP-01,True,50
False,4178520064,8,2012931223520278_tfds-icgen_cmaterdb_devanagari_13_v1,AFT-ZAP-01,False,50
False,2965385216,128,9746127936802722_tfds-icgen_cassava_4_v1,AFT-ZAP-01,False,50
False,9985108480,64,10331664099497115_tfds-icgen_cycle_gan_apple2orange_7_v1,AFT-ZAP-01,False,1
False,7134757376,32,95666466122444870_tfds-icgen_cars196_8_v1,AFT-ZAP-01,False,50
False,8444375552,256,29752384808618638_tfds-icgen_cycle_gan_ukiyoe2photo_14_v1,AFT-ZAP-01,False,50
False,1263906816,128,18059790967346875_tfds-icgen_cycle_gan_facades_8_v1,AFT-ZAP-01,True,50
False,10264124928,32,176427580036942491_tfds-icgen_cmaterdb_devanagari_11_v1,AFT-ZAP-01,False,50
False,8017103360,256,20193670676715_tfds-icgen_cifar100_7_v1,AFT-ZAP-01,True,50
False,10265775616,16,15957440460675460_tfds-icgen_cycle_gan_facades_12_v1,AFT-ZAP-01,False,1
False,8436799488,256,90875065876990973_tfds-icgen_caltech101_15_v1,AFT-ZAP-01,False,50
False,9645162496,32,153883825201331902_tfds-icgen_cifar100_4_v1,AFT-ZAP-01,False,1
True,5634474496,32,20279367267719229_tfds-icgen_stanford_dogs_7_v1,AFT-ZAP-01,True,26
False,10461724160,16,153108365462211652_tfds-icgen_fashion_mnist_4_v1,AFT-ZAP-01,False,1
False,5058911744,2,94752185375440603_tfds-icgen_cycle_gan_summer2winter_yosemite_9_v1,AFT-ZAP-01,False,50
False,9898141696,64,144082062887956752_tfds-icgen_cmaterdb_telugu_8_v1,AFT-ZAP-01,False,50
False,8735592960,32,14328783758678895_tfds-icgen_cycle_gan_horse2zebra_15_v1,AFT-ZAP-01,False,50
True,4722014720,32,901820663043111_tfds-icgen_malaria_8_v1,AFT-ZAP-01,False,13
False,136060928,4,15984727805079326_tfds-icgen_cycle_gan_ukiyoe2photo_5_v1,AFT-ZAP-01,True,50
False,3502297600,512,323193345764289335_tfds-icgen_cycle_gan_summer2winter_yosemite_9_v1,AFT-ZAP-01,True,50
False,7796342784,16,140645175658809093_tfds-icgen_cycle_gan_vangogh2photo_6_v1,AFT-ZAP-01,False,1
True,10036315136,32,16047602451423339_tfds-icgen_cycle_gan_apple2orange_12_v1,AFT-ZAP-01,False,1
False,1628403712,2,100090902216350682_tfds-icgen_cmaterdb_telugu_11_v1,AFT-ZAP-01,False,50
False,10096284672,8,88921862102459767_tfds-icgen_eurosat_rgb_13_v1,AFT-ZAP-01,False,1
False,10392451584,32,19659047250250162_tfds-icgen_cats_vs_dogs_11_v1,AFT-ZAP-01,False,1
False,8704227840,16,10373656263658568_tfds-icgen_horses_or_humans_5_v1,AFT-ZAP-01,False,1
False,1948730368,64,189093371697628156_tfds-icgen_cycle_gan_summer2winter_yosemite_8_v1,AFT-ZAP-01,True,50
False,9370496512,64,395562168834885805_tfds-icgen_kmnist_14_v1,AFT-ZAP-01,False,1
False,9082037760,64,3890579527881790_tfds-icgen_cifar100_14_v1,AFT-ZAP-01,False,1
False,9382957568,64,32961077628088731_tfds-icgen_cats_vs_dogs_13_v1,AFT-ZAP-01,False,50
False,450366976,8,332155322013725572_tfds-icgen_deep_weeds_9_v1,AFT-ZAP-01,False,50
False,10107026432,64,3475676767154720_tfds-icgen_oxford_iiit_pet_6_v1,AFT-ZAP-01,False,1
True,3072327168,4,23058185656560897_tfds-icgen_stanford_dogs_8_v1,AFT-ZAP-01,False,1
True,3204140032,32,274059335635296147_tfds-icgen_cycle_gan_maps_11_v1,AFT-ZAP-01,True,38
False,8319028736,8,24350628790986502_tfds-icgen_cycle_gan_iphone2dslr_flower_8_v1,AFT-ZAP-01,True,50
False,7020942848,64,178223405165246909_tfds-icgen_eurosat_rgb_8_v1,AFT-ZAP-01,True,50
False,8429824512,128,25437807105004651_tfds-icgen_cycle_gan_horse2zebra_8_v1,AFT-ZAP-01,True,50
False,9210387968,64,2811309787297744_tfds-icgen_cycle_gan_apple2orange_1_v1,AFT-ZAP-01,False,1
False,2743141376,2,15489056095757550_tfds-icgen_cycle_gan_maps_6_v1,AFT-ZAP-01,False,50
False,1504859648,2,88591264175709523_tfds-icgen_cmaterdb_telugu_11_v1,AFT-ZAP-01,False,50
False,599356416,16,19856331966851178_tfds-icgen_cifar10_1_v1,AFT-ZAP-01,False,50
False,439587328,8,210202076419786768_tfds-icgen_visual_domain_decathlon_dtd_13_v1,AFT-ZAP-01,False,50
False,9586642944,2,3617085125733114_tfds-icgen_cycle_gan_facades_7_v1,AFT-ZAP-01,False,1
False,712692736,32,22582609285684725_tfds-icgen_uc_merced_6_v1,AFT-ZAP-01,False,50
False,216339968,8,3590871031186168_tfds-icgen_caltech101_5_v1,AFT-ZAP-01,True,50
False,10216391168,8,23934673607128108_tfds-icgen_cycle_gan_maps_10_v1,AFT-ZAP-01,False,50
False,8800248320,64,917014923664323_tfds-icgen_cifar100_5_v1,AFT-ZAP-01,False,50
False,2705871360,4,144104968022739717_tfds-icgen_cycle_gan_maps_6_v1,AFT-ZAP-01,True,50
False,1878937600,64,9924716401491250_tfds-icgen_cats_vs_dogs_2_v1,AFT-ZAP-01,True,50
False,714839040,8,27121593484966036_tfds-icgen_cmaterdb_bangla_13_v1,AFT-ZAP-01,True,50
False,984378368,2,10538135113124017_tfds-icgen_cycle_gan_facades_8_v1,AFT-ZAP-01,False,50
False,8009526784,128,31691942356528596_tfds-icgen_cycle_gan_iphone2dslr_flower_9_v1,AFT-ZAP-01,False,50
False,234675712,8,146693295647045320_tfds-icgen_cifar100_1_v1,AFT-ZAP-01,False,50
False,10303697920,8,1481561063546194_tfds-icgen_mnist_2_v1,AFT-ZAP-01,False,1
False,2783465984,4,201361330207838576_tfds-icgen_uc_merced_1_v1,AFT-ZAP-01,True,50
True,10135229952,4,100166105365960309_tfds-icgen_colorectal_histology_4_v1,AFT-ZAP-01,False,1
False,9964800512,16,20726243027548196_tfds-icgen_cycle_gan_maps_11_v1,AFT-ZAP-01,False,1
False,10237748224,8,239978513991298963_tfds-icgen_kmnist_8_v1,AFT-ZAP-01,False,1
False,2022311424,256,141680427287978372_tfds-icgen_deep_weeds_4_v1,AFT-ZAP-01,False,50
False,2347654656,64,3350828851599430_tfds-icgen_cassava_4_v1,AFT-ZAP-01,False,50
False,8870452224,256,33503181392848535_tfds-icgen_mnist_14_v1,AFT-ZAP-01,False,1
False,10125359104,8,9692194299649751_tfds-icgen_visual_domain_decathlon_dtd_8_v1,AFT-ZAP-01,False,1
False,8008260608,32,29839961616467826_tfds-icgen_omniglot_6_v1,AFT-ZAP-01,False,1
True,5866106368,4,209522362248959583_tfds-icgen_cats_vs_dogs_5_v1,AFT-ZAP-01,True,1
True,6070156800,2,15273483998016817_tfds-icgen_cycle_gan_vangogh2photo_15_v1,AFT-ZAP-01,True,1
False,10064794624,64,94029465439715290_tfds-icgen_cmaterdb_devanagari_4_v1,AFT-ZAP-01,False,1
False,5667514880,8,29387298962934887_tfds-icgen_cycle_gan_horse2zebra_15_v1,AFT-ZAP-01,False,50
False,10418588672,8,30761797536591527_tfds-icgen_caltech101_14_v1,AFT-ZAP-01,False,1
False,9859959808,64,92299163547880057_tfds-icgen_cycle_gan_iphone2dslr_flower_10_v1,AFT-ZAP-01,False,1
False,1245116928,2,158142311976022560_tfds-icgen_cmaterdb_devanagari_2_v1,AFT-ZAP-01,False,50
False,2349277696,64,29605858138910152_tfds-icgen_cmaterdb_devanagari_7_v1,AFT-ZAP-01,False,50
False,10369872384,4,267013335134830802_tfds-icgen_fashion_mnist_1_v1,AFT-ZAP-01,False,1
True,450803712,32,27270455557656969_tfds-icgen_fashion_mnist_15_v1,AFT-ZAP-01,True,26
False,2593419776,2,31383780349590612_tfds-icgen_cycle_gan_ukiyoe2photo_8_v1,AFT-ZAP-01,True,50
True,10086231040,8,29141220726894875_tfds-icgen_cassava_12_v1,AFT-ZAP-01,True,28
True,8812623360,2,3589685449041726_tfds-icgen_malaria_10_v1,AFT-ZAP-01,False,10
False,6379678720,64,99908603564885344_tfds-icgen_imagenet_resized_32x32_1_v1,AFT-ZAP-01,True,50
False,3679461888,2,98238773495528298_tfds-icgen_colorectal_histology_10_v1,AFT-ZAP-01,True,50
False,10327570432,16,9707270252082814_tfds-icgen_cmaterdb_telugu_6_v1,AFT-ZAP-01,False,1
False,3335694336,8,33535988581065430_tfds-icgen_cifar100_10_v1,AFT-ZAP-01,False,50
False,268778496,16,2990385222516691_tfds-icgen_visual_domain_decathlon_dtd_9_v1,AFT-ZAP-01,False,50
True,10342752256,32,142929410369425576_tfds-icgen_cycle_gan_iphone2dslr_flower_15_v1,AFT-ZAP-01,False,1
True,10110822400,64,101072217154134797_tfds-icgen_cifar100_5_v1,AFT-ZAP-01,False,1
False,151528448,2,23645330822060622_tfds-icgen_cmaterdb_telugu_2_v1,AFT-ZAP-01,True,50
True,1082726912,2,311922213522262633_tfds-icgen_cars196_2_v1,AFT-ZAP-01,True,26
False,9009821184,64,246119039605792885_tfds-icgen_uc_merced_12_v1,AFT-ZAP-01,False,1
False,4638343680,64,22490722071235918_tfds-icgen_cycle_gan_maps_15_v1,AFT-ZAP-01,False,50
True,4139102208,128,3499684690904905_tfds-icgen_cycle_gan_apple2orange_9_v1,AFT-ZAP-01,True,27
False,2506171904,2,97916691693421440_tfds-icgen_rock_paper_scissors_11_v1,AFT-ZAP-01,False,50
False,999768064,2,293357424772534104_tfds-icgen_cars196_11_v1,AFT-ZAP-01,True,50
False,678712320,16,30381628517320813_tfds-icgen_tf_flowers_14_v1,AFT-ZAP-01,True,50
False,2706836480,16,20196515676705433_tfds-icgen_cycle_gan_facades_7_v1,AFT-ZAP-01,False,50
False,1786128384,32,30706533487738880_tfds-icgen_cmaterdb_devanagari_9_v1,AFT-ZAP-01,True,50
False,544444928,8,86818651220166449_tfds-icgen_cycle_gan_summer2winter_yosemite_9_v1,AFT-ZAP-01,False,50
False,9018593792,32,23720911340876090_tfds-icgen_omniglot_2_v1,AFT-ZAP-01,False,50
False,10383353344,32,102447581233946303_tfds-icgen_cycle_gan_apple2orange_3_v1,AFT-ZAP-01,False,1
False,6766938624,32,28676316475461266_tfds-icgen_cycle_gan_maps_8_v1,AFT-ZAP-01,True,50
False,5492722176,128,3125983070021575_tfds-icgen_colorectal_histology_1_v1,AFT-ZAP-01,False,50
False,116494336,16,32981028469465849_tfds-icgen_cmaterdb_telugu_6_v1,AFT-ZAP-01,False,50
False,9990550528,2,2555272250917578_tfds-icgen_cycle_gan_vangogh2photo_6_v1,AFT-ZAP-01,True,50
True,2653356032,4,33646544718203019_tfds-icgen_caltech101_5_v1,AFT-ZAP-01,True,26
True,10170386944,8,23346601874993135_tfds-icgen_fashion_mnist_3_v1,AFT-ZAP-01,False,1
False,2407510528,4,23194680938180354_tfds-icgen_cars196_4_v1,AFT-ZAP-01,False,50
False,8109196800,8,85759193625303190_tfds-icgen_cycle_gan_horse2zebra_5_v1,AFT-ZAP-01,True,50
False,5349979136,8,21425020119106240_tfds-icgen_cycle_gan_horse2zebra_10_v1,AFT-ZAP-01,False,50
True,149788160,2,9732486033835615_tfds-icgen_cars196_5_v1,AFT-ZAP-01,True,26
False,2056131072,2,94205348196825601_tfds-icgen_cycle_gan_apple2orange_10_v1,AFT-ZAP-01,False,50
False,102391296,4,33901329091924766_tfds-icgen_mnist_11_v1,AFT-ZAP-01,True,50
False,3381333504,512,286837875648621683_tfds-icgen_rock_paper_scissors_4_v1,AFT-ZAP-01,True,50
False,3779079168,2,30590790862671720_tfds-icgen_visual_domain_decathlon_dtd_8_v1,AFT-ZAP-01,False,50
False,9740533248,16,2439805848240292_tfds-icgen_cycle_gan_vangogh2photo_3_v1,AFT-ZAP-01,False,50
False,3882660864,128,27013806352381296_tfds-icgen_horses_or_humans_5_v1,AFT-ZAP-01,True,50
False,8539706368,32,209139092119237656_tfds-icgen_malaria_10_v1,AFT-ZAP-01,False,1
False,2813894144,64,2025580733188552_tfds-icgen_cycle_gan_horse2zebra_4_v1,AFT-ZAP-01,False,50
False,3159465984,2,3275865457764678_tfds-icgen_cycle_gan_apple2orange_8_v1,AFT-ZAP-01,True,50
False,1517948416,4,34733082023871357_tfds-icgen_caltech101_9_v1,AFT-ZAP-01,False,50
False,10015219712,32,20001575536157194_tfds-icgen_cars196_8_v1,AFT-ZAP-01,False,50
False,1305814016,8,18111092345935744_tfds-icgen_eurosat_rgb_15_v1,AFT-ZAP-01,True,50
False,9931753984,8,28217352408129964_tfds-icgen_caltech101_13_v1,AFT-ZAP-01,False,1
False,10388581888,16,102551564704937503_tfds-icgen_cmaterdb_telugu_3_v1,AFT-ZAP-01,False,50
False,2419003392,4,139470869608897232_tfds-icgen_cycle_gan_horse2zebra_7_v1,AFT-ZAP-01,False,50
False,10339866624,16,86558320743661322_tfds-icgen_eurosat_rgb_5_v1,AFT-ZAP-01,False,1
False,1532859392,256,213138025152470781_tfds-icgen_oxford_iiit_pet_13_v1,AFT-ZAP-01,True,50
True,817704960,4,215064013112220963_tfds-icgen_deep_weeds_7_v1,AFT-ZAP-01,True,26
False,10340577280,4,140065406701339262_tfds-icgen_omniglot_15_v1,AFT-ZAP-01,False,50
False,10431521280,2,39578481458654335_tfds-icgen_fashion_mnist_8_v1,AFT-ZAP-01,False,1
True,9466660352,32,247075087562753195_tfds-icgen_cycle_gan_maps_9_v1,AFT-ZAP-01,False,1
False,394966016,2,27745081284359737_tfds-icgen_cycle_gan_facades_14_v1,AFT-ZAP-01,True,50
False,9997402624,16,104380333592296150_tfds-icgen_visual_domain_decathlon_dtd_1_v1,AFT-ZAP-01,False,50
False,9902003712,4,117768675014913847_tfds-icgen_cycle_gan_apple2orange_14_v1,AFT-ZAP-01,False,1
False,10396091904,32,21322286026659859_tfds-icgen_cycle_gan_apple2orange_9_v1,AFT-ZAP-01,False,1
False,10061632000,64,17864549856537688_tfds-icgen_fashion_mnist_6_v1,AFT-ZAP-01,False,50
False,1215538688,2,94520988537713208_tfds-icgen_colorectal_histology_7_v1,AFT-ZAP-01,True,50
False,5928309760,2,90220871320857054_tfds-icgen_rock_paper_scissors_13_v1,AFT-ZAP-01,True,50
False,9987505152,2,8811215007723342_tfds-icgen_cassava_12_v1,AFT-ZAP-01,False,50
False,7234246144,64,26307863562079181_tfds-icgen_horses_or_humans_11_v1,AFT-ZAP-01,False,50
False,7088355840,128,231802719142278_tfds-icgen_horses_or_humans_13_v1,AFT-ZAP-01,True,50
False,3657731584,16,10019699397962413_tfds-icgen_cycle_gan_vangogh2photo_7_v1,AFT-ZAP-01,True,50
False,10076912640,2,89117217704791438_tfds-icgen_horses_or_humans_2_v1,AFT-ZAP-01,False,1
False,9834975744,2,26712524492392270_tfds-icgen_visual_domain_decathlon_dtd_11_v1,AFT-ZAP-01,False,50
False,10386838528,32,98980983388268185_tfds-icgen_visual_domain_decathlon_dtd_3_v1,AFT-ZAP-01,False,1
False,9493225472,16,362170785201481104_tfds-icgen_cassava_11_v1,AFT-ZAP-01,True,50
False,7931766272,128,149516830125157784_tfds-icgen_cycle_gan_maps_1_v1,AFT-ZAP-01,False,1
False,1979861504,256,106551658098119733_tfds-icgen_cycle_gan_facades_4_v1,AFT-ZAP-01,True,50
False,10426331648,32,2359435284943028_tfds-icgen_deep_weeds_11_v1,AFT-ZAP-01,True,50
False,7928291328,16,88661038800293017_tfds-icgen_mnist_4_v1,AFT-ZAP-01,False,50
False,8699217920,256,15627603686624006_tfds-icgen_tf_flowers_5_v1,AFT-ZAP-01,False,50
False,10283337216,32,14083201851432206_tfds-icgen_oxford_iiit_pet_7_v1,AFT-ZAP-01,False,50
False,1790133248,16,337836829587009936_tfds-icgen_uc_merced_10_v1,AFT-ZAP-01,True,50
False,6452312576,16,10237275958541460_tfds-icgen_cycle_gan_iphone2dslr_flower_14_v1,AFT-ZAP-01,False,50
False,701401600,4,33250036919484405_tfds-icgen_eurosat_rgb_14_v1,AFT-ZAP-01,False,50
False,280148992,16,22953674608831267_tfds-icgen_cycle_gan_summer2winter_yosemite_5_v1,AFT-ZAP-01,True,50
False,9992167936,4,100192307803755208_tfds-icgen_visual_domain_decathlon_dtd_3_v1,AFT-ZAP-01,False,1
False,6263193600,4,30767718033506217_tfds-icgen_oxford_iiit_pet_6_v1,AFT-ZAP-01,True,50
True,100113408,8,151908050039894429_tfds-icgen_cmaterdb_telugu_7_v1,AFT-ZAP-01,True,26
False,792933376,16,14314888070523690_tfds-icgen_eurosat_rgb_8_v1,AFT-ZAP-01,False,50
False,10045037056,16,19944196051633325_tfds-icgen_cassava_12_v1,AFT-ZAP-01,False,50
False,5831464960,4,235096663377480951_tfds-icgen_cmaterdb_telugu_7_v1,AFT-ZAP-01,True,50
True,756748800,4,29877107104508565_tfds-icgen_cycle_gan_maps_3_v1,AFT-ZAP-01,True,26
False,9783312384,2,17748071949851128_tfds-icgen_mnist_10_v1,AFT-ZAP-01,False,1
False,9743640576,32,31331436756117418_tfds-icgen_cycle_gan_facades_8_v1,AFT-ZAP-01,False,50
False,10232408064,4,28166410847994934_tfds-icgen_cats_vs_dogs_10_v1,AFT-ZAP-01,False,1
False,10359870464,32,22473548684250239_tfds-icgen_cmaterdb_devanagari_5_v1,AFT-ZAP-01,False,50
False,8717749248,16,152477369065100202_tfds-icgen_deep_weeds_8_v1,AFT-ZAP-01,False,50
False,10163229184,32,26880827519678752_tfds-icgen_eurosat_rgb_11_v1,AFT-ZAP-01,False,1
False,10192942080,4,13134202450682719_tfds-icgen_cars196_10_v1,AFT-ZAP-01,False,1
False,1468879360,2,105338052989083423_tfds-icgen_cycle_gan_horse2zebra_7_v1,AFT-ZAP-01,True,50
False,10378739200,8,103637734365232055_tfds-icgen_cycle_gan_apple2orange_2_v1,AFT-ZAP-01,False,50
False,2525467136,512,319858885600895231_tfds-icgen_fashion_mnist_4_v1,AFT-ZAP-01,True,50
False,7786759680,32,300364328897500061_tfds-icgen_cmaterdb_bangla_4_v1,AFT-ZAP-01,False,1
False,10188482560,32,27251772708128716_tfds-icgen_oxford_iiit_pet_13_v1,AFT-ZAP-01,False,1
False,275813888,4,926998770263043_tfds-icgen_rock_paper_scissors_11_v1,AFT-ZAP-01,True,50
False,2762685952,64,347909323518548111_tfds-icgen_visual_domain_decathlon_dtd_14_v1,AFT-ZAP-01,True,50
False,2480484864,256,16358864329542093_tfds-icgen_cycle_gan_summer2winter_yosemite_2_v1,AFT-ZAP-01,False,50
False,344256512,64,29613426630543101_tfds-icgen_stanford_dogs_15_v1,AFT-ZAP-01,False,50
False,10429086720,128,30094757094507_tfds-icgen_cycle_gan_maps_2_v1,AFT-ZAP-01,False,50
False,2527717888,4,17683735351450088_tfds-icgen_cars196_8_v1,AFT-ZAP-01,True,50
False,685084672,16,2373644762327023_tfds-icgen_cmaterdb_bangla_12_v1,AFT-ZAP-01,False,50
False,10295308800,8,32750702879674206_tfds-icgen_tf_flowers_15_v1,AFT-ZAP-01,False,50
False,1122022912,2,147406825091025684_tfds-icgen_malaria_10_v1,AFT-ZAP-01,True,50
False,788754432,128,206348683332943272_tfds-icgen_imagenet_resized_32x32_14_v1,AFT-ZAP-01,True,50
False,10405596672,16,33186620921508551_tfds-icgen_oxford_iiit_pet_11_v1,AFT-ZAP-01,False,1
False,2119250944,4,19050759797056833_tfds-icgen_tf_flowers_5_v1,AFT-ZAP-01,True,50
False,8015913472,128,25992767939205720_tfds-icgen_oxford_iiit_pet_13_v1,AFT-ZAP-01,False,50
True,283423744,16,103458210856339255_tfds-icgen_imagenet_resized_32x32_10_v1,AFT-ZAP-01,True,26
False,3998000128,16,32064477112120254_tfds-icgen_cars196_11_v1,AFT-ZAP-01,True,50
True,9545803264,4,310236357171143487_tfds-icgen_cycle_gan_iphone2dslr_flower_5_v1,AFT-ZAP-01,False,1
False,5234525184,128,297360289005791574_tfds-icgen_omniglot_1_v1,AFT-ZAP-01,False,50
False,7420682240,16,133947665570922504_tfds-icgen_colorectal_histology_8_v1,AFT-ZAP-01,False,50
False,9859331072,64,2480247663321631_tfds-icgen_cycle_gan_maps_5_v1,AFT-ZAP-01,False,50
False,10308681728,4,3377974883537798_tfds-icgen_visual_domain_decathlon_dtd_12_v1,AFT-ZAP-01,False,50
False,10237489152,8,26373303493695330_tfds-icgen_deep_weeds_10_v1,AFT-ZAP-01,False,1
False,2878323712,8,31946552557482821_tfds-icgen_cmaterdb_devanagari_7_v1,AFT-ZAP-01,False,50
False,475874816,4,3303854219840096_tfds-icgen_eurosat_rgb_11_v1,AFT-ZAP-01,True,50
False,595695616,2,327429340148784241_tfds-icgen_cmaterdb_devanagari_12_v1,AFT-ZAP-01,True,50
False,172760064,4,32133136486528550_tfds-icgen_cycle_gan_facades_1_v1,AFT-ZAP-01,True,50
False,7573519360,8,1449779438408495_tfds-icgen_cycle_gan_facades_1_v1,AFT-ZAP-01,True,50
False,3655227392,32,23809503261905667_tfds-icgen_cifar10_7_v1,AFT-ZAP-01,False,50
False,9984665600,2,84576789422934103_tfds-icgen_cmaterdb_devanagari_1_v1,AFT-ZAP-01,False,50
True,10135025664,4,35821943971688527_tfds-icgen_cmaterdb_bangla_14_v1,AFT-ZAP-01,False,1
False,175580160,2,15894343366370893_tfds-icgen_cmaterdb_telugu_5_v1,AFT-ZAP-01,True,50
False,10225905152,32,331090884160103680_tfds-icgen_cycle_gan_iphone2dslr_flower_12_v1,AFT-ZAP-01,False,50
True,3687972352,32,33396229639132155_tfds-icgen_mnist_2_v1,AFT-ZAP-01,True,1
False,1747030528,32,25185195146025657_tfds-icgen_uc_merced_10_v1,AFT-ZAP-01,False,50
False,7673565184,512,9350756915954434_tfds-icgen_cmaterdb_devanagari_11_v1,AFT-ZAP-01,False,50
False,9577744384,8,10529648809432898_tfds-icgen_oxford_iiit_pet_7_v1,AFT-ZAP-01,False,1
False,221014528,8,14258178038623936_tfds-icgen_fashion_mnist_8_v1,AFT-ZAP-01,False,50
False,10143400960,64,23160937218833407_tfds-icgen_cmaterdb_telugu_1_v1,AFT-ZAP-01,False,1
False,9880113152,4,30281461837135894_tfds-icgen_cmaterdb_telugu_1_v1,AFT-ZAP-01,False,1
True,186881536,8,317647495992094529_tfds-icgen_oxford_iiit_pet_11_v1,AFT-ZAP-01,True,26
False,2834500096,256,29902284404240558_tfds-icgen_uc_merced_8_v1,AFT-ZAP-01,True,50
False,518575616,4,20683866612366525_tfds-icgen_cycle_gan_facades_15_v1,AFT-ZAP-01,False,50
False,598727680,16,29198287226644189_tfds-icgen_cmaterdb_bangla_13_v1,AFT-ZAP-01,False,50
True,139933696,4,29652296768842791_tfds-icgen_mnist_2_v1,AFT-ZAP-01,True,26
False,10201243648,64,10942116288622158_tfds-icgen_mnist_14_v1,AFT-ZAP-01,False,1
False,5480263680,8,23465565758578378_tfds-icgen_stanford_dogs_10_v1,AFT-ZAP-01,True,50
True,9892241920,16,144474708960302733_tfds-icgen_rock_paper_scissors_11_v1,AFT-ZAP-01,True,26
False,9983418368,2,27346777308226091_tfds-icgen_visual_domain_decathlon_dtd_9_v1,AFT-ZAP-01,False,1
False,3970905600,4,101812041731434809_tfds-icgen_horses_or_humans_6_v1,AFT-ZAP-01,True,50
False,5491390464,64,17055362131093090_tfds-icgen_fashion_mnist_10_v1,AFT-ZAP-01,True,50
False,3069013504,4,19019493229524176_tfds-icgen_horses_or_humans_2_v1,AFT-ZAP-01,True,50
False,4823791104,256,22160963496217406_tfds-icgen_imagenet_resized_32x32_8_v1,AFT-ZAP-01,False,50
False,9919694848,16,3266929078684896_tfds-icgen_deep_weeds_2_v1,AFT-ZAP-01,False,50
False,376814080,32,16985048802713378_tfds-icgen_caltech101_13_v1,AFT-ZAP-01,False,50
False,10401653760,16,16101509584253105_tfds-icgen_cassava_2_v1,AFT-ZAP-01,False,50
True,9124020736,4,325089549332678469_tfds-icgen_cycle_gan_facades_4_v1,AFT-ZAP-01,True,1
False,1710882816,2,21439340981290243_tfds-icgen_cmaterdb_telugu_4_v1,AFT-ZAP-01,True,50
False,10164728320,32,350444644982894552_tfds-icgen_imagenet_resized_32x32_14_v1,AFT-ZAP-01,False,1
False,9930148864,4,14742309789156611_tfds-icgen_omniglot_8_v1,AFT-ZAP-01,False,1
False,10254923776,32,33171793379505136_tfds-icgen_cifar10_11_v1,AFT-ZAP-01,False,50
False,8590320640,128,92370343789040975_tfds-icgen_svhn_cropped_4_v1,AFT-ZAP-01,False,1
False,4752570368,64,18148444143113080_tfds-icgen_eurosat_rgb_6_v1,AFT-ZAP-01,False,50
False,382584320,8,11133977137238543_tfds-icgen_cycle_gan_summer2winter_yosemite_11_v1,AFT-ZAP-01,False,50
False,335039488,32,89731262380220109_tfds-icgen_imagenette_12_v1,AFT-ZAP-01,False,50
False,10237787136,4,153021002243393436_tfds-icgen_cycle_gan_apple2orange_1_v1,AFT-ZAP-01,False,50
False,8814887424,32,20381855584483647_tfds-icgen_cycle_gan_maps_4_v1,AFT-ZAP-01,True,50
False,38260224,4,2289393949379762_tfds-icgen_cassava_10_v1,AFT-ZAP-01,False,50
True,3544659456,4,299449705284714099_tfds-icgen_cycle_gan_horse2zebra_9_v1,AFT-ZAP-01,False,1
False,9826796544,128,91518142773038362_tfds-icgen_eurosat_rgb_7_v1,AFT-ZAP-01,False,50
False,9405508608,4,146632380982426_tfds-icgen_deep_weeds_8_v1,AFT-ZAP-01,False,50
False,973935104,128,26360811694641631_tfds-icgen_cats_vs_dogs_7_v1,AFT-ZAP-01,False,50
False,9264733184,256,104386952937094145_tfds-icgen_cats_vs_dogs_12_v1,AFT-ZAP-01,False,50
False,1144633856,256,20764800063614301_tfds-icgen_cassava_9_v1,AFT-ZAP-01,False,50
False,10436812800,4,19593703709764896_tfds-icgen_cycle_gan_summer2winter_yosemite_11_v1,AFT-ZAP-01,False,1
False,707758080,16,991103514234018_tfds-icgen_cifar10_2_v1,AFT-ZAP-01,True,50
False,9842633216,64,81738279925759112_tfds-icgen_cmaterdb_telugu_13_v1,AFT-ZAP-01,False,50
False,373458432,4,244963744736222_tfds-icgen_omniglot_12_v1,AFT-ZAP-01,False,50
False,3675942400,16,176006025816772507_tfds-icgen_cassava_6_v1,AFT-ZAP-01,False,50
