output_state,experiment,diagnosis
ok,17455794070371304_tfds-icgen_rock_paper_scissors_8_v1,success
ok,17472035093289615_tfds-icgen_mnist_5_v1,success
xx,17475424698284052_tfds-icgen_oxford_iiit_pet_4_v1,success
xx,10058636855316233_tfds-icgen_oxford_iiit_pet_2_v1,AMP
ok,100142977360142236_tfds-icgen_cycle_gan_apple2orange_8_v1,success
ok,100151474222609265_tfds-icgen_cycle_gan_iphone2dslr_flower_8_v1,success
ok,100507121314283191_tfds-icgen_cifar100_5_v1,success
ok,100615533700810435_tfds-icgen_stanford_dogs_3_v1,success
ok,10020298580538692_tfds-icgen_cycle_gan_summer2winter_yosemite_14_v1,success
ok,100622003607496694_tfds-icgen_cycle_gan_ukiyoe2photo_8_v1,success
ok,10078590171395964_tfds-icgen_cycle_gan_vangogh2photo_11_v1,success
ok,10013196598848344_tfds-icgen_cifar10_8_v1,success
ok,100056385038829064_tfds-icgen_cifar100_2_v1,success
ok,100072559089480602_tfds-icgen_oxford_iiit_pet_8_v1,success
ok,100647025933255608_tfds-icgen_uc_merced_5_v1,success
ok,10045405696447806_tfds-icgen_imagenette_4_v1,success
ok,100518727073559047_tfds-icgen_colorectal_histology_9_v1,success
ok,100161766990367764_tfds-icgen_cassava_11_v1,success
ok,10019699397962413_tfds-icgen_cycle_gan_vangogh2photo_7_v1,success
ok,100865720221523400_tfds-icgen_cycle_gan_summer2winter_yosemite_4_v1,success
ok,100543673775666143_tfds-icgen_cycle_gan_apple2orange_10_v1,success
ok,10061249973884380_tfds-icgen_cycle_gan_maps_14_v1,success
ok,100192307803755208_tfds-icgen_visual_domain_decathlon_dtd_3_v1,success
ok,100926563943416894_tfds-icgen_oxford_iiit_pet_4_v1,success
ok,10071575389883620_tfds-icgen_horses_or_humans_13_v1,success
ok,100297335330274903_tfds-icgen_cats_vs_dogs_2_v1,success
ok,100737143315424187_tfds-icgen_malaria_11_v1,success
xx,100772411977742853_tfds-icgen_cycle_gan_maps_15_v1,OOM
ok,100882076316316051_tfds-icgen_deep_weeds_10_v1,success
xx,100950010074187679_tfds-icgen_stanford_dogs_6_v1,OOM
xx,10098129052379361_tfds-icgen_cycle_gan_maps_6_v1,AMP
xx,101006023903021492_tfds-icgen_stanford_dogs_9_v1,OOM
ok,101150409447856679_tfds-icgen_cycle_gan_apple2orange_4_v1,success
ok,100970412655557175_tfds-icgen_cycle_gan_horse2zebra_13_v1,success
xx,10113469319072880_tfds-icgen_caltech101_2_v1,OOM
xx,101072217154134797_tfds-icgen_cifar100_5_v1,diverged
ok,101271623635828183_tfds-icgen_cifar100_11_v1,success
ok,101286424582580325_tfds-icgen_cifar10_7_v1,success
ok,101496858712274352_tfds-icgen_mnist_6_v1,success
ok,101608054663773433_tfds-icgen_cycle_gan_apple2orange_7_v1,success
xx,101208234268836377_tfds-icgen_imagenette_9_v1,diverged
ok,101834890198034893_tfds-icgen_cmaterdb_telugu_8_v1,success
ok,10113056633267232_tfds-icgen_uc_merced_2_v1,success
xx,101321129693783381_tfds-icgen_uc_merced_15_v1,AMP
xx,10137096785238371_tfds-icgen_cycle_gan_facades_15_v1,batch_size>dataset_size
ok,10141577118225528_tfds-icgen_deep_weeds_1_v1,success
ok,10142278152304020_tfds-icgen_tf_flowers_6_v1,success
ok,101874611483802394_tfds-icgen_svhn_cropped_14_v1,success
xx,101500279468093539_tfds-icgen_eurosat_rgb_12_v1,OOM
ok,10148708079820190_tfds-icgen_caltech101_2_v1,success
xx,101937024450385225_tfds-icgen_cassava_8_v1,AMP
ok,101454051570983348_tfds-icgen_cats_vs_dogs_8_v1,success
ok,101812041731434809_tfds-icgen_horses_or_humans_6_v1,success
ok,10166804343828332_tfds-icgen_malaria_8_v1,success
xx,10243150553985187_tfds-icgen_omniglot_13_v1,AMP
xx,102370961304106687_tfds-icgen_fashion_mnist_3_v1,AMP
ok,102284664370595983_tfds-icgen_cats_vs_dogs_12_v1,success
ok,10186594326386126_tfds-icgen_imagenette_1_v1,success
ok,102011497220086846_tfds-icgen_cycle_gan_vangogh2photo_6_v1,success
ok,101796307411094366_tfds-icgen_tf_flowers_1_v1,success
ok,101686227452755939_tfds-icgen_svhn_cropped_13_v1,success
xx,10215153112981073_tfds-icgen_cycle_gan_apple2orange_4_v1,AMP
ok,102447581233946303_tfds-icgen_cycle_gan_apple2orange_3_v1,success
ok,101993458420991675_tfds-icgen_cmaterdb_bangla_10_v1,success
ok,1020371276881390_tfds-icgen_cmaterdb_telugu_14_v1,success
xx,1025361004135344_tfds-icgen_cmaterdb_devanagari_3_v1,OOM
xx,10262760523749291_tfds-icgen_colorectal_histology_1_v1,AMP
xx,10263096781533176_tfds-icgen_cycle_gan_iphone2dslr_flower_8_v1,OOM
ok,102729366161170969_tfds-icgen_fashion_mnist_5_v1,success
ok,102872168145278473_tfds-icgen_cifar100_3_v1,success
ok,102550221376176505_tfds-icgen_stanford_dogs_9_v1,success
ok,103147969771546395_tfds-icgen_eurosat_rgb_1_v1,success
ok,1032053431797259_tfds-icgen_imagenette_8_v1,success
ok,10328094653618152_tfds-icgen_cmaterdb_telugu_10_v1,success
ok,10331664099497115_tfds-icgen_cycle_gan_apple2orange_7_v1,success
ok,103352259315463668_tfds-icgen_imagenette_8_v1,success
ok,10228527039934490_tfds-icgen_cmaterdb_bangla_12_v1,success
ok,10234137723943558_tfds-icgen_eurosat_rgb_1_v1,success
ok,103458210856339255_tfds-icgen_imagenet_resized_32x32_10_v1,success
ok,102357957442932635_tfds-icgen_cifar100_14_v1,success
ok,103551075648386233_tfds-icgen_mnist_10_v1,success
xx,103657555784089607_tfds-icgen_eurosat_rgb_4_v1,OOM
xx,103715553901196033_tfds-icgen_caltech101_5_v1,AMP
xx,103735250374550809_tfds-icgen_eurosat_rgb_8_v1,AMP
ok,10373656263658568_tfds-icgen_horses_or_humans_5_v1,success
ok,102388148435497220_tfds-icgen_cmaterdb_bangla_9_v1,success
ok,102691745812326454_tfds-icgen_mnist_11_v1,success
ok,10290293882529546_tfds-icgen_visual_domain_decathlon_dtd_4_v1,success
xx,10281150591522047_tfds-icgen_oxford_iiit_pet_8_v1,diverged
ok,10299632854637016_tfds-icgen_oxford_iiit_pet_6_v1,success
ok,103055625258488460_tfds-icgen_cycle_gan_facades_3_v1,success
ok,103914126552697542_tfds-icgen_omniglot_6_v1,success
xx,10398757659372141_tfds-icgen_horses_or_humans_10_v1,success
ok,102467021958172589_tfds-icgen_deep_weeds_5_v1,success
ok,10258560558555556_tfds-icgen_caltech101_15_v1,success
ok,103322070249440097_tfds-icgen_kmnist_3_v1,success
xx,104021359160185763_tfds-icgen_cycle_gan_facades_6_v1,batch_size>dataset_size
ok,102767103480440423_tfds-icgen_colorectal_histology_9_v1,success
ok,102787803953356631_tfds-icgen_cassava_13_v1,success
xx,10240603427471789_tfds-icgen_svhn_cropped_6_v1,success
ok,10352135533309934_tfds-icgen_uc_merced_5_v1,success
xx,10412593262924596_tfds-icgen_cycle_gan_iphone2dslr_flower_7_v1,OOM
xx,102932114235129525_tfds-icgen_colorectal_histology_12_v1,AMP
ok,102937176146496529_tfds-icgen_omniglot_5_v1,success
ok,103016655943643803_tfds-icgen_cmaterdb_devanagari_2_v1,success
ok,10302264606332577_tfds-icgen_mnist_15_v1,success
xx,103893320489712360_tfds-icgen_imagenet_resized_32x32_8_v1,success
xx,10396156619833289_tfds-icgen_mnist_10_v1,OOM
ok,104257230359864593_tfds-icgen_kmnist_3_v1,success
xx,104307675202069292_tfds-icgen_cycle_gan_facades_6_v1,OOM
ok,103155784574088351_tfds-icgen_cifar100_3_v1,success
ok,1032715463040965_tfds-icgen_cycle_gan_summer2winter_yosemite_5_v1,success
ok,104362657555257966_tfds-icgen_eurosat_rgb_2_v1,success
ok,104370507772785602_tfds-icgen_fashion_mnist_6_v1,success
ok,10338173826900637_tfds-icgen_cycle_gan_horse2zebra_8_v1,success
xx,102738378800426289_tfds-icgen_imagenet_resized_32x32_9_v1,OOM
ok,103473850677652131_tfds-icgen_cmaterdb_bangla_14_v1,success
ok,103489881668191394_tfds-icgen_mnist_11_v1,success
ok,103587854613440880_tfds-icgen_cmaterdb_telugu_6_v1,success
xx,10460322381022373_tfds-icgen_cycle_gan_maps_1_v1,success
ok,10457547480347813_tfds-icgen_cats_vs_dogs_12_v1,success
ok,1046536488463432_tfds-icgen_cycle_gan_summer2winter_yosemite_14_v1,success
xx,103717929033369754_tfds-icgen_omniglot_11_v1,batch_size>dataset_size
xx,103832553222194577_tfds-icgen_uc_merced_15_v1,batch_size>dataset_size
xx,104438032609110723_tfds-icgen_cifar10_5_v1,OOM
xx,104947635105459632_tfds-icgen_kmnist_10_v1,OOM
xx,104787325404800481_tfds-icgen_cmaterdb_devanagari_14_v1,AMP
xx,10440129143311320_tfds-icgen_cmaterdb_bangla_1_v1,AMP
xx,104439541922236350_tfds-icgen_malaria_11_v1,AMP
ok,104972579009042483_tfds-icgen_stanford_dogs_7_v1,success
ok,104973345750049887_tfds-icgen_eurosat_rgb_2_v1,success
xx,105018200359934789_tfds-icgen_omniglot_14_v1,success
ok,105096866292562150_tfds-icgen_colorectal_histology_7_v1,success
ok,104522394303752253_tfds-icgen_stanford_dogs_5_v1,success
ok,10387269024187356_tfds-icgen_fashion_mnist_6_v1,success
ok,103940435694492427_tfds-icgen_omniglot_12_v1,success
xx,10452398285207041_tfds-icgen_cycle_gan_maps_14_v1,OOM
xx,104572985977104076_tfds-icgen_cifar10_14_v1,OOM
ok,104588464574174851_tfds-icgen_cycle_gan_maps_7_v1,success
xx,104714670306957990_tfds-icgen_eurosat_rgb_15_v1,success
ok,10402804314855807_tfds-icgen_imagenette_6_v1,success
xx,104038334330925479_tfds-icgen_imagenette_13_v1,success
xx,104044158837254482_tfds-icgen_cmaterdb_devanagari_9_v1,success
xx,104422559283458277_tfds-icgen_uc_merced_4_v1,AMP
xx,10479107502032100_tfds-icgen_mnist_13_v1,OOM
ok,10447811540030037_tfds-icgen_cars196_8_v1,success
ok,104516953207842526_tfds-icgen_cmaterdb_telugu_8_v1,success
ok,10455655213893434_tfds-icgen_cycle_gan_iphone2dslr_flower_4_v1,success
ok,104573244798158391_tfds-icgen_cycle_gan_apple2orange_4_v1,success
xx,104529749957147181_tfds-icgen_cmaterdb_bangla_13_v1,OOM
ok,104667664660827647_tfds-icgen_omniglot_8_v1,success
xx,10523249022924651_tfds-icgen_rock_paper_scissors_9_v1,OOM
ok,10480167308000281_tfds-icgen_cifar10_5_v1,success
ok,10529648809432898_tfds-icgen_oxford_iiit_pet_7_v1,success
ok,105008328436287898_tfds-icgen_visual_domain_decathlon_dtd_12_v1,success
ok,105057637491315512_tfds-icgen_fashion_mnist_2_v1,success
ok,105093509597140458_tfds-icgen_visual_domain_decathlon_dtd_15_v1,success
xx,1052462042910747_tfds-icgen_cifar10_8_v1,AMP
ok,105338052989083423_tfds-icgen_cycle_gan_horse2zebra_7_v1,success
ok,10532094767058916_tfds-icgen_cycle_gan_maps_3_v1,success
ok,105377668195937308_tfds-icgen_stanford_dogs_12_v1,success
ok,105348188854580251_tfds-icgen_cycle_gan_vangogh2photo_9_v1,success
xx,105242051155695093_tfds-icgen_cycle_gan_vangogh2photo_12_v1,OOM
ok,105440594557093175_tfds-icgen_deep_weeds_10_v1,success
ok,105177469815049693_tfds-icgen_fashion_mnist_11_v1,success
xx,105462157364298220_tfds-icgen_fashion_mnist_8_v1,OOM
ok,10593488445398726_tfds-icgen_mnist_4_v1,success
ok,105938505448809610_tfds-icgen_cycle_gan_facades_7_v1,success
xx,106086325979226211_tfds-icgen_tf_flowers_11_v1,AMP
ok,105619300558050528_tfds-icgen_imagenet_resized_32x32_7_v1,success
xx,105422250920899540_tfds-icgen_cycle_gan_summer2winter_yosemite_10_v1,OOM
ok,105102629263615199_tfds-icgen_cycle_gan_apple2orange_14_v1,success
ok,105673356493883184_tfds-icgen_rock_paper_scissors_1_v1,success
xx,105153066054592182_tfds-icgen_cycle_gan_vangogh2photo_5_v1,OOM
xx,106297557954173691_tfds-icgen_cifar10_2_v1,diverged
xx,10518096287958886_tfds-icgen_caltech101_8_v1,diverged
xx,1052233292012744_tfds-icgen_cars196_11_v1,diverged
xx,105348593743528287_tfds-icgen_cifar100_6_v1,diverged
xx,105371838468740_tfds-icgen_stanford_dogs_5_v1,diverged
xx,105738674479184476_tfds-icgen_rock_paper_scissors_10_v1,diverged
xx,10583809159974306_tfds-icgen_fashion_mnist_4_v1,diverged
xx,105883234339419735_tfds-icgen_eurosat_rgb_2_v1,diverged
xx,10592532853347099_tfds-icgen_cycle_gan_iphone2dslr_flower_1_v1,diverged
xx,10597782181910413_tfds-icgen_cats_vs_dogs_3_v1,diverged
xx,106047400636950811_tfds-icgen_cifar100_14_v1,diverged
xx,10611141160939501_tfds-icgen_colorectal_histology_7_v1,diverged
xx,10617280687670622_tfds-icgen_rock_paper_scissors_5_v1,diverged
xx,106232924591614907_tfds-icgen_cifar10_9_v1,diverged
xx,106317955168104596_tfds-icgen_kmnist_10_v1,diverged
xx,106367715594711710_tfds-icgen_cycle_gan_horse2zebra_2_v1,diverged
xx,10644550494803981_tfds-icgen_cmaterdb_devanagari_4_v1,diverged
xx,10652242854942195_tfds-icgen_uc_merced_6_v1,diverged
ok,106551658098119733_tfds-icgen_cycle_gan_facades_4_v1,success
ok,106447483879155053_tfds-icgen_kmnist_1_v1,success
xx,10660672839931034_tfds-icgen_kmnist_6_v1,success
xx,106619308261198775_tfds-icgen_cmaterdb_bangla_9_v1,success
xx,106688886959522554_tfds-icgen_cifar100_12_v1,success
xx,106584101526200110_tfds-icgen_cmaterdb_bangla_12_v1,OOM
xx,10682405575696485_tfds-icgen_caltech101_4_v1,AMP
ok,106939158180051478_tfds-icgen_mnist_2_v1,success
ok,106923064883258854_tfds-icgen_cycle_gan_horse2zebra_7_v1,success
xx,106972859871770054_tfds-icgen_malaria_11_v1,success
xx,10700017045137336_tfds-icgen_rock_paper_scissors_8_v1,success
ok,1056423455136964_tfds-icgen_horses_or_humans_11_v1,success
xx,105673135019941815_tfds-icgen_cycle_gan_summer2winter_yosemite_1_v1,success
xx,10567619735676217_tfds-icgen_colorectal_histology_6_v1,success
ok,10681799295753365_tfds-icgen_imagenet_resized_32x32_10_v1,success
xx,10567966921414211_tfds-icgen_cassava_15_v1,success
xx,10567989358741749_tfds-icgen_colorectal_histology_1_v1,success
xx,1058715308448692_tfds-icgen_stanford_dogs_12_v1,success
xx,105897127645206661_tfds-icgen_mnist_1_v1,success
xx,1059398760688885_tfds-icgen_visual_domain_decathlon_dtd_5_v1,success
xx,105947741317368596_tfds-icgen_cats_vs_dogs_10_v1,success
xx,105960868041010608_tfds-icgen_svhn_cropped_3_v1,success
xx,105974833564910700_tfds-icgen_cmaterdb_telugu_7_v1,success
xx,105980413934984790_tfds-icgen_cmaterdb_telugu_15_v1,success
xx,10598649546421714_tfds-icgen_cars196_3_v1,success
xx,106021670402400306_tfds-icgen_mnist_15_v1,success
xx,10603896023318189_tfds-icgen_colorectal_histology_4_v1,success
ok,107208934754182452_tfds-icgen_fashion_mnist_10_v1,success
ok,1060712425252426_tfds-icgen_cycle_gan_horse2zebra_10_v1,success
xx,1060724056545116_tfds-icgen_cycle_gan_facades_6_v1,success
xx,10611007127975886_tfds-icgen_imagenet_resized_32x32_6_v1,success
xx,10614897384502480_tfds-icgen_cats_vs_dogs_9_v1,success
xx,1061633746460020_tfds-icgen_cmaterdb_devanagari_2_v1,success
xx,106187661202306840_tfds-icgen_svhn_cropped_4_v1,success
ok,10639286731002272_tfds-icgen_cycle_gan_horse2zebra_14_v1,success
xx,106239705498258854_tfds-icgen_colorectal_histology_13_v1,success
xx,10624878219412473_tfds-icgen_horses_or_humans_14_v1,success
ok,106437279007117829_tfds-icgen_eurosat_rgb_13_v1,success
xx,106468115759112961_tfds-icgen_cycle_gan_maps_7_v1,OOM
xx,106586246074155370_tfds-icgen_cmaterdb_bangla_1_v1,batch_size>dataset_size
xx,106610985876849935_tfds-icgen_cmaterdb_devanagari_10_v1,diverged
ok,10653619050303708_tfds-icgen_imagenette_4_v1,success
ok,10663999634019064_tfds-icgen_cycle_gan_maps_12_v1,success
ok,10646339444954660_tfds-icgen_cars196_2_v1,success
ok,10678615557169343_tfds-icgen_malaria_13_v1,success
xx,106814897418253535_tfds-icgen_uc_merced_7_v1,batch_size>dataset_size
ok,10687505900945414_tfds-icgen_horses_or_humans_10_v1,success
xx,1066503994848521_tfds-icgen_visual_domain_decathlon_dtd_3_v1,OOM
xx,106900361597044238_tfds-icgen_colorectal_histology_14_v1,OOM
xx,106155423882330502_tfds-icgen_kmnist_5_v1,OOM
xx,106790789206298607_tfds-icgen_kmnist_9_v1,cuDNN_error
ok,10694306164201511_tfds-icgen_visual_domain_decathlon_dtd_2_v1,success
ok,105772087388887343_tfds-icgen_imagenet_resized_32x32_1_v1,success
ok,10772079599448552_tfds-icgen_cycle_gan_iphone2dslr_flower_3_v1,success
ok,106999058598534905_tfds-icgen_cmaterdb_telugu_8_v1,success
ok,107212801836164118_tfds-icgen_kmnist_11_v1,success
ok,107028695529599356_tfds-icgen_cycle_gan_horse2zebra_15_v1,success
xx,107033698595811309_tfds-icgen_cycle_gan_horse2zebra_14_v1,AMP
ok,107527977258847293_tfds-icgen_deep_weeds_13_v1,success
xx,105921622307108373_tfds-icgen_svhn_cropped_5_v1,AMP
xx,107632451078762435_tfds-icgen_tf_flowers_7_v1,AMP
xx,10767521826815805_tfds-icgen_cifar10_12_v1,AMP
ok,107837034584195706_tfds-icgen_cycle_gan_vangogh2photo_13_v1,success
ok,10783834137156099_tfds-icgen_cycle_gan_horse2zebra_5_v1,success
xx,10786449581600097_tfds-icgen_uc_merced_6_v1,success
xx,10792659469589550_tfds-icgen_cats_vs_dogs_8_v1,success
xx,107943023983471783_tfds-icgen_cifar100_14_v1,success
xx,10807574132263221_tfds-icgen_stanford_dogs_11_v1,success
xx,108077745899141749_tfds-icgen_tf_flowers_6_v1,success
xx,108091057609820884_tfds-icgen_visual_domain_decathlon_dtd_2_v1,success
xx,108091574991276155_tfds-icgen_cmaterdb_devanagari_2_v1,success
xx,108098857507653556_tfds-icgen_omniglot_5_v1,success
xx,10811891365945765_tfds-icgen_cmaterdb_bangla_10_v1,success
ok,10728899997705524_tfds-icgen_omniglot_8_v1,success
xx,108199236870242843_tfds-icgen_horses_or_humans_5_v1,success
xx,108303416515506010_tfds-icgen_malaria_12_v1,success
xx,108323805277988541_tfds-icgen_deep_weeds_8_v1,success
xx,108417847558356356_tfds-icgen_horses_or_humans_9_v1,success
xx,10855369353966437_tfds-icgen_cycle_gan_ukiyoe2photo_14_v1,success
xx,10867468440069011_tfds-icgen_cycle_gan_vangogh2photo_1_v1,success
xx,108687877858264100_tfds-icgen_svhn_cropped_6_v1,success
xx,108712503179266026_tfds-icgen_uc_merced_6_v1,success
xx,108758940931066139_tfds-icgen_cmaterdb_telugu_6_v1,success
xx,108779910663551721_tfds-icgen_uc_merced_11_v1,success
xx,10878978313506348_tfds-icgen_imagenette_3_v1,success
xx,108847087324895637_tfds-icgen_mnist_3_v1,success
xx,108941634441042563_tfds-icgen_deep_weeds_6_v1,success
xx,108969565879879361_tfds-icgen_caltech101_1_v1,success
xx,1090258747047428_tfds-icgen_cats_vs_dogs_10_v1,success
ok,1091626120027595_tfds-icgen_cmaterdb_telugu_14_v1,success
xx,108082685430548383_tfds-icgen_cmaterdb_devanagari_7_v1,OOM
ok,109301931277539262_tfds-icgen_rock_paper_scissors_8_v1,success
xx,10923533209422339_tfds-icgen_cycle_gan_ukiyoe2photo_6_v1,diverged
ok,10942116288622158_tfds-icgen_mnist_14_v1,success
xx,10952292227366556_tfds-icgen_visual_domain_decathlon_dtd_10_v1,success
ok,107411015471417433_tfds-icgen_cifar10_4_v1,success
ok,10821055834964371_tfds-icgen_cifar100_8_v1,success
xx,107417624482258935_tfds-icgen_malaria_14_v1,OOM
xx,109613088700546230_tfds-icgen_cifar100_2_v1,OOM
xx,10973722035761021_tfds-icgen_cycle_gan_summer2winter_yosemite_3_v1,OOM
xx,11005057628662846_tfds-icgen_cycle_gan_iphone2dslr_flower_6_v1,OOM
xx,110087066265788612_tfds-icgen_cmaterdb_telugu_13_v1,OOM
ok,108284101013781492_tfds-icgen_cycle_gan_apple2orange_8_v1,success
xx,108229253143958121_tfds-icgen_mnist_7_v1,AMP
xx,108288741798700084_tfds-icgen_omniglot_10_v1,AMP
xx,108307434065918464_tfds-icgen_visual_domain_decathlon_dtd_1_v1,AMP
xx,108343951433456090_tfds-icgen_imagenette_4_v1,AMP
xx,107578448511084055_tfds-icgen_malaria_14_v1,AMP
xx,110391154066173544_tfds-icgen_mnist_1_v1,AMP
xx,1104372310175721_tfds-icgen_cycle_gan_facades_13_v1,AMP
xx,110460561583011493_tfds-icgen_cycle_gan_apple2orange_4_v1,AMP
xx,11048456815424106_tfds-icgen_malaria_7_v1,AMP
xx,110613523098306089_tfds-icgen_mnist_4_v1,AMP
xx,110647578134040939_tfds-icgen_cifar100_7_v1,AMP
xx,110650886122298898_tfds-icgen_deep_weeds_5_v1,AMP
xx,110659720418672380_tfds-icgen_colorectal_histology_13_v1,AMP
xx,11066080058124407_tfds-icgen_colorectal_histology_6_v1,AMP
xx,107597812729969983_tfds-icgen_cycle_gan_apple2orange_7_v1,AMP
xx,10768023370895053_tfds-icgen_rock_paper_scissors_7_v1,AMP
ok,110703968683526724_tfds-icgen_cycle_gan_vangogh2photo_6_v1,success
ok,108379992836854910_tfds-icgen_imagenet_resized_32x32_6_v1,success
ok,11104024119297539_tfds-icgen_cycle_gan_maps_8_v1,success
ok,111024473250530150_tfds-icgen_imagenette_15_v1,success
ok,1085905052599882_tfds-icgen_uc_merced_10_v1,success
ok,111253006257843905_tfds-icgen_cycle_gan_maps_11_v1,success
ok,111304147945297691_tfds-icgen_fashion_mnist_15_v1,success
ok,111388676561024185_tfds-icgen_cycle_gan_maps_12_v1,success
ok,111483780509800316_tfds-icgen_cats_vs_dogs_14_v1,success
xx,108659026658757834_tfds-icgen_cycle_gan_ukiyoe2photo_3_v1,OOM
ok,107923874944140379_tfds-icgen_eurosat_rgb_1_v1,success
xx,10877523088463993_tfds-icgen_kmnist_8_v1,success
ok,10888885812519576_tfds-icgen_kmnist_12_v1,success
ok,107951055206528153_tfds-icgen_tf_flowers_8_v1,success
ok,111569835380899468_tfds-icgen_imagenet_resized_32x32_13_v1,success
ok,107967192944650410_tfds-icgen_visual_domain_decathlon_dtd_15_v1,success
ok,108917689485115345_tfds-icgen_deep_weeds_14_v1,success
ok,108013958961526903_tfds-icgen_cycle_gan_ukiyoe2photo_8_v1,success
xx,108044203610998781_tfds-icgen_uc_merced_6_v1,success
xx,11186534503735408_tfds-icgen_cycle_gan_horse2zebra_6_v1,success
xx,111928535467588550_tfds-icgen_cifar10_8_v1,success
xx,11192983510600314_tfds-icgen_cmaterdb_bangla_5_v1,success
ok,108223860201194963_tfds-icgen_fashion_mnist_11_v1,success
xx,11194416540597054_tfds-icgen_cmaterdb_devanagari_6_v1,success
xx,111968854025715742_tfds-icgen_cmaterdb_bangla_2_v1,NoCUDA
xx,111969556514383276_tfds-icgen_deep_weeds_5_v1,NoCUDA
xx,1121237884362057_tfds-icgen_svhn_cropped_2_v1,NoCUDA
xx,112379384299598918_tfds-icgen_cycle_gan_vangogh2photo_15_v1,NoCUDA
xx,112529544714828857_tfds-icgen_cycle_gan_summer2winter_yosemite_4_v1,NoCUDA
xx,112534948706179658_tfds-icgen_imagenet_resized_32x32_11_v1,NoCUDA
xx,112591085755262708_tfds-icgen_svhn_cropped_13_v1,NoCUDA
xx,11260959872992656_tfds-icgen_visual_domain_decathlon_dtd_5_v1,NoCUDA
xx,112714061958970705_tfds-icgen_cycle_gan_vangogh2photo_14_v1,NoCUDA
xx,112716462195447424_tfds-icgen_fashion_mnist_15_v1,NoCUDA
xx,112823623456051740_tfds-icgen_cifar10_8_v1,NoCUDA
xx,11282698437772525_tfds-icgen_malaria_4_v1,NoCUDA
ok,108290608121323632_tfds-icgen_svhn_cropped_13_v1,success
xx,1089685312700449_tfds-icgen_deep_weeds_10_v1,success
xx,108970611236370192_tfds-icgen_oxford_iiit_pet_10_v1,success
xx,113010343408589842_tfds-icgen_cmaterdb_devanagari_1_v1,success
ok,113197774152694447_tfds-icgen_cifar10_1_v1,success
xx,113284288418838941_tfds-icgen_cycle_gan_facades_1_v1,success
xx,113479533717474762_tfds-icgen_cmaterdb_bangla_11_v1,OOM
ok,113619216900746789_tfds-icgen_cycle_gan_vangogh2photo_4_v1,success
xx,10908998022705058_tfds-icgen_cmaterdb_devanagari_1_v1,success
xx,109128942628145530_tfds-icgen_cars196_1_v1,success
xx,10896050188400344_tfds-icgen_eurosat_rgb_11_v1,OOM
ok,109544720064960590_tfds-icgen_horses_or_humans_4_v1,success
ok,10840559942674802_tfds-icgen_uc_merced_7_v1,success
ok,108532381741887183_tfds-icgen_cycle_gan_horse2zebra_3_v1,success
ok,10855239873549890_tfds-icgen_cycle_gan_summer2winter_yosemite_8_v1,success
ok,113690518727545093_tfds-icgen_cassava_15_v1,success
xx,1095726946913603_tfds-icgen_mnist_7_v1,success
xx,108402679107037923_tfds-icgen_cars196_1_v1,OOM
xx,109584430421897559_tfds-icgen_imagenette_10_v1,AMP
ok,10859714886848011_tfds-icgen_malaria_15_v1,success
ok,109664258487113773_tfds-icgen_stanford_dogs_7_v1,success
xx,10867842542737245_tfds-icgen_rock_paper_scissors_10_v1,AMP
xx,10969487462382901_tfds-icgen_horses_or_humans_10_v1,AMP
ok,109768104359678145_tfds-icgen_malaria_5_v1,success
ok,10987896718173446_tfds-icgen_cats_vs_dogs_5_v1,success
xx,108773563710366443_tfds-icgen_deep_weeds_9_v1,success
xx,10884469378540093_tfds-icgen_caltech101_2_v1,success
xx,108854020581857279_tfds-icgen_cycle_gan_horse2zebra_10_v1,success
xx,108914410144800187_tfds-icgen_cycle_gan_ukiyoe2photo_12_v1,success
xx,11379058577872900_tfds-icgen_uc_merced_15_v1,batch_size>dataset_size
xx,10899048236032656_tfds-icgen_cmaterdb_bangla_7_v1,batch_size>dataset_size
xx,109057214163640733_tfds-icgen_cifar100_7_v1,batch_size>dataset_size
xx,109112674073236520_tfds-icgen_oxford_iiit_pet_3_v1,batch_size>dataset_size
xx,10912282978125168_tfds-icgen_cycle_gan_facades_8_v1,batch_size>dataset_size
xx,109179362756478473_tfds-icgen_cycle_gan_summer2winter_yosemite_6_v1,batch_size>dataset_size
xx,109181773690526907_tfds-icgen_cifar10_6_v1,batch_size>dataset_size
xx,109197900102293584_tfds-icgen_horses_or_humans_5_v1,batch_size>dataset_size
xx,109210912973550806_tfds-icgen_cycle_gan_horse2zebra_3_v1,batch_size>dataset_size
xx,109333412903658774_tfds-icgen_kmnist_7_v1,batch_size>dataset_size
xx,109404627932773481_tfds-icgen_cycle_gan_apple2orange_3_v1,batch_size>dataset_size
xx,10943086354414102_tfds-icgen_omniglot_12_v1,batch_size>dataset_size
xx,109466903129573908_tfds-icgen_cifar100_3_v1,batch_size>dataset_size
xx,10946905652312084_tfds-icgen_imagenet_resized_32x32_4_v1,batch_size>dataset_size
xx,10947579341418365_tfds-icgen_cmaterdb_bangla_14_v1,batch_size>dataset_size
xx,109523706444537917_tfds-icgen_cmaterdb_bangla_9_v1,batch_size>dataset_size
xx,10952777388620051_tfds-icgen_eurosat_rgb_15_v1,batch_size>dataset_size
xx,109571318592645329_tfds-icgen_horses_or_humans_8_v1,batch_size>dataset_size
xx,109589057260357891_tfds-icgen_cycle_gan_maps_14_v1,batch_size>dataset_size
xx,1095905154428826_tfds-icgen_cassava_6_v1,batch_size>dataset_size
