output_state,experiment,diagnosis
xx,81175291617880369_micro_set0_TEX_v1,OOM
xx,81206571820144588_micro_set2_ACT_410_v1,batch_size>dataset_size
ok,8137136329313454_micro_set0_PLK_v1,success
xx,81930612044539784_micro_set2_PLT_DOC_v1,success
ok,8207867525976061_micro_set1_MED_LF_v1,success
ok,82883158921421006_micro_set2_AWA_v1,success
ok,83508953346278023_micro_set0_PLT_VIL_v1,success
xx,8380696395517577_micro_set2_INS_v1,batch_size>dataset_size
ok,84036852733002774_micro_set0_TEX_v1,success
ok,84399533489158598_micro_set1_MED_LF_v1,success
xx,84467004611076491_micro_set2_PLT_DOC_v1,AMP
ok,8447548076440512_micro_set2_INS_v1,success
ok,8468530412558281_micro_set0_PLK_v1,success
xx,8497737554124141_micro_set0_SPT_v1,success
ok,85532013881345289_micro_set0_PLK_v1,success
ok,85737362293581491_micro_set1_PNU_v1,success
ok,8578058555409782_micro_set0_BRD_v1,success
ok,85796778381269212_micro_set0_PLK_v1,success
xx,85949280884732543_micro_set2_INS_v1,batch_size>dataset_size
ok,86052314049118401_micro_set0_PLT_VIL_v1,success
xx,8608403463087439_micro_set1_TEX_DTD_v1,AMP
ok,86133443908396238_micro_set2_PRT_v1,success
xx,8637994092261026_micro_set1_PLT_NET_v1,OOM
xx,86480231801900429_micro_set1_APL_v1,AMP
xx,8656995836830596_micro_set1_RSICB_v1,OOM
xx,86845074873468965_micro_set0_PLK_v1,batch_size>dataset_size
ok,8750167696281324_micro_set0_RESISC_v1,success
ok,88294204012146433_micro_set1_MED_LF_v1,success
xx,88923893981051609_micro_set0_PLT_VIL_v1,diverged
ok,8906367072711278_micro_set1_APL_v1,success
ok,89355954643914990_micro_set0_RESISC_v1,success
xx,89764213862333248_micro_set1_MED_LF_v1,batch_size>dataset_size
ok,89847995938871857_micro_set2_PRT_v1,success
ok,90423711244262747_micro_set1_RSICB_v1,success
xx,9015096721711052_micro_set2_RSD_v1,OOM
xx,9076398784277335_micro_set2_FNG_v1,AMP
xx,91177920116448281_micro_set1_ACT_40_v1,batch_size>dataset_size
xx,91526077411213625_micro_set0_PLT_VIL_v1,batch_size>dataset_size
xx,91557843485330756_micro_set1_PLT_NET_v1,OOM
xx,9162125519456300_micro_set0_SPT_v1,OOM
ok,9207471057886966_micro_set2_PRT_v1,success
xx,93224730942870892_micro_set1_PNU_v1,batch_size>dataset_size
ok,93298976109242757_micro_set1_DOG_v1,success
xx,9367479447269371_micro_set0_BCT_v1,AMP
ok,93800163319976312_micro_set0_SPT_v1,success
ok,9382918694908868_micro_set2_MD_6_v1,success
xx,94423703936880635_micro_set2_RSD_v1,batch_size>dataset_size
ok,94553654778916875_micro_set1_PNU_v1,success
xx,9475640347826993_micro_set0_FLW_v1,AMP
xx,95036222183366447_micro_set1_APL_v1,batch_size>dataset_size
ok,95050594729282770_micro_set1_MD_5_BIS_v1,success
ok,9511947319230830_micro_set1_PNU_v1,success
ok,9553020130855316_micro_set2_MD_6_v1,success
xx,95530225245012312_micro_set1_RSICB_v1,OOM
xx,955681744039133_micro_set1_INS_2_v1,OOM
ok,95867507639169_micro_set2_AWA_v1,success
ok,96495394989119932_micro_set0_FLW_v1,success
ok,96565170690704784_micro_set2_PRT_v1,success
ok,96902343864137214_micro_set1_RSICB_v1,success
xx,97294331170195805_micro_set1_RSICB_v1,diverged
xx,9772389155840097_micro_set0_RESISC_v1,AMP
xx,97806753780340820_micro_set2_PRT_v1,OOM
ok,9793105592978646_micro_set1_PNU_v1,success
ok,99023671304204678_micro_set1_PLT_NET_v1,success
ok,996396123104645_micro_set1_PLT_NET_v1,success
ok,9977002583248901_micro_set2_TEX_ALOT_v1,success
