"Name","State","Notes","User","Tags","Created","Runtime","Sweep","amp","amp_dtype","amp_impl","aot_autograd","aug_repeats","aug_splits","auto_augment","batch_size","bce_loss","bss_reg","channels_last","checkpoint_hist","class_map","clip_grad","clip_mode","color_jitter","cooldown_epochs","cotuning_reg","cutmix","data_dir","dataset","dataset_augmentation_path","dataset_download","decay_epochs","decay_milestones","decay_rate","delta_reg","device","dist_bn","distributed","drop","epoch_repeats","epochs","eval_metric","experiment","fast_norm","fuser","grad_checkpointing","hflip","initial_checkpoint","interpolation","jsd_loss","layer_decay","linear_probing","local_rank","log_interval","log_wandb","lr","lr_base","lr_base_scale","lr_base_size","lr_cycle_decay","lr_cycle_limit","lr_cycle_mul","lr_k_decay","lr_noise_pct","lr_noise_std","min_lr","mixup","mixup_mode","mixup_off_epoch","mixup_prob","mixup_switch_prob","model","model_ema","model_ema_decay","model_ema_force_cpu","momentum","no_aug","no_ddp_bb","no_prefetcher","no_resume_opt","num_classes","opt","opt_betas","output","patience_epochs","pct_to_freeze","persistent_workers","pin_mem","prefetcher","pretrained","project_name","ra_interpolation","ra_magnitude","ra_num_magnitude_bins","ra_num_ops","random_augment","rank","ratio","recount","recovery_interval","remode","reprob","resplit","resume","save_images","scale","sched","sched_on_updates","seed","smoothing","sp_reg","split_bn","stoch_norm","sync_bn","test_mode","torchscript","train_interpolation","train_split","trivial_augment","tta","use_multi_epochs_loader","val_split","vflip","warmup_epochs","warmup_lr","warmup_prefix","weight_decay","worker_seeding","workers","world_size","epoch","eval_loss","eval_time","eval_top1","eval_top5","train_backbone_grad_norm","train_head_grad_norm","train_loss","train_time"
"73708727487267336_micro_set2_PLT_DOC_v1","finished","-","spinedaa","","2023-03-01T20:49:28.000Z","1637","","false","float16","native","false","0","0","","16","false","0","false","1","","","norm","0.4","0","4","4","datasets/meta-album","mtlbm/micro/set2/PLT_DOC","","false","90","[90,180,270]","0.1","0.0001","cuda:0","reduce","false","0.3","0","50","top1","73708727487267336_micro_set2_PLT_DOC_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.00005","0.1","","256","0.5","1","1","1","0.67","1","0","0.2","batch","0","0.5","0.5","swinv2_base_window12to24_192to384_22kft1k","false","0.9998","false","0.95","false","false","false","false","20","momentum","","experiments/output/metrics/","2","1","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","plateau","false","42","0.1","0.001","false","false","false","true","false","random","train","false","0","false","val","0","10","0.000001","false","0.1","all","4","1","49","3.0390187978744505","4.5551252365112305","3.75","28.75","0.8832294387462758","2.947877674987854","14.77053810755412","26.540575981140137"
"73649790833406777_micro_set0_PLK_v1","finished","-","spinedaa","","2023-03-01T20:40:56.000Z","502","","true","float16","native","false","0","0","","32","false","0.0001","false","1","","10","norm","0.4","0","0.5","2","datasets/meta-album","mtlbm/micro/set0/PLK","","false","90","[90,180,270]","0.1","0.1","cuda:0","reduce","false","0","0","50","top1","73649790833406777_micro_set0_PLK_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.001","0.1","","256","0.5","1","1","1","0.67","1","0","0.2","batch","0","0","0.5","volo_d1_384","false","0.9998","false","0.9","false","false","false","false","20","adamw","[0,0.999]","experiments/output/metrics/","10","1","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0","0.1","false","true","false","false","false","random","train","false","0","false","val","0","5","0.000001","false","0.1","all","4","1","49","1.5677734375","1.5476105213165283","53.125","93.125","0.04475854076009751","1.7296684562203253","2.979718891779582","7.735557556152344"
"7361958064658008_micro_set2_FNG_v1","finished","-","spinedaa","","2023-03-01T20:39:20.000Z","1289","","false","float16","native","false","0","0","","8","false","0.01","false","1","","","norm","0.4","0","0","0.25","datasets/meta-album","mtlbm/micro/set2/FNG","","false","90","[90,180,270]","0.1","0.0001","cuda:0","reduce","false","0.2","0","50","top1","7361958064658008_micro_set2_FNG_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.00005","0.1","","256","0.5","1","1","1","0.67","1","0","0.4","batch","0","0.5","0.5","beit_base_patch16_384","false","0.9998","false","0.9","false","false","false","false","20","adam","[0.9,0.999]","experiments/output/metrics/","10","0.6","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0.1","0","false","false","false","false","false","random","train","true","0","false","val","0","5","0.000001","false","0","all","4","1","49","3.205961322784424","2.7788608074188232","12.5","32.5","6.737753371297755","8.052454834848458","2.269037628173828","20.88530230522156"
"7347469236817214_micro_set2_AWA_v1","finished","-","spinedaa","","2023-03-01T20:37:14.000Z","1116","","false","float16","native","false","0","0","","4","false","0.1","false","1","","10","norm","0.4","0","2","4","datasets/meta-album","mtlbm/micro/set2/AWA","","false","90","[90,180,270]","0.1","0.001","cuda:0","reduce","false","0.2","0","50","top1","7347469236817214_micro_set2_AWA_v1","false","","false","0.5","","","false","","false","0","50","true","0.00001","0.1","","256","0.5","1","1","1","0.67","1","0","0.4","batch","0","0.5","0.5","xcit_tiny_12_p8_384_dist","false","0.9998","false","0.9","false","false","false","false","20","adam","[0.9,0.999]","experiments/output/metrics/","10","0","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0.1","0.1","false","true","false","true","false","random","train","true","0","false","val","0","0","0.000001","false","0","all","4","1","49","3.7182391822338103","1.7546508312225342","1.25","19.375","9.976062569060966","0.6308871792542964","9.08413900534312","27.24382209777832"
"73134538052258618_micro_set0_TEX_v1","finished","-","spinedaa","","2023-03-01T20:32:36.000Z","491","","false","float16","native","false","0","0","","32","false","0","false","1","","10","norm","0.4","0","4","0.5","datasets/meta-album","mtlbm/micro/set0/TEX","","false","90","[90,180,270]","0.1","0.01","cuda:0","reduce","false","0.4","0","50","top1","73134538052258618_micro_set0_TEX_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.00005","0.1","","256","0.5","1","1","1","0.67","1","0","4","batch","0","0.75","0.5","xcit_nano_12_p8_384_dist","false","0.9998","false","0.9","false","false","false","false","20","adamw","[0,0.99]","experiments/output/metrics/","10","0.8","false","false","true","true","AFT-MC-01","nearest","9","31","3","true","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0.1","0.1","false","false","false","true","false","random","train","false","0","false","val","0","5","0","false","0.1","all","4","1","49","3.8589995384216302","1.1979050636291504","4.375","26.25","9.709116806629844","2.394251580697289","15.65435536702474","8.442410945892334"
"72982175555545452_micro_set1_DOG_v1","finished","-","spinedaa","","2023-03-01T20:27:37.000Z","1518","","false","float16","native","false","0","0","","2","false","0.1","false","1","","1","norm","0.4","0","1","0.25","datasets/meta-album","mtlbm/micro/set1/DOG","","false","20","[90,180,270]","0.1","0.001","cuda:0","reduce","false","0.3","0","50","top1","72982175555545452_micro_set1_DOG_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.0001","0.1","","256","0.5","1","1","1","0.67","1","0","8","batch","0","0.25","0.5","xcit_nano_12_p8_384_dist","false","0.9998","false","0.9","false","false","false","false","19","adamw","[0.9,0.99]","experiments/output/metrics/","10","0.4","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","multistep","false","42","0.05","0.1","false","false","false","false","false","random","train","true","0","false","val","0","0","0","false","0.1","all","4","1","49","3.559911707514211","1.3375325202941897","3.289473684210526","21.710526315789473","0.635736508743919","0.7678513893847035","6.024041113100554","29.1333270072937"
"7296876386948256_micro_set2_ACT_410_v1","crashed","-","spinedaa","","2023-03-01T20:22:07.000Z","3601","","false","float16","native","false","0","0","","16","false","0","false","1","","1","norm","0.4","0","2","0","datasets/meta-album","mtlbm/micro/set2/ACT_410","","false","90","[90,180,270]","0.1","0","cuda:0","reduce","false","0.1","0","50","top1","7296876386948256_micro_set2_ACT_410_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.00005","0.1","","256","0.5","1","1","1","0.67","1","0","0.4","batch","0","0.5","0.5","volo_d4_448","false","0.9998","false","0.9","false","false","false","false","20","sgd","","experiments/output/metrics/","10","0.6","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0.05","0.0001","false","true","false","false","false","random","train","false","0","false","val","0","0","0.000001","false","0","all","4","1","48","2.829932910203934","10.53921914100647","11.875","50.625","0.6806638627965076","0.7323901953667815","8.780275623003641","57.28230619430542"
"727581333136692_micro_set0_PLT_VIL_v1","finished","-","spinedaa","","2023-03-01T20:21:10.000Z","48","","false","float16","native","false","0","0","","128","false","0","false","1","","","norm","0.4","0","4","0.1","datasets/meta-album","mtlbm/micro/set0/PLT_VIL","","false","10","[90,180,270]","0.1","0.0001","cuda:0","reduce","false","0.3","0","50","top1","727581333136692_micro_set0_PLT_VIL_v1","false","","false","0.5","","","false","0.65","false","0","50","true","0.005","0.1","","256","0.5","1","1","1","0.67","1","0","1","batch","0","0","0.5","convnext_small_384_in22ft1k","false","0.9998","false","0.9","false","false","false","false","20","adamw","[0.9,0.999]","experiments/output/metrics/","10","0.4","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","step","false","42","0.05","0.01","false","true","false","true","false","random","train","true","0","false","val","0","5","0.000001","false","0.1","all","4","1","0","3.2331008911132812","0.9436113834381104","6.25","28.125","19.590333136109237","8.95298084031184","16.7146577835083","2.165304183959961"
"72360485666504912_micro_set2_AWA_v1","finished","-","spinedaa","","2023-03-01T20:16:19.000Z","284","","false","float16","native","false","0","0","original","4","false","0","false","1","","","norm","0.4","0","2","2","datasets/meta-album","mtlbm/micro/set2/AWA","","false","90","[90,180,270]","0.1","0","cuda:0","reduce","false","0.1","0","50","top1","72360485666504912_micro_set2_AWA_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.005","0.1","","256","0.5","1","1","1","0.67","1","0","0","batch","0","1","0.5","deit3_small_patch16_384_in21ft1k","false","0.9998","false","0.9","false","false","false","false","20","momentum","","experiments/output/metrics/","10","1","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0","0.01","false","false","false","false","false","random","train","false","0","false","val","0","10","0.000001","false","0","all","4","1","49","0.6772910908330232","1.301635503768921","81.25","96.875","2.8341794843549577","14.872527827192036","9.12082942724228","3.404162645339966"
"72291862674411644_micro_set1_PLT_NET_v1","finished","-","spinedaa","","2023-03-01T20:14:20.000Z","1365","","false","float16","native","false","0","0","","4","false","0.1","false","1","","10","norm","0.4","0","1","2","datasets/meta-album","mtlbm/micro/set1/PLT_NET","","false","10","[90,180,270]","0.1","0.1","cuda:0","reduce","false","0.1","0","50","top1","72291862674411644_micro_set1_PLT_NET_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.00005","0.1","","256","0.5","1","1","1","0.67","1","0","2","batch","0","0.5","0.5","beit_base_patch16_384","false","0.9998","false","0.9","false","false","false","false","20","adamw","[0.9,0.99]","experiments/output/metrics/","10","0.2","false","false","true","true","AFT-MC-01","nearest","9","31","2","true","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","multistep","false","42","0.05","0.01","false","true","false","true","false","random","train","false","0","false","val","0","5","0.000001","false","0","all","4","1","49","3.2660720527172087","3.0416719913482666","7.5","35","8.73716647061797","4.844656909852999","5.5557186007499695","28.163917303085327"
"7212752003848104_micro_set1_DOG_v1","finished","-","spinedaa","","2023-03-01T20:09:15.000Z","298","","false","float16","native","false","0","0","","2","false","0.01","false","1","","1","norm","0.4","0","2","0.25","datasets/meta-album","mtlbm/micro/set1/DOG","","false","90","[90,180,270]","0.1","0","cuda:0","reduce","false","0","0","50","top1","7212752003848104_micro_set1_DOG_v1","false","","false","0.5","","","false","","false","0","50","true","0.00005","0.1","","256","0.5","1","1","1","0.67","1","0","1","batch","0","0.25","0.5","edgenext_xx_small","false","0.9998","false","0","false","false","false","false","19","momentum","","experiments/output/metrics/","10","0.4","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0.1","0","false","false","false","true","false","random","train","true","0","false","val","0","0","0.000001","false","0","all","4","1","49","3.1442823535517643","0.8836815357208252","7.236842105263157","28.94736842105263","0.9993285513787288","0.03400124979016442","24.525029504508304","7.208965063095093"
"72092226311128031_micro_set1_MED_LF_v1","finished","-","spinedaa","","2023-03-01T20:08:38.000Z","1132","","true","float16","native","false","0","0","","8","false","0.001","false","1","","1","norm","0.4","0","0","1","datasets/meta-album","mtlbm/micro/set1/MED_LF","","false","10","[90,180,270]","0.1","0.001","cuda:0","reduce","false","0.2","0","50","top1","72092226311128031_micro_set1_MED_LF_v1","false","","false","0.5","","","false","0.65","false","0","50","true","0.01","0.1","","256","0.5","1","1","1","0.67","1","0","8","batch","0","0.25","0.5","volo_d3_448","false","0.9998","false","0.9","false","false","false","false","20","sgd","","experiments/output/metrics/","10","0.8","false","false","true","true","AFT-MC-01","nearest","9","31","3","true","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","multistep","false","42","0","0","false","true","false","true","false","random","train","false","0","false","val","0","0","0.000001","false","0","all","4","1","34","NaN","4.4880712032318115","4.375","23.75","1.0000000010727126","0.0000029654689433189633","NaN","19.53722858428955"
"72015767942050615_micro_set1_RSICB_v1","finished","-","spinedaa","","2023-03-01T20:08:16.000Z","16","","true","float16","native","false","0","0","original","128","false","0.1","false","1","","","norm","0.4","0","4","4","datasets/meta-album","mtlbm/micro/set1/RSICB","","false","10","[90,180,270]","0.5","0","cuda:0","reduce","false","0.2","0","50","top1","72015767942050615_micro_set1_RSICB_v1","false","","false","0.5","","","false","","false","0","50","true","0.001","0.1","","256","0.5","1","1","1","0.67","1","0","1","batch","0","0.75","0.5","mobilevit_xxs","false","0.9998","false","0","false","false","false","false","20","momentum","","experiments/output/metrics/","10","0.2","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","step","false","42","0","0","false","false","false","true","false","random","train","false","0","false","val","0","0","0.000001","false","0","all","4","1","","","","","","","","",""
"71909733182411461_micro_set1_PNU_v1","finished","-","spinedaa","","2023-03-01T20:07:45.000Z","22","","true","float16","native","false","0","0","","128","false","0.0001","false","1","","1","norm","0.4","0","1","0.25","datasets/meta-album","mtlbm/micro/set1/PNU","","false","90","[90,180,270]","0.1","0.1","cuda:0","reduce","false","0.2","0","50","top1","71909733182411461_micro_set1_PNU_v1","false","","false","0.5","","","false","0.65","false","0","50","true","0.0001","0.1","","256","0.5","1","1","1","0.67","1","0","0","batch","0","0","0.5","deit3_small_patch16_384_in21ft1k","false","0.9998","false","0.95","false","false","false","false","19","momentum","","experiments/output/metrics/","10","0.2","false","false","true","true","AFT-MC-01","nearest","17","31","2","true","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0","0.01","false","false","false","true","false","random","train","false","0","false","val","0","10","0","false","0","all","4","1","0","3.1337890625","0.6607785224914551","3.125","23.4375","0.9134423198300466","0.4069681594775638","6.135010004043579","1.9445159435272217"
"7188227013904142_micro_set1_PNU_v1","finished","-","spinedaa","","2023-03-01T19:55:34.000Z","2215","","false","float16","native","false","0","0","","256","false","0.0001","false","1","","10","norm","0.4","0","4","0.1","datasets/meta-album","mtlbm/micro/set1/PNU","","false","90","[90,180,270]","0.1","0.001","cuda:0","reduce","false","0.3","0","50","top1","7188227013904142_micro_set1_PNU_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.005","0.1","","256","0.5","1","1","1","0.67","1","0","0.2","batch","0","0.75","0.5","volo_d3_448","false","0.9998","false","0","false","false","false","false","19","momentum","","experiments/output/metrics/","10","1","false","false","true","true","AFT-MC-01","nearest","9","31","2","true","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0","0.1","false","true","false","false","false","random","train","false","0","false","val","0","10","0","false","0","all","4","1","49","2.952421075419376","6.566424608230591","6.578947468807823","28.289474085757607","0.4008991110335879","1.5348265651538902","14.697858129228864","36.551369190216064"
"71729406298362821_micro_set2_RSD_v1","finished","-","spinedaa","","2023-03-01T19:51:02.000Z","266","","true","float16","native","false","0","0","","8","false","0.001","false","1","","","norm","0.4","0","4","0","datasets/meta-album","mtlbm/micro/set2/RSD","","false","90","[90,180,270]","0.1","0.0001","cuda:0","reduce","false","0","0","50","top1","71729406298362821_micro_set2_RSD_v1","false","","false","0.5","","","false","","false","0","50","true","0.001","0.1","","256","0.5","1","1","1","0.67","1","0","0.4","batch","0","0","0.5","xcit_nano_12_p8_384_dist","false","0.9998","false","0.9","false","false","false","false","20","adam","[0.9,0.999]","experiments/output/metrics/","10","1","false","false","true","true","AFT-MC-01","nearest","9","31","3","true","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0","0.0001","false","false","false","true","false","random","train","false","0","false","val","0","5","0","false","0","all","4","1","49","1.0026031494140626","0.9461514949798584","68.125","95","4.458065261578183","Infinity","11.87233427365621","3.74785041809082"
"71583174996308894_micro_set1_RSICB_v1","finished","-","spinedaa","","2023-03-01T19:47:44.000Z","1709","","false","float16","native","false","0","0","","4","false","0.1","false","1","","1","norm","0.4","0","4","0.5","datasets/meta-album","mtlbm/micro/set1/RSICB","","false","90","[90,180,270]","0.1","0.001","cuda:0","reduce","false","0.2","0","50","top1","71583174996308894_micro_set1_RSICB_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.005","0.1","","256","0.5","1","1","1","0.67","1","0","2","batch","0","0.25","0.5","xcit_tiny_24_p8_384_dist","false","0.9998","false","0.95","false","false","false","false","20","momentum","","experiments/output/metrics/","5","0.8","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","plateau","false","42","0","0.0001","false","false","false","false","false","random","train","false","0","false","val","0","0","0","false","0","all","4","1","49","0.8755339946597814","8.08663272857666","74.375","95","0.9569591108614186","0.28523622496265655","11.955804681777954","30.334776401519775"
"7154628162137487_micro_set2_TEX_ALOT_v1","finished","-","spinedaa","","2023-03-01T19:44:47.000Z","369","","true","float16","native","false","0","0","","32","false","0.0001","false","1","","1","norm","0.4","0","0.5","4","datasets/meta-album","mtlbm/micro/set2/TEX_ALOT","","false","10","[90,180,270]","0.1","0","cuda:0","reduce","false","0.1","0","50","top1","7154628162137487_micro_set2_TEX_ALOT_v1","false","","false","0.5","","","false","","false","0","50","true","0.001","0.1","","256","0.5","1","1","1","0.67","1","0","0","batch","0","0","0.5","deit3_small_patch16_384_in21ft1k","false","0.9998","false","0.9","false","false","false","false","20","adamw","[0.9,0.999]","experiments/output/metrics/","10","0.2","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","multistep","false","42","0.1","0.0001","false","true","false","false","false","random","train","false","0","false","val","0","10","0","false","0","all","4","1","49","0.140283203125","1.1577906608581543","98.125","100","0.935336355505014","0.34466114418277727","2.3610456784566245","4.901537179946899"
"71488234114223184_micro_set2_BTS_v1","finished","-","spinedaa","","2023-03-01T19:39:41.000Z","297","","false","float16","native","false","0","0","original","2","false","0.01","false","1","","10","norm","0.4","0","0","1","datasets/meta-album","mtlbm/micro/set2/BTS","","false","90","[90,180,270]","0.1","0.1","cuda:0","reduce","false","0.2","0","50","top1","71488234114223184_micro_set2_BTS_v1","false","","false","0.5","","","false","0.65","false","0","50","true","0.0001","0.1","","256","0.5","1","1","1","0.67","1","0","2","batch","0","0.75","0.5","edgenext_xx_small","false","0.9998","false","0.9","false","false","false","false","20","adamw","[0.9,0.99]","experiments/output/metrics/","2","0.8","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","plateau","false","42","0.1","0.1","false","false","false","true","false","random","train","false","0","false","val","0","10","0.00001","false","0.00001","all","4","1","49","2.7983928829431535","0.850982666015625","13.125","49.375","9.912421654259468","0.9483304303901056","14.878807140390078","5.516342878341675"
"7097301304115279_micro_set2_FNG_v1","crashed","-","spinedaa","","2023-03-01T19:39:16.000Z","3571","","true","float16","native","false","0","0","","8","false","0.01","false","1","","10","norm","0.4","0","1","1","datasets/meta-album","mtlbm/micro/set2/FNG","","false","90","[90,180,270]","0.1","0.1","cuda:0","reduce","false","0.1","0","50","top1","7097301304115279_micro_set2_FNG_v1","false","","false","0.5","","","false","","false","0","50","true","0.01","0.1","","256","0.5","1","1","1","0.67","1","0","0.2","batch","0","0.5","0.5","beit_large_patch16_512","false","0.9998","false","0.9","false","false","false","false","20","adamp","[0.9,0.999]","experiments/output/metrics/","10","1","false","false","true","true","AFT-MC-01","nearest","9","31","2","true","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0","0.01","false","false","false","false","false","random","train","false","0","false","val","0","10","0","false","0","all","4","1","48","7.6900390625","9.789668321609495","8.75","38.75","0.6044942806311701","8.619589641456514","4.872033210595449","58.080085039138794"
"70966082422241267_micro_set0_BRD_v1","finished","-","spinedaa","","2023-03-01T19:38:50.000Z","19","","true","float16","native","false","0","0","original","8","false","0.1","false","1","","","norm","0.4","0","1","4","datasets/meta-album","mtlbm/micro/set0/BRD","","false","10","[90,180,270]","0.5","0.1","cuda:0","reduce","false","0.2","0","50","top1","70966082422241267_micro_set0_BRD_v1","false","","false","0.5","","","false","0.65","false","0","50","true","0.001","0.1","","256","0.5","1","1","1","0.67","1","0","8","batch","0","0","0.5","tf_efficientnet_b7_ns","false","0.9998","false","0.9","false","false","false","false","20","adam","[0.9,0.999]","experiments/output/metrics/","10","0.8","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","step","false","42","0","0","false","false","false","false","false","random","train","false","0","false","val","0","10","0.000001","false","0.00001","all","4","1","","","","","","","","",""
"70888645095327929_micro_set2_RSD_v1","finished","-","spinedaa","","2023-03-01T19:24:29.000Z","1388","","true","float16","native","false","0","0","original","64","false","0.0001","false","1","","1","norm","0.4","0","2","0.5","datasets/meta-album","mtlbm/micro/set2/RSD","","false","90","[90,180,270]","0.1","0.001","cuda:0","reduce","false","0.1","0","50","top1","70888645095327929_micro_set2_RSD_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.0005","0.1","","256","0.5","1","1","1","0.67","1","0","8","batch","0","0.75","0.5","xcit_tiny_24_p8_384_dist","false","0.9998","false","0.9","false","false","false","false","20","adamp","[0.9,0.99]","experiments/output/metrics/","10","0.2","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0","0","false","true","false","false","false","random","train","false","0","false","val","0","5","0.000001","false","0.00001","all","4","1","49","0.6665908813476562","1.8278858661651611","80","97.5","0.9002910639839036","0.4310362619352711","6.627281920115153","24.440612316131592"
"70868192366658944_micro_set0_SPT_v1","crashed","-","spinedaa","","2023-03-01T19:08:53.000Z","3601","","false","float16","native","false","0","0","original","4","false","0.1","false","1","","","norm","0.4","0","0.5","0.5","datasets/meta-album","mtlbm/micro/set0/SPT","","false","90","[90,180,270]","0.1","0.1","cuda:0","reduce","false","0","0","50","top1","70868192366658944_micro_set0_SPT_v1","false","","false","0.5","","","false","0.65","false","0","50","true","0.0001","0.1","","256","0.5","1","1","1","0.67","1","0","8","batch","0","0.5","0.5","volo_d4_448","false","0.9998","false","0.9","false","false","false","false","20","momentum","","experiments/output/metrics/","2","1","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","plateau","false","42","0.05","0.01","false","false","false","false","false","random","train","false","0","false","val","0","5","0.000001","false","0.00001","all","4","1","48","0.9510158702731132","10.310757875442505","81.25","98.75","0.19858033806470488","4.73150080615236","3.2066936830679578","59.37243127822876"
"70707828113824370_micro_set0_MD_MIX_v1","crashed","-","spinedaa","","2023-03-01T19:07:18.000Z","3602","","false","float16","native","false","0","0","","256","false","0.001","false","1","","","norm","0.4","0","0.5","2","datasets/meta-album","mtlbm/micro/set0/MD_MIX","","false","90","[90,180,270]","0.1","0.01","cuda:0","reduce","false","0","0","50","top1","70707828113824370_micro_set0_MD_MIX_v1","false","","false","0.5","","","false","0.65","false","0","50","true","0.01","0.1","","256","0.5","1","1","1","0.67","1","0","0.2","batch","0","0","0.5","volo_d4_448","false","0.9998","false","0.95","false","false","false","false","20","momentum","","experiments/output/metrics/","5","0.6","false","false","true","true","AFT-MC-01","nearest","9","31","2","true","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","plateau","false","42","0.1","0.001","false","false","false","false","false","random","train","false","0","false","val","0","0","0.000001","false","0.00001","all","4","1","24","1.0110967548564076","14.686712265014648","74.375","90.625","3.034243934872212","0.5814394293941698","3.329097600777944","117.95135378837584"
"70046132974791449_micro_set0_RESISC_v1","finished","-","spinedaa","","2023-03-01T19:02:59.000Z","2196","","true","float16","native","false","0","0","","8","false","0.01","false","1","","","norm","0.4","0","1","1","datasets/meta-album","mtlbm/micro/set0/RESISC","","false","10","[90,180,270]","0.1","0","cuda:0","reduce","false","0.4","0","50","top1","70046132974791449_micro_set0_RESISC_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.00005","0.1","","256","0.5","1","1","1","0.67","1","0","0.4","batch","0","0","0.5","beit_large_patch16_512","false","0.9998","false","0.9","false","false","false","false","20","adamp","[0.9,0.99]","experiments/output/metrics/","10","1","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","step","false","42","0.1","0.01","false","true","false","false","false","random","train","true","0","false","val","0","5","0.00001","false","0.0001","all","4","1","49","3.3478515625","9.78807544708252","10.625","26.875","0.7225915921550765","6.089883369026821","5.772674981753031","29.43293070793152"
"70029814096928713_micro_set2_FNG_v1","finished","-","spinedaa","","2023-03-01T19:02:54.000Z","352","","true","float16","native","false","0","0","original","128","false","0","false","1","","10","norm","0.4","0","0.5","0.25","datasets/meta-album","mtlbm/micro/set2/FNG","","false","90","[90,180,270]","0.1","0.1","cuda:0","reduce","false","0.4","0","50","top1","70029814096928713_micro_set2_FNG_v1","false","","false","0.5","","","false","0.75","false","0","50","true","0.001","0.1","","256","0.5","1","1","1","0.67","1","0","1","batch","0","0.75","0.5","deit3_small_patch16_384_in21ft1k","false","0.9998","false","0.9","false","false","false","false","20","adamp","[0.9,0.99]","experiments/output/metrics/","10","0.6","false","false","true","true","AFT-MC-01","nearest","8","31","2","false","0","[0.75,1.3333333333333333]","1","0","pixel","0","false","","false","[0.08,1]","cosine","false","42","0.1","0.001","false","true","false","false","false","random","train","false","0","false","val","0","5","0.00001","false","0.0001","all","4","1","49","3.0234375","1.0937614440917969","6.875","23.125","0.5088455835549179","1.472651510500937","4.465655190604074","4.725820302963257"
