,output_state,experiment,diagnosis,device_count,initial_eval_loss,initial_eval_top1,initial_eval_top5,invalid_loss_value,max_memory_allocated,final_batch_size,project,curve_length
469,xx,39807447652460215_micro_set2_RSD_v1,AMP,,,,,,,,,
470,ok,127264709317303190_micro_set1_DOG_v1,success,1.0,3.8155567395059684,2.6315789473684212,17.105263157894736,False,522623488.0,4.0,AFT-MC-01,50.0
471,ok,400082682267119981_micro_set0_BCT_v1,success,1.0,3.1875,3.125,15.625,False,10178268672.0,16.0,AFT-MC-00,1.0
472,ok,4003637151027245_micro_set1_APL_v1,success,1.0,3.13583984375,4.375,31.875,False,361098752.0,8.0,AFT-MC-00,50.0
473,ok,40155631569233367_micro_set0_PLT_VIL_v1,success,1.0,3.5126953125,10.9375,25.0,False,10451745280.0,32.0,AFT-MC-00,1.0
474,ok,127291833712091390_micro_set2_INS_v1,success,1.0,3.1958778858184815,3.75,25.625,False,9302888960.0,128.0,AFT-MC-01,1.0
475,xx,12821091830167463_micro_set2_FNG_v1,batch_size>dataset_size,,,,,,,,,
476,ok,40187364687147016_micro_set0_BCT_v1,success,1.0,5.957606084105461e+30,6.25,31.25,False,9566528000.0,8.0,AFT-MC-00,1.0
477,ok,40206495039778433_micro_set2_AWA_v1,success,1.0,3.0205078125,3.125,20.3125,False,7787204096.0,32.0,AFT-MC-00,1.0
478,ok,40285015450155716_micro_set1_PNU_v1,success,1.0,1.7734805165128994e+31,6.25,25.0,False,10477722624.0,8.0,AFT-MC-00,1.0
479,xx,402939107943603935_micro_set1_DOG_v1,OOM,,,,,,,,,
480,xx,129392591145256888_micro_set2_PLT_DOC_v1,OOM,,,,,,,,,
481,ok,40303469375019181_micro_set1_ACT_40_v1,success,1.0,3.24306640625,3.75,22.5,False,28099072.0,2.0,AFT-MC-00,50.0
482,xx,1300790572247429_micro_set1_PNU_v1,diverged,1.0,,9.375,31.25,True,9632107520.0,16.0,AFT-MC-01,1.0
483,ok,13198020097000394_micro_set1_PNU_v1,success,1.0,3.0594994708111414,5.2631578947368425,26.973684210526315,False,4234685440.0,4.0,AFT-MC-01,50.0
484,xx,40732114390521029_micro_set2_INS_v1,batch_size>dataset_size,,,,,,,,,
485,ok,407903935900330968_micro_set0_PLK_v1,success,1.0,20139.503125,7.5,27.5,False,808524288.0,16.0,AFT-MC-00,50.0
486,ok,4106441988066633_micro_set0_TEX_v1,success,1.0,3.1298828125,0.0,6.25,False,10043449856.0,8.0,AFT-MC-00,1.0
487,xx,132669371452124611_micro_set0_SPT_v1,OOM,,,,,,,,,
488,xx,41392572136325495_micro_set2_RSD_v1,batch_size>dataset_size,,,,,,,,,
489,xx,41800958222552457_micro_set2_PLT_DOC_v1,OOM,,,,,,,,,
490,ok,42212453847527522_micro_set2_PRT_v1,success,1.0,2.989953452348709,7.5,26.25,False,3645353984.0,4.0,AFT-MC-00,50.0
491,ok,42609450373979202_micro_set1_RSICB_v1,success,1.0,3.3103724271059036,5.625,20.0,False,2228249600.0,2.0,AFT-MC-00,50.0
492,ok,133625097407040903_micro_set1_PNU_v1,success,1.0,3.0295024671052633,2.6315789473684212,21.710526416176243,False,3874064384.0,32.0,AFT-MC-01,50.0
493,ok,426922379432084954_micro_set0_CRS_v1,success,1.0,3.4155775249004363,6.875,26.875,False,599757824.0,4.0,AFT-MC-00,50.0
494,ok,13485298528297155_micro_set2_AWA_v1,success,1.0,3.120556640625,5.625,28.125,False,32105472.0,4.0,AFT-MC-01,50.0
495,xx,42842289818651203_micro_set1_DOG_v1,OOM,,,,,,,,,
496,ok,13512116578645807_micro_set2_AWA_v1,success,1.0,3.0037109375,7.5,24.375,False,9383828992.0,16.0,AFT-MC-01,50.0
497,ok,428503092849587920_micro_set2_BTS_v1,success,1.0,3.182473969459534,8.125,28.125,False,4873281536.0,8.0,AFT-MC-00,50.0
498,xx,43049011745905270_micro_set1_PLT_NET_v1,batch_size>dataset_size,,,,,,,,,
499,xx,13636981189427974_micro_set2_PRT_v1,batch_size>dataset_size,,,,,,,,,
500,ok,13568493280987903_micro_set0_PLK_v1,success,1.0,3.095703125,2.34375,22.65625,False,7314298368.0,64.0,AFT-MC-01,1.0
501,ok,136549537947820260_micro_set0_PLT_VIL_v1,success,,,,,,,,,
502,ok,13762153247486148_micro_set2_INS_v1,success,1.0,3.444013836979866,4.375,26.25,False,403072000.0,2.0,AFT-MC-01,50.0
503,xx,43326467363259359_micro_set1_DOG_v1,batch_size>dataset_size,,,,,,,,,
504,xx,43428725233102157_micro_set2_RSD_v1,AMP,,,,,,,,,
505,ok,43435257705736689_micro_set1_TEX_DTD_v1,success,1.0,3.2001953125,5.625,22.5,True,170486272.0,4.0,AFT-MC-00,26.0
506,ok,434624781575112000_micro_set2_PLT_DOC_v1,success,1.0,3.5793548822402954,12.5,25.0,False,10337923072.0,4.0,AFT-MC-00,1.0
507,ok,43463259799746463_micro_set1_MD_5_BIS_v1,success,1.0,3.1028564453125,3.125,26.25,False,239651328.0,2.0,AFT-MC-00,50.0
508,xx,43513613716148987_micro_set0_FLW_v1,OOM,,,,,,,,,
509,xx,4361715071013119_micro_set0_PLK_v1,AMP,,,,,,,,,
510,ok,43895511552760849_micro_set0_FLW_v1,success,1.0,3.045849609375,3.125,31.25,False,65052160.0,2.0,AFT-MC-00,50.0
511,xx,43967561958509830_micro_set2_PLT_DOC_v1,batch_size>dataset_size,,,,,,,,,
512,ok,44019660664849140_micro_set2_AWA_v1,success,1.0,3.4750677347183228,3.75,20.625,False,1764823040.0,2.0,AFT-MC-00,50.0
513,xx,13766921217126438_micro_set1_MD_5_BIS_v1,OOM,,,,,,,,,
514,ok,138325117602950006_micro_set2_ACT_410_v1,success,1.0,3.3607687950134277,3.125,21.875,False,10323893760.0,16.0,AFT-MC-01,1.0
515,ok,44118914172852736_micro_set1_DOG_v1,success,1.0,3.9817665815353394,0.0,10.9375,False,10326642688.0,32.0,AFT-MC-00,1.0
516,ok,44266319998032342_micro_set0_PLT_VIL_v1,success,1.0,3.4949453353881834,2.5,23.125,False,4625093120.0,128.0,AFT-MC-00,50.0
517,ok,44267460597669309_micro_set0_MD_MIX_v1,success,1.0,3.138671875,12.5,37.5,False,10413501952.0,4.0,AFT-MC-00,1.0
518,ok,44588462039161355_micro_set1_RSICB_v1,success,1.0,3.0693359375,3.125,21.875,False,10147291648.0,16.0,AFT-MC-00,1.0
519,ok,44656700603331047_micro_set0_CRS_v1,success,1.0,3.068359375,12.5,12.5,False,10446662656.0,4.0,AFT-MC-00,1.0
520,xx,44526508080060498_micro_set1_DOG_v1,OOM,,,,,,,,,
521,ok,44716154591016569_micro_set1_ACT_40_v1,success,1.0,3.1796875,7.8125,29.6875,False,10058176000.0,32.0,AFT-MC-00,1.0
522,ok,44728986906837922_micro_set2_ACT_410_v1,success,1.0,3.0013970017433165,3.125,21.875,False,6990390272.0,8.0,AFT-MC-00,50.0
523,ok,44863214478081420_micro_set0_FLW_v1,success,1.0,3.0681034326553345,1.5625,25.0,False,9514885120.0,64.0,AFT-MC-00,1.0
524,ok,13969013031664057_micro_set2_AWA_v1,success,1.0,3.47470703125,3.75,21.25,True,1099372544.0,2.0,AFT-MC-01,26.0
525,xx,45200461891078749_micro_set0_MD_MIX_v1,AMP,,,,,,,,,
526,ok,14006137844090000_micro_set0_PLT_VIL_v1,success,,,,,,,,,
527,xx,45124949882818176_micro_set1_ACT_40_v1,OOM,,,,,,,,,
528,xx,45273796077614165_micro_set1_PNU_v1,batch_size>dataset_size,,,,,,,,,
529,ok,4527538016790805_micro_set1_MD_5_BIS_v1,success,1.0,3.551953125,5.0,27.5,True,2374749184.0,16.0,AFT-MC-00,27.0
530,xx,45482810296059467_micro_set2_ACT_410_v1,batch_size>dataset_size,,,,,,,,,
531,xx,454888730418385931_micro_set2_FNG_v1,batch_size>dataset_size,,,,,,,,,
532,xx,457403130805431616_micro_set1_MED_LF_v1,batch_size>dataset_size,,,,,,,,,
533,xx,458263789265775005_micro_set2_RSD_v1,batch_size>dataset_size,,,,,,,,,
534,xx,14087885523118089_micro_set0_PLK_v1,OOM,,,,,,,,,
535,xx,143016297698158721_micro_set2_PLT_DOC_v1,batch_size>dataset_size,,,,,,,,,
536,xx,142659917047886125_micro_set1_DOG_v1,OOM,,,,,,,,,
537,xx,14324145383505436_micro_set1_PNU_v1,batch_size>dataset_size,,,,,,,,,
538,xx,14401188312651917_micro_set2_PLT_DOC_v1,batch_size>dataset_size,,,,,,,,,
539,xx,144025307354662380_micro_set2_AWA_v1,OOM,,,,,,,,,
540,xx,144337166743983097_micro_set2_MD_6_v1,OOM,,,,,,,,,
541,xx,14572584999981027_micro_set2_AWA_v1,AMP,,,,,,,,,
542,ok,14587359435923160_micro_set1_DOG_v1,success,1.0,3.081005573272705,10.9375,31.25,False,10113618432.0,32.0,AFT-MC-01,1.0
543,ok,14591274194749143_micro_set1_TEX_DTD_v1,success,1.0,2.99521484375,6.875,28.75,True,195640320.0,4.0,AFT-MC-01,26.0
544,xx,461345260899705329_micro_set0_FLW_v1,AMP,,,,,,,,,
545,xx,46390609012289218_micro_set0_BCT_v1,batch_size>dataset_size,,,,,,,,,
546,ok,146184587977296080_micro_set0_FLW_v1,success,1.0,2.9517844915390015,0.0,25.0,False,10420925440.0,2.0,AFT-MC-01,1.0
547,ok,146751916626750102_micro_set1_RSICB_v1,success,1.0,3.2981751918792725,4.375,18.75,False,745416704.0,16.0,AFT-MC-01,50.0
548,ok,146958997854300781_micro_set2_PLT_DOC_v1,success,1.0,3.326171875,6.25,25.0,False,10263785984.0,16.0,AFT-MC-01,1.0
549,xx,465059448509272912_micro_set0_PLK_v1,OOM,,,,,,,,,
550,xx,4652875690309020_micro_set2_ACT_410_v1,OOM,,,,,,,,,
551,ok,46817941223112069_micro_set0_SPT_v1,success,1.0,3.116943359375,8.75,33.125,True,3828597248.0,4.0,AFT-MC-00,26.0
552,xx,46598340944547358_micro_set0_TEX_v1,batch_size>dataset_size,,,,,,,,,
553,xx,46930423615268818_micro_set1_MD_5_BIS_v1,OOM,,,,,,,,,
554,xx,148506284638238661_micro_set1_MED_LF_v1,OOM,,,,,,,,,
555,ok,46953351391017082_micro_set0_MD_MIX_v1,success,1.0,3.1690339922904966,5.625,28.125,False,5377247232.0,8.0,AFT-MC-00,50.0
556,xx,46937192314637256_micro_set2_BTS_v1,OOM,,,,,,,,,
557,xx,14872130081773658_micro_set1_ACT_40_v1,OOM,,,,,,,,,
558,xx,149015250466007902_micro_set2_FNG_v1,batch_size>dataset_size,,,,,,,,,
559,xx,473471986623837532_micro_set1_RSICB_v1,batch_size>dataset_size,,,,,,,,,
560,xx,15022057711634907_micro_set1_APL_v1,OOM,,,,,,,,,
561,ok,15024487415810636_micro_set0_BRD_v1,success,1.0,3.0525844275951384,7.5,31.25,False,78999552.0,4.0,AFT-MC-01,50.0
562,ok,47878812568665641_micro_set2_FNG_v1,success,1.0,3.005859375,3.125,23.4375,False,9961782272.0,32.0,AFT-MC-00,1.0
563,ok,15037967954732780_micro_set2_MD_6_v1,success,1.0,3.2909869492053985,6.875,25.0,False,5501012480.0,4.0,AFT-MC-01,50.0
564,xx,48086111227473958_micro_set0_FLW_v1,NoCUDA,,,,,,,,,
565,xx,481596372028959_micro_set1_TEX_DTD_v1,NoCUDA,,,,,,,,,
566,xx,48181383198540071_micro_set2_BTS_v1,batch_size>dataset_size,,,,,,,,,
567,xx,4836798880621179_micro_set0_BRD_v1,NoCUDA,,,,,,,,,
568,xx,48416894217557050_micro_set0_MD_MIX_v1,NoCUDA,,,,,,,,,
569,xx,485390218711474_micro_set2_PRT_v1,NoCUDA,,,,,,,,,
570,xx,48545909313446102_micro_set2_FNG_v1,NoCUDA,,,,,,,,,
571,xx,4891283138974599_micro_set1_DOG_v1,NoCUDA,,,,,,,,,
572,xx,49033059126631327_micro_set2_INS_v1,NoCUDA,,,,,,,,,
573,xx,49224131265682802_micro_set2_TEX_ALOT_v1,NoCUDA,,,,,,,,,
574,xx,49079058281320339_micro_set1_TEX_DTD_v1,AMP,,,,,,,,,
575,xx,4937481404490338_micro_set0_PLK_v1,NoCUDA,,,,,,,,,
576,ok,15073190617507623_micro_set1_RSICB_v1,success,1.0,4.013671875,5.0,23.75,False,5624155648.0,32.0,AFT-MC-01,50.0
577,xx,49723044348496322_micro_set0_RESISC_v1,NoCUDA,,,,,,,,,
578,ok,499841375201395567_micro_set1_INS_2_v1,success,1.0,3.05390625,6.875,28.125,False,500277248.0,16.0,AFT-MC-00,50.0
579,xx,50043804799880706_micro_set2_INS_v1,NoCUDA,,,,,,,,,
580,ok,499942643711738_micro_set1_INS_2_v1,success,1.0,3.227132511138916,5.625,22.5,False,9381057024.0,128.0,AFT-MC-00,1.0
581,ok,50353737515930205_micro_set1_DOG_v1,success,1.0,3.12890625,0.0,25.0,False,10455288320.0,4.0,AFT-MC-00,1.0
582,xx,504808132036521443_micro_set0_PLK_v1,diverged,1.0,,5.0,21.25,True,7566069248.0,8.0,AFT-MC-00,1.0
583,ok,50678320471994288_micro_set2_INS_v1,success,1.0,2873430.571875,7.5,27.5,False,642057216.0,4.0,AFT-MC-00,50.0
584,ok,15130788574560220_micro_set0_BRD_v1,success,1.0,3.1384490489959718,6.25,30.625,False,3175145472.0,64.0,AFT-MC-01,50.0
585,xx,510088339598074451_micro_set1_TEX_DTD_v1,batch_size>dataset_size,,,,,,,,,
586,xx,1522148304316177_micro_set1_MD_5_BIS_v1,AMP,,,,,,,,,
587,ok,15232219031346549_micro_set0_RESISC_v1,success,1.0,3.109375,1.25,23.125,False,5049797120.0,256.0,AFT-MC-01,50.0
588,ok,511204419345648718_micro_set2_AWA_v1,success,1.0,2.9812756061553953,9.375,30.625,False,2402454528.0,64.0,AFT-MC-00,50.0
589,xx,51129527952351882_micro_set2_AWA_v1,NoCUDA,,,,,,,,,
590,xx,51209678009583692_micro_set1_APL_v1,NoCUDA,,,,,,,,,
591,xx,51244030663626804_micro_set1_TEX_DTD_v1,NoCUDA,,,,,,,,,
592,xx,51246004972906386_micro_set2_FNG_v1,NoCUDA,,,,,,,,,
593,xx,51465071438132948_micro_set2_TEX_ALOT_v1,NoCUDA,,,,,,,,,
594,xx,51482078820506384_micro_set1_MD_5_BIS_v1,NoCUDA,,,,,,,,,
595,xx,51519892348496853_micro_set1_TEX_DTD_v1,NoCUDA,,,,,,,,,
596,xx,52043270197277536_micro_set1_RSICB_v1,batch_size>dataset_size,,,,,,,,,
597,xx,5207079222005583_micro_set2_TEX_ALOT_v1,OOM,,,,,,,,,
598,xx,1526288263601871_micro_set0_RESISC_v1,OOM,,,,,,,,,
599,xx,152778099584162320_micro_set0_PLT_VIL_v1,batch_size>dataset_size,,,,,,,,,
600,ok,15330518322540629_micro_set2_AWA_v1,success,1.0,3.0634765625,0.0,25.0,False,9982640128.0,2.0,AFT-MC-01,1.0
601,ok,153653329682025789_micro_set1_TEX_DTD_v1,success,1.0,3.00380859375,5.0,28.125,False,2535719424.0,4.0,AFT-MC-01,50.0
602,xx,153216176229951981_micro_set1_TEX_DTD_v1,AMP,,,,,,,,,
603,ok,15365414734365212_micro_set0_SPT_v1,success,1.0,3.1371206283569335,1.25,15.625,False,390356992.0,32.0,AFT-MC-01,50.0
604,xx,52669474722392111_micro_set0_MD_MIX_v1,batch_size>dataset_size,,,,,,,,,
605,ok,15374168120331284_micro_set1_PLT_NET_v1,success,1.0,3.1059428453445435,15.625,28.125,False,10385861120.0,16.0,AFT-MC-01,1.0
606,ok,154575265706063015_micro_set0_FLW_v1,success,1.0,2.974609375,0.0,25.0,False,10116244992.0,4.0,AFT-MC-01,1.0
607,ok,52908153489505273_micro_set2_PLT_DOC_v1,success,1.0,3.0224609375,0.0,25.0,False,10396890112.0,2.0,AFT-MC-00,1.0
608,xx,53129978850354743_micro_set0_SPT_v1,AMP,,,,,,,,,
609,xx,1555989455822078_micro_set2_MD_6_v1,AMP,,,,,,,,,
610,xx,15565439464701203_micro_set0_PLT_VIL_v1,diverged,1.0,,3.125,9.375,True,9513339392.0,16.0,AFT-MC-01,1.0
611,ok,15658064073053213_micro_set2_PLT_DOC_v1,success,1.0,3.605859375,6.25,26.25,False,3563196416.0,8.0,AFT-MC-01,50.0
612,xx,53713322788764093_micro_set2_ACT_410_v1,success,,,,,,,,,
613,ok,15711643182510095_micro_set0_CRS_v1,success,1.0,2.9734375,10.0,26.875,False,138995200.0,8.0,AFT-MC-01,50.0
614,ok,156981736841029795_micro_set1_APL_v1,success,1.0,3.1614013671875,6.25,30.0,False,47933440.0,2.0,AFT-MC-01,50.0
615,xx,54105416781611157_micro_set2_RSD_v1,diverged,1.0,,0.0,18.75,True,10175882240.0,8.0,AFT-MC-00,1.0
616,ok,54288363198147348_micro_set1_PLT_NET_v1,success,1.0,3.2005680799484253,6.25,31.25,False,10253192192.0,64.0,AFT-MC-00,1.0
617,ok,15882846473418428_micro_set1_TEX_DTD_v1,success,1.0,3.2000290393829345,5.625,22.5,False,47181312.0,4.0,AFT-MC-01,50.0
618,xx,54869539106063699_micro_set0_CRS_v1,batch_size>dataset_size,,,,,,,,,
619,ok,54993198845145322_micro_set0_RESISC_v1,success,1.0,2768995.15,7.5,30.0,False,3565032448.0,64.0,AFT-MC-00,50.0
620,ok,55484648352919640_micro_set0_BRD_v1,success,1.0,1.4002386119958725e+18,6.25,24.375,False,4115325440.0,4.0,AFT-MC-00,50.0
621,xx,55494668763533404_micro_set2_PRT_v1,OOM,,,,,,,,,
622,ok,55516676845644924_micro_set1_PLT_NET_v1,success,1.0,3.043305277824402,0.0,25.0,False,10154993664.0,4.0,AFT-MC-00,1.0
623,ok,5601793963064727_micro_set2_RSD_v1,success,1.0,3.343212890625,4.375,20.625,False,1972206080.0,4.0,AFT-MC-00,50.0
624,ok,56054244770464896_micro_set1_TEX_DTD_v1,success,1.0,3.0528665512800215,4.375,18.75,False,3407675904.0,2.0,AFT-MC-00,50.0
625,xx,56336245076764870_micro_set1_ACT_40_v1,batch_size>dataset_size,,,,,,,,,
626,xx,56418804800348543_micro_set0_BCT_v1,OOM,,,,,,,,,
627,xx,565798403660438500_micro_set0_SPT_v1,batch_size>dataset_size,,,,,,,,,
628,ok,56925506786091598_micro_set1_ACT_40_v1,success,1.0,3.1789966821670532,12.5,28.125,False,10121751552.0,16.0,AFT-MC-00,1.0
629,xx,56908040559601999_micro_set2_PRT_v1,AMP,,,,,,,,,
630,xx,5647232473810807_micro_set2_TEX_ALOT_v1,OOM,,,,,,,,,
631,ok,5726269451781155_micro_set1_RSICB_v1,success,1.0,3.130859375,1.875,23.125,False,1161118208.0,64.0,AFT-MC-00,50.0
632,ok,57049323934956127_micro_set0_MD_MIX_v1,success,1.0,2.5693359375,25.0,50.0,False,10147953152.0,2.0,AFT-MC-00,1.0
633,ok,5776858575523496_micro_set0_RESISC_v1,success,1.0,3.115833818912506,2.5,26.25,False,3559154688.0,4.0,AFT-MC-00,50.0
634,ok,16073182312682522_micro_set2_AWA_v1,success,1.0,3.0380101203918457,3.125,14.0625,False,10237299712.0,32.0,AFT-MC-01,1.0
635,ok,57801146441732660_micro_set1_PNU_v1,success,1.0,2.963871642162925,4.605263157894737,21.710526315789473,False,2699376128.0,4.0,AFT-MC-00,50.0
636,ok,591823214053525_micro_set1_MED_LF_v1,success,1.0,3.2835693359375,3.125,25.0,True,1032201216.0,2.0,AFT-MC-00,26.0
637,ok,59387276710586225_micro_set2_MD_6_v1,success,1.0,3.044921875,6.25,43.75,False,10208609280.0,8.0,AFT-MC-00,1.0
638,ok,161822874785488004_micro_set2_ACT_410_v1,success,1.0,4.446137076616287,4.375,25.0,False,1223672320.0,4.0,AFT-MC-01,50.0
639,xx,5965555644025866_micro_set0_PLT_VIL_v1,OOM,,,,,,,,,
640,xx,59912312065231941_micro_set0_BCT_v1,cuDNN_error,,,,,,,,,
641,xx,60392720540947099_micro_set2_PLT_DOC_v1,OOM,,,,,,,,,
642,xx,60600634716802343_micro_set2_ACT_410_v1,diverged,1.0,,12.5,12.5,True,10129219072.0,4.0,AFT-MC-00,1.0
643,xx,1620541585965867_micro_set2_TEX_ALOT_v1,OOM,,,,,,,,,
644,ok,162405461334688173_micro_set0_FLW_v1,success,,,,,,,,,
645,xx,16287168495135095_micro_set1_RSICB_v1,NoCUDA,,,,,,,,,
646,xx,6104749866563640_micro_set0_TEX_v1,OOM,,,,,,,,,
647,xx,16346422970596497_micro_set0_PLT_VIL_v1,NoCUDA,,,,,,,,,
648,xx,163485109990477109_micro_set0_FLW_v1,NoCUDA,,,,,,,,,
649,xx,16359671587781249_micro_set1_DOG_v1,NoCUDA,,,,,,,,,
650,xx,164100649851507367_micro_set2_FNG_v1,NoCUDA,,,,,,,,,
651,xx,16465703131273862_micro_set0_BRD_v1,NoCUDA,,,,,,,,,
652,xx,165414959220102346_micro_set0_PLT_VIL_v1,NoCUDA,,,,,,,,,
653,xx,61269850230278775_micro_set1_MD_5_BIS_v1,OOM,,,,,,,,,
654,xx,16673137747469824_micro_set1_ACT_40_v1,NoCUDA,,,,,,,,,
655,xx,1674572127743907_micro_set2_ACT_410_v1,NoCUDA,,,,,,,,,
656,xx,167475559395328078_micro_set0_SPT_v1,NoCUDA,,,,,,,,,
657,xx,167936104475482215_micro_set0_BCT_v1,NoCUDA,,,,,,,,,
658,xx,16935785605630215_micro_set2_MD_6_v1,NoCUDA,,,,,,,,,
659,xx,169721133128970789_micro_set2_BTS_v1,AMP,,,,,,,,,
660,xx,61751384310737485_micro_set0_FLW_v1,diverged,1.0,,1.875,21.875,True,5822935040.0,2.0,AFT-MC-00,1.0
661,ok,169840833829111664_micro_set1_MED_LF_v1,success,1.0,2.9953230381011964,3.75,23.125,False,8325272064.0,32.0,AFT-MC-01,50.0
662,xx,6183361322443777_micro_set2_INS_v1,AMP,,,,,,,,,
663,ok,6167497156039129_micro_set0_PLT_VIL_v1,success,1.0,3.2294921875,0.0,0.0,False,10095089664.0,2.0,AFT-MC-00,1.0
664,ok,6184347306303386_micro_set0_RESISC_v1,success,1.0,3.013880652189255,4.375,21.875,False,4311813632.0,4.0,AFT-MC-00,50.0
665,xx,6187175566898239_micro_set0_PLT_VIL_v1,AMP,,,,,,,,,
666,ok,6208160809085086_micro_set1_PNU_v1,success,1.0,3.0750977491077625,4.605263157894737,26.31578947368421,False,86667264.0,8.0,AFT-MC-00,50.0
667,ok,17004864242822252_micro_set0_CRS_v1,success,1.0,3.419675827026367,0.0,0.0,False,10186142720.0,4.0,AFT-MC-01,1.0
668,ok,17018415581468115_micro_set1_PLT_NET_v1,success,1.0,3.2365234375,9.375,31.875,False,1380449792.0,4.0,AFT-MC-01,50.0
669,ok,63054567602535496_micro_set0_FLW_v1,success,1.0,3.1793871939182283,8.75,28.125,False,2040536064.0,8.0,AFT-MC-00,50.0
670,ok,63132356524580067_micro_set0_MD_MIX_v1,success,1.0,3.099609375,6.25,20.625,True,176162304.0,4.0,AFT-MC-00,26.0
671,ok,17026385896475648_micro_set1_PNU_v1,success,1.0,2.986186146736145,0.0,21.875,False,10358495232.0,16.0,AFT-MC-01,1.0
672,ok,63418917565243533_micro_set1_PNU_v1,success,1.0,3.0954975328947367,5.921052631578948,28.94736842105263,False,32110080.0,4.0,AFT-MC-00,50.0
673,ok,63605619931918188_micro_set1_DOG_v1,success,1.0,13317.4267578125,7.894737042878804,25.0,False,2902531072.0,128.0,AFT-MC-00,50.0
674,ok,17134269433925948_micro_set0_BCT_v1,success,1.0,3.438196539878845,0.0,12.5,False,10392625664.0,4.0,AFT-MC-01,1.0
675,xx,171400034434976531_micro_set0_SPT_v1,batch_size>dataset_size,,,,,,,,,
676,xx,17293525237978216_micro_set1_TEX_DTD_v1,batch_size>dataset_size,,,,,,,,,
677,xx,63636196443302072_micro_set2_INS_v1,OOM,,,,,,,,,
678,xx,63686778558672203_micro_set1_TEX_DTD_v1,batch_size>dataset_size,,,,,,,,,
679,xx,6382851920115457_micro_set2_INS_v1,diverged,1.0,,3.125,21.875,True,8573857792.0,64.0,AFT-MC-00,1.0
680,ok,174224853897440441_micro_set0_FLW_v1,success,1.0,3.029296875,0.0,25.0,False,10437537792.0,2.0,AFT-MC-01,1.0
681,ok,17488837396044905_micro_set0_PLT_VIL_v1,success,1.0,3.57177734375,7.5,22.5,False,1277062656.0,8.0,AFT-MC-01,50.0
682,ok,64001858668438532_micro_set1_DOG_v1,success,1.0,1871979.2105263157,5.263157944930227,23.026315789473685,False,9635143680.0,128.0,AFT-MC-00,1.0
683,ok,64345384788117232_micro_set2_INS_v1,success,1.0,3.0031292915344237,6.875,34.375,False,605828096.0,8.0,AFT-MC-00,50.0
684,ok,64377675300981067_micro_set2_RSD_v1,success,1.0,3.343359375,4.375,20.625,False,5066468864.0,16.0,AFT-MC-00,50.0
685,xx,17604367482092739_micro_set0_MD_MIX_v1,AMP,,,,,,,,,
686,xx,651124007232102_micro_set1_MED_LF_v1,OOM,,,,,,,,,
687,ok,17655303820234874_micro_set0_BCT_v1,success,1.0,1.0378181334207037e+18,1.5625,20.3125,False,9605496832.0,32.0,AFT-MC-01,1.0
688,xx,65171483958021495_micro_set2_ACT_410_v1,OOM,,,,,,,,,
689,ok,17679292966733702_micro_set2_INS_v1,success,1.0,3.037434935569763,3.125,29.6875,False,9049562112.0,32.0,AFT-MC-01,1.0
690,ok,65431786362131757_micro_set0_MD_MIX_v1,success,1.0,3.500244140625,7.5,28.125,True,2143705600.0,4.0,AFT-MC-00,26.0
691,ok,65571820887147932_micro_set1_TEX_DTD_v1,success,1.0,3.0035581409931185,3.75,27.5,False,630903808.0,4.0,AFT-MC-00,50.0
692,ok,65848132533692438_micro_set0_MD_MIX_v1,success,1.0,3.4333687305450438,3.75,28.125,False,4843028480.0,32.0,AFT-MC-00,50.0
693,ok,66003960261017602_micro_set2_PRT_v1,success,1.0,3.8170623779296875,3.125,12.5,False,10268371968.0,16.0,AFT-MC-00,1.0
694,xx,66507604489785950_micro_set1_ACT_40_v1,OOM,,,,,,,,,
695,ok,66742162259572113_micro_set1_ACT_40_v1,success,1.0,3.2705078125,7.8125,27.34375,False,9909738496.0,64.0,AFT-MC-00,1.0
696,xx,66901558573161260_micro_set1_ACT_40_v1,success,,,,,,,,,
697,xx,6692981816457232_micro_set2_FNG_v1,batch_size>dataset_size,,,,,,,,,
698,xx,67020209232503429_micro_set2_AWA_v1,NoCUDA,,,,,,,,,
699,xx,67085455149517357_micro_set2_MD_6_v1,NoCUDA,,,,,,,,,
700,ok,67274458145732956_micro_set0_BRD_v1,success,1.0,3.004069471359253,1.875,8.125,False,6949078528.0,8.0,AFT-MC-00,50.0
701,xx,67462557824586131_micro_set1_INS_2_v1,batch_size>dataset_size,,,,,,,,,
702,ok,17952372827511079_micro_set2_RSD_v1,success,1.0,,3.125,16.875,False,1849363456.0,128.0,AFT-MC-01,50.0
703,ok,17908067781856165_micro_set0_FLW_v1,success,1.0,3.2099609375,0.0,0.0,False,9901388288.0,4.0,AFT-MC-01,1.0
704,ok,67810545367997062_micro_set1_RSICB_v1,success,1.0,3.2981752514839173,4.375,18.75,False,422042112.0,8.0,AFT-MC-00,50.0
705,ok,17964168105751941_micro_set0_FLW_v1,success,1.0,3.9873291015625,5.0,20.0,True,233350656.0,4.0,AFT-MC-01,26.0
706,ok,6797364002071998_micro_set0_CRS_v1,success,1.0,4.387786388397217,0.0,12.5,False,10411420672.0,4.0,AFT-MC-00,1.0
707,xx,67974078103219242_micro_set2_MD_6_v1,OOM,,,,,,,,,
708,ok,68178771710932667_micro_set0_BRD_v1,success,1.0,3.09677734375,5.0,19.375,False,102938112.0,8.0,AFT-MC-00,50.0
