,output_state,experiment,diagnosis,device_count,initial_eval_loss,initial_eval_top1,initial_eval_top5,invalid_loss_value,max_memory_allocated,final_batch_size,project,curve_length
1062,xx,42823449602586992_micro_set2_TEX_ALOT_v1,NoCUDA,,,,,,,,,
1063,xx,431437780062485_micro_set1_APL_v1,NoCUDA,,,,,,,,,
1064,xx,42623316737053501_micro_set1_PLT_NET_v1,OOM,,,,,,,,,
1065,xx,43321745634939722_micro_set0_MD_MIX_v1,NoCUDA,,,,,,,,,
1066,ok,43354979685720249_micro_set0_RESISC_v1,success,1.0,3.279296875,3.75,22.5,True,1206360576.0,256.0,AFT-MC-01,27.0
1067,xx,433869641548092368_micro_set1_PNU_v1,NoCUDA,,,,,,,,,
1068,xx,43709805964489263_micro_set2_FNG_v1,NoCUDA,,,,,,,,,
1069,ok,429059418035281559_micro_set2_INS_v1,success,1.0,3.181640625,0.0,0.0,False,9969340416.0,4.0,AFT-MC-01,1.0
1070,ok,44032994921607452_micro_set1_TEX_DTD_v1,success,1.0,2.987454080581665,5.625,33.75,False,4749006848.0,32.0,AFT-MC-01,50.0
1071,ok,441445193845760774_micro_set2_PRT_v1,success,1.0,3.2838086009025576,6.25,20.625,False,1689054208.0,4.0,AFT-MC-01,50.0
1072,ok,43817978224557335_micro_set1_PLT_NET_v1,success,1.0,3.068359375,0.0,18.75,False,9671883776.0,8.0,AFT-MC-01,1.0
1073,ok,4474171301038842_micro_set1_TEX_DTD_v1,success,1.0,3.297652769088745,3.125,11.875,False,2959522816.0,128.0,AFT-MC-01,50.0
1074,xx,446086987312699480_micro_set1_ACT_40_v1,OOM,,,,,,,,,
1075,xx,4487595973004075_micro_set0_CRS_v1,diverged,1.0,,6.875,27.5,True,3245231104.0,8.0,AFT-MC-01,1.0
1076,xx,4496480346023866_micro_set1_TEX_DTD_v1,OOM,,,,,,,,,
1077,ok,451788041352295631_micro_set1_MD_5_BIS_v1,success,1.0,4.2197265625,3.125,21.875,False,10459800064.0,16.0,AFT-MC-01,1.0
1078,ok,45240668986546376_micro_set1_MD_5_BIS_v1,success,1.0,3.259498357772827,6.25,25.0,False,2379940352.0,32.0,AFT-MC-01,50.0
1079,ok,45341249456938562_micro_set2_AWA_v1,success,1.0,3.148119640350342,1.875,16.875,False,369758208.0,32.0,AFT-MC-01,50.0
1080,ok,4541372873534812_micro_set2_RSD_v1,success,1.0,2.998197603225708,8.75,29.375,False,4099269632.0,8.0,AFT-MC-01,50.0
1081,ok,4545872166627656_micro_set1_TEX_DTD_v1,success,1.0,3.579684853553772,3.125,18.75,False,10309725184.0,16.0,AFT-MC-01,1.0
1082,xx,46046760252047024_micro_set2_ACT_410_v1,OOM,,,,,,,,,
1083,ok,46050820732658088_micro_set0_PLK_v1,success,1.0,20139.50145263672,7.5,27.5,False,274312704.0,2.0,AFT-MC-01,50.0
1084,ok,4612387144595225_micro_set1_DOG_v1,success,1.0,3.3035567434210527,3.289473684210526,28.94736842105263,True,2853235200.0,8.0,AFT-MC-01,26.0
1085,ok,4627230623051149_micro_set1_DOG_v1,success,1.0,3.0070929276315788,7.2368421052631575,30.263157894736842,True,71838720.0,2.0,AFT-MC-01,26.0
1086,xx,465260171570654639_micro_set1_APL_v1,AMP,,,,,,,,,
1087,ok,465277410127630_micro_set0_FLW_v1,success,1.0,3.0310355186462403,5.625,28.125,False,3562311680.0,64.0,AFT-MC-01,50.0
1088,ok,46868586722496281_micro_set0_PLT_VIL_v1,success,1.0,3.00390625,9.375,28.125,False,10259844096.0,16.0,AFT-MC-01,1.0
1089,ok,47019126278192551_micro_set0_PLT_VIL_v1,success,1.0,3.4642578125,8.75,33.75,True,5677591040.0,16.0,AFT-MC-01,26.0
1090,ok,47053434308598105_micro_set1_PLT_NET_v1,success,1.0,3.115234375,4.375,23.125,False,3670959104.0,256.0,AFT-MC-01,50.0
1091,xx,47201751949110695_micro_set0_BCT_v1,diverged,1.0,,3.125,21.875,True,9654897664.0,16.0,AFT-MC-01,1.0
1092,xx,47273957023917549_micro_set2_AWA_v1,OOM,,,,,,,,,
1093,xx,47481277378654799_micro_set1_PLT_NET_v1,batch_size>dataset_size,,,,,,,,,
1094,ok,475250360905782_micro_set0_FLW_v1,success,1.0,3.045558986067772,3.125,31.25,False,161463296.0,2.0,AFT-MC-01,50.0
1095,xx,47542955042670802_micro_set1_DOG_v1,batch_size>dataset_size,,,,,,,,,
1096,xx,478613217543004691_micro_set1_RSICB_v1,batch_size>dataset_size,,,,,,,,,
1097,ok,481708428384941529_micro_set0_RESISC_v1,success,1.0,3.482421875,8.125,27.5,False,5629559808.0,256.0,AFT-MC-01,50.0
1098,ok,4825006266087276_micro_set2_AWA_v1,success,1.0,3.314056658744812,7.5,24.375,False,1226954752.0,16.0,AFT-MC-01,50.0
1099,xx,4827419981204025_micro_set2_INS_v1,AMP,,,,,,,,,
1100,xx,4869369228381677_micro_set2_PRT_v1,batch_size>dataset_size,,,,,,,,,
1101,xx,4889187505799042_micro_set2_PLT_DOC_v1,OOM,,,,,,,,,
1102,xx,4977633984938039_micro_set1_RSICB_v1,AMP,,,,,,,,,
1103,ok,4992914828137472_micro_set0_BCT_v1,success,1.0,3.00508770942688,13.125,25.625,False,5705773568.0,32.0,AFT-MC-01,50.0
1104,xx,5000109488429099_micro_set0_PLT_VIL_v1,OOM,,,,,,,,,
1105,ok,50585044401513393_micro_set1_INS_2_v1,success,1.0,2.8203125,0.0,50.0,False,10077650944.0,2.0,AFT-MC-01,1.0
1106,ok,51147378281306364_micro_set0_PLT_VIL_v1,success,1.0,14070.1302734375,2.5,25.625,False,320595456.0,16.0,AFT-MC-01,50.0
1107,ok,51297827149782246_micro_set2_ACT_410_v1,success,1.0,2.2033557436822979e+18,0.0,21.875,False,9699102208.0,16.0,AFT-MC-01,1.0
1108,xx,51333757106822585_micro_set1_APL_v1,batch_size>dataset_size,,,,,,,,,
1109,ok,5132767151680199_micro_set1_MD_5_BIS_v1,success,1.0,3.068359375,0.0,12.5,False,10114401280.0,4.0,AFT-MC-01,1.0
1110,xx,51521086594632954_micro_set2_ACT_410_v1,OOM,,,,,,,,,
1111,xx,51949366798546772_micro_set1_RSICB_v1,OOM,,,,,,,,,
1112,ok,5205708307742307_micro_set2_FNG_v1,success,1.0,3.193359375,5.0,26.875,False,1213884416.0,256.0,AFT-MC-01,50.0
1113,xx,52429105381401844_micro_set1_ACT_40_v1,batch_size>dataset_size,,,,,,,,,
1114,ok,52508861916644240_micro_set2_RSD_v1,success,1.0,3.3570369243621827,1.25,19.375,False,6777135104.0,32.0,AFT-MC-01,50.0
1115,ok,52764379248055181_micro_set2_TEX_ALOT_v1,success,1.0,,1.875,21.875,True,660965376.0,8.0,AFT-MC-01,34.0
1116,xx,52977542840509459_micro_set0_BRD_v1,AMP,,,,,,,,,
1117,xx,53545301326609121_micro_set1_ACT_40_v1,OOM,,,,,,,,,
1118,ok,54030204140101166_micro_set1_APL_v1,success,1.0,3.0395815849304197,1.875,25.0,False,3188529664.0,4.0,AFT-MC-01,50.0
1119,xx,5421252461971083_micro_set0_MD_MIX_v1,OOM,,,,,,,,,
1120,ok,5451691089804054_micro_set0_MD_MIX_v1,success,1.0,3.194947385787964,5.625,28.125,False,592668672.0,16.0,AFT-MC-01,50.0
1121,ok,54640017771952928_micro_set2_TEX_ALOT_v1,success,1.0,3.0920534133911133,3.125,26.5625,False,9563829248.0,64.0,AFT-MC-01,1.0
1122,ok,54925078319779770_micro_set1_ACT_40_v1,success,1.0,3.8305748820304872,2.5,18.125,False,356698112.0,2.0,AFT-MC-01,50.0
1123,ok,55094486031499261_micro_set1_INS_2_v1,success,1.0,3.15546875,5.0,23.75,True,2615642112.0,128.0,AFT-MC-01,26.0
1124,ok,55161992368920623_micro_set0_BCT_v1,success,1.0,3.67900390625,1.25,22.5,True,1060315136.0,8.0,AFT-MC-01,26.0
1125,ok,55270429832736247_micro_set2_MD_6_v1,success,1.0,3.669921875,0.0,18.75,False,10226688512.0,8.0,AFT-MC-01,1.0
1126,ok,55938193195786366_micro_set2_ACT_410_v1,success,1.0,3.1551586270332335,2.5,20.0,False,1312881152.0,8.0,AFT-MC-01,50.0
1127,xx,5607613085878141_micro_set2_MD_6_v1,AMP,,,,,,,,,
1128,ok,5622877716060484_micro_set0_BRD_v1,success,1.0,3.3040865659713745,6.25,39.0625,False,10314881536.0,32.0,AFT-MC-01,1.0
1129,ok,56882338235573855_micro_set1_INS_2_v1,success,1.0,2.99228515625,5.0,24.375,False,6802132992.0,8.0,AFT-MC-01,50.0
1130,ok,572214788982845074_micro_set1_DOG_v1,success,1.0,3.4501507407740544,3.2894737344039116,19.73684220564993,False,2347948544.0,64.0,AFT-MC-01,50.0
1131,ok,57398686739932263_micro_set0_PLK_v1,success,1.0,,5.0,21.25,False,3482016768.0,256.0,AFT-MC-01,50.0
1132,ok,57301740740142664_micro_set0_PLT_VIL_v1,success,1.0,2.955764651298523,10.9375,32.8125,False,9814733824.0,32.0,AFT-MC-01,1.0
1133,xx,575179815233795_micro_set0_RESISC_v1,OOM,,,,,,,,,
1134,ok,57580737540589443_micro_set2_MD_6_v1,success,1.0,3.019482421875,6.25,32.5,False,2668476416.0,4.0,AFT-MC-01,50.0
1135,ok,57600492225354933_micro_set0_PLT_VIL_v1,success,1.0,3.494140625,2.5,23.125,True,8544091136.0,256.0,AFT-MC-01,27.0
1136,ok,57770168086219135_micro_set1_TEX_DTD_v1,success,1.0,2.73828125,50.0,75.0,False,10331402752.0,2.0,AFT-MC-01,1.0
1137,xx,59167393436326492_micro_set2_FNG_v1,OOM,,,,,,,,,
1138,ok,59339651681888990_micro_set0_BRD_v1,success,1.0,15744.9466796875,3.125,18.125,False,918910976.0,32.0,AFT-MC-01,50.0
1139,ok,59846507081797941_micro_set2_PLT_DOC_v1,success,1.0,4.43515625,3.75,16.875,True,7723338752.0,32.0,AFT-MC-01,26.0
1140,xx,59835313836990485_micro_set2_TEX_ALOT_v1,OOM,,,,,,,,,
1141,ok,60333795443254597_micro_set0_SPT_v1,success,1.0,3.567578125,8.75,28.75,True,4329807872.0,16.0,AFT-MC-01,26.0
1142,ok,60475750578731543_micro_set0_CRS_v1,success,1.0,3.1041015625,5.0,33.125,True,4605416960.0,8.0,AFT-MC-01,26.0
1143,ok,60499568208248561_micro_set1_DOG_v1,success,1.0,3.1978824013157894,4.605263208088122,26.973684411299857,False,913893888.0,64.0,AFT-MC-01,50.0
1144,ok,60539342520331108_micro_set2_INS_v1,success,1.0,3.0951261043548586,6.25,29.375,False,392006144.0,64.0,AFT-MC-01,50.0
1145,xx,609302587504162444_micro_set0_MD_MIX_v1,batch_size>dataset_size,,,,,,,,,
1146,xx,61911219257537597_micro_set1_PNU_v1,batch_size>dataset_size,,,,,,,,,
1147,xx,62180725373487715_micro_set2_BTS_v1,OOM,,,,,,,,,
1148,xx,6260511707168941_micro_set2_TEX_ALOT_v1,OOM,,,,,,,,,
1149,ok,62736334599007598_micro_set2_ACT_410_v1,success,1.0,3.015019416809082,0.0,25.0,False,10100667392.0,8.0,AFT-MC-01,1.0
1150,ok,62955343286763110_micro_set1_PNU_v1,success,1.0,2.1839046365272404e+31,12.5,37.5,False,10309128192.0,4.0,AFT-MC-01,1.0
1151,xx,6336462635906378_micro_set1_TEX_DTD_v1,OOM,,,,,,,,,
1152,ok,63371886237906930_micro_set2_PRT_v1,success,1.0,3.207777726650238,4.375,26.25,False,863300096.0,2.0,AFT-MC-01,50.0
1153,ok,63798714579362047_micro_set2_MD_6_v1,success,1.0,3.117578125,4.375,23.125,False,276319232.0,16.0,AFT-MC-01,50.0
1154,xx,63948621538895000_micro_set1_RSICB_v1,cuDNN_error,,,,,,,,,
1155,xx,64136126381379767_micro_set1_DOG_v1,OOM,,,,,,,,,
1156,xx,64494459173355682_micro_set2_ACT_410_v1,OOM,,,,,,,,,
1157,ok,64504363983831427_micro_set2_FNG_v1,success,1.0,3.1708984375,0.0,12.5,False,10455329280.0,4.0,AFT-MC-01,1.0
1158,xx,64736850532697495_micro_set2_PRT_v1,batch_size>dataset_size,,,,,,,,,
1159,xx,65194176069559474_micro_set1_RSICB_v1,batch_size>dataset_size,,,,,,,,,
1160,ok,6567093053167842_micro_set2_TEX_ALOT_v1,success,1.0,3.2381577759981157,5.0,26.875,False,9990709248.0,2.0,AFT-MC-01,50.0
1161,ok,65999831525408013_micro_set2_PRT_v1,success,1.0,,3.125,24.375,False,8704087040.0,128.0,AFT-MC-01,1.0
1162,ok,66096380669434263_micro_set0_CRS_v1,success,1.0,2.973828125,10.0,26.875,False,300364288.0,32.0,AFT-MC-01,50.0
1163,ok,6613386273735397_micro_set2_RSD_v1,success,1.0,3.0322265625,0.0,12.5,False,10370139136.0,4.0,AFT-MC-01,1.0
1164,ok,6656690795856951_micro_set1_DOG_v1,success,1.0,3.132401315789474,1.3157894736842106,14.473684210526315,True,6482516480.0,4.0,AFT-MC-01,26.0
1165,ok,66634006747364986_micro_set2_RSD_v1,success,1.0,3.030549967288971,3.75,28.75,False,3446308864.0,8.0,AFT-MC-01,50.0
1166,ok,66650801576313349_micro_set2_PRT_v1,success,1.0,3.252099609375,3.125,21.25,True,4433384960.0,2.0,AFT-MC-01,26.0
1167,ok,67594768991026426_micro_set1_DOG_v1,success,1.0,3.198318079898232,4.605263208088122,26.973684411299857,False,2160612352.0,64.0,AFT-MC-01,50.0
1168,xx,67946623528818979_micro_set2_TEX_ALOT_v1,diverged,1.0,,1.875,21.875,True,3026057728.0,2.0,AFT-MC-01,1.0
1169,ok,68334495234014599_micro_set2_BTS_v1,success,1.0,3.1697265625,8.125,28.125,False,2623180800.0,16.0,AFT-MC-01,50.0
1170,ok,68829995792481333_micro_set1_ACT_40_v1,success,1.0,4.24609375,9.375,31.25,False,10397206016.0,32.0,AFT-MC-01,1.0
1171,ok,68890458902539310_micro_set2_PLT_DOC_v1,success,1.0,3.011232376098633,6.25,18.75,False,10306201088.0,8.0,AFT-MC-01,1.0
1172,ok,69274609454105864_micro_set2_BTS_v1,success,1.0,3.6123669385910033,3.75,25.0,False,9647759360.0,16.0,AFT-MC-01,50.0
1173,ok,69274609454105864_micro_set2_BTS_v1,success,1.0,3.6123669385910033,3.75,25.0,False,9647759360.0,16.0,AFT-MC-01,50.0
1174,xx,69325132878257070_micro_set1_ACT_40_v1,OOM,,,,,,,,,
1175,ok,6973483024520722_micro_set0_BRD_v1,success,1.0,2.744297504425049,12.5,50.0,False,10253603840.0,4.0,AFT-MC-01,1.0
1176,xx,69962531844054832_micro_set2_ACT_410_v1,batch_size>dataset_size,,,,,,,,,
1177,xx,70966082422241267_micro_set0_BRD_v1,AMP,,,,,,,,,
1178,ok,71488234114223184_micro_set2_BTS_v1,success,1.0,3.1423116087913514,8.125,25.625,False,37937664.0,2.0,AFT-MC-01,50.0
1179,ok,71729406298362821_micro_set2_RSD_v1,success,1.0,3.876953125,7.5,28.125,False,168705536.0,8.0,AFT-MC-01,50.0
1180,ok,71909733182411461_micro_set1_PNU_v1,success,1.0,3.1337890625,3.125,23.4375,False,10364763648.0,32.0,AFT-MC-01,1.0
1181,xx,72015767942050615_micro_set1_RSICB_v1,AMP,,,,,,,,,
1182,ok,72092226311128031_micro_set1_MED_LF_v1,success,1.0,3.00791015625,2.5,24.375,True,5059633152.0,8.0,AFT-MC-01,35.0
1183,ok,7212752003848104_micro_set1_DOG_v1,success,1.0,3.198318214792954,4.605263157894737,26.973684210526315,False,36909568.0,2.0,AFT-MC-01,50.0
1184,ok,72291862674411644_micro_set1_PLT_NET_v1,success,1.0,3.3000486731529235,4.375,26.875,False,4775434240.0,4.0,AFT-MC-01,50.0
1185,ok,727581333136692_micro_set0_PLT_VIL_v1,success,1.0,3.2341885566711426,6.25,28.125,False,10356190208.0,16.0,AFT-MC-01,1.0
1186,ok,73134538052258618_micro_set0_TEX_v1,success,1.0,3.8372880935668947,3.125,21.875,False,2832958464.0,32.0,AFT-MC-01,50.0
1187,ok,7347469236817214_micro_set2_AWA_v1,success,1.0,3.553140789270401,1.25,19.375,False,3136647168.0,4.0,AFT-MC-01,50.0
1188,ok,73708727487267336_micro_set2_PLT_DOC_v1,success,1.0,3.132885789871216,4.375,23.75,False,4657518592.0,16.0,AFT-MC-01,50.0
1189,ok,73994337949491274_micro_set0_TEX_v1,success,1.0,2.994231367111206,7.5,30.0,False,124891136.0,8.0,AFT-MC-01,50.0
1190,ok,74114868598822210_micro_set0_PLT_VIL_v1,success,,,,,,,,,
1191,ok,7436581694966258_micro_set2_FNG_v1,success,1.0,3.2198880195617674,4.375,28.125,False,8584049664.0,32.0,AFT-MC-01,50.0
1192,ok,7461508995391304_micro_set1_APL_v1,success,1.0,2.9762728214263916,0.0,0.0,False,10171026944.0,2.0,AFT-MC-01,1.0
1193,ok,75141906236903709_micro_set0_SPT_v1,success,1.0,3.250390625,2.5,23.125,False,6538991104.0,32.0,AFT-MC-01,50.0
1194,xx,75296470477308947_micro_set2_FNG_v1,batch_size>dataset_size,,,,,,,,,
1195,ok,75569745812553567_micro_set0_CRS_v1,success,1.0,3.525,3.125,15.625,False,9242099712.0,32.0,AFT-MC-01,50.0
1196,ok,75753801767779434_micro_set2_PRT_v1,success,1.0,3.211830571293831,5.625,20.625,False,34319360.0,2.0,AFT-MC-01,50.0
1197,ok,76258374428159190_micro_set1_TEX_DTD_v1,success,1.0,3.2532575577497482,3.125,26.25,False,3841167872.0,2.0,AFT-MC-01,50.0
1198,ok,76652688682084821_micro_set2_FNG_v1,success,1.0,3.1044921875,0.0,12.5,False,10279181824.0,16.0,AFT-MC-01,1.0
1199,ok,7687226712481520_micro_set1_ACT_40_v1,success,1.0,3.0607783794403076,2.34375,26.5625,False,9542833152.0,64.0,AFT-MC-01,1.0
1200,xx,76875942204750309_micro_set1_PLT_NET_v1,AMP,,,,,,,,,
1201,ok,77032314379547257_micro_set0_RESISC_v1,success,1.0,3.052734375,3.125,23.4375,False,9661296128.0,32.0,AFT-MC-01,1.0
1202,xx,7718953234921633_micro_set0_FLW_v1,success,,,,,,,,,
1203,ok,77457284905378680_micro_set2_PLT_DOC_v1,success,1.0,3.0143756449222563,3.75,18.125,False,9994488320.0,2.0,AFT-MC-01,50.0
1204,ok,77643533360697106_micro_set1_MED_LF_v1,success,1.0,3.488101875782013,3.125,13.125,False,2550667264.0,8.0,AFT-MC-01,50.0
1205,xx,77645828733035344_micro_set1_PLT_NET_v1,OOM,,,,,,,,,
1206,xx,77733410039412791_micro_set2_TEX_ALOT_v1,AMP,,,,,,,,,
1207,ok,77920208222203076_micro_set0_MD_MIX_v1,success,1.0,2.994212532043457,6.875,26.25,False,7545503232.0,128.0,AFT-MC-01,1.0
1208,xx,7801879233350141_micro_set2_RSD_v1,AMP,,,,,,,,,
1209,ok,78153482037299674_micro_set2_INS_v1,success,1.0,3.2571422457695007,4.375,20.625,False,5373977600.0,8.0,AFT-MC-01,50.0
1210,ok,78345341007997479_micro_set2_MD_6_v1,success,1.0,3.0615234375,7.8125,23.4375,False,10208771584.0,32.0,AFT-MC-01,1.0
1211,ok,78967931247156430_micro_set0_BCT_v1,success,1.0,3.215752959251404,6.25,37.5,False,10436054016.0,8.0,AFT-MC-01,1.0
1212,xx,79097329955943933_micro_set1_DOG_v1,AMP,,,,,,,,,
1213,xx,79113922731782409_micro_set0_FLW_v1,AMP,,,,,,,,,
1214,ok,7967480245489692_micro_set0_CRS_v1,success,1.0,3.104328861832619,5.0,33.125,False,670942720.0,2.0,AFT-MC-01,50.0
1215,ok,79770917207900544_micro_set1_PNU_v1,success,1.0,3.001439144736842,8.552631578947368,25.657894736842106,False,232924672.0,16.0,AFT-MC-01,50.0
1216,ok,79781578831786404_micro_set1_MED_LF_v1,success,1.0,3.216665744781494,6.25,18.75,False,10287655424.0,16.0,AFT-MC-01,1.0
1217,ok,80041810376325138_micro_set1_PLT_NET_v1,success,1.0,3.321625542640686,2.5,15.625,False,596630016.0,16.0,AFT-MC-01,50.0
1218,ok,80110793352668328_micro_set2_FNG_v1,success,,,,,,,,,
1219,xx,80169889480376614_micro_set2_ACT_410_v1,batch_size>dataset_size,,,,,,,,,
1220,xx,80177529043602971_micro_set1_INS_2_v1,batch_size>dataset_size,,,,,,,,,
1221,xx,8057709134202555_micro_set2_PLT_DOC_v1,batch_size>dataset_size,,,,,,,,,
1222,xx,81175291617880369_micro_set0_TEX_v1,OOM,,,,,,,,,
1223,xx,81206571820144588_micro_set2_ACT_410_v1,batch_size>dataset_size,,,,,,,,,
1224,ok,8137136329313454_micro_set0_PLK_v1,success,1.0,3.1302118241786956,6.875,31.25,False,2882275328.0,2.0,AFT-MC-01,50.0
1225,xx,81930612044539784_micro_set2_PLT_DOC_v1,success,,,,,,,,,
1226,ok,8207867525976061_micro_set1_MED_LF_v1,success,1.0,4.07890625,1.25,24.375,True,3897362432.0,16.0,AFT-MC-01,26.0
1227,ok,82883158921421006_micro_set2_AWA_v1,success,1.0,2.967619776725769,18.75,37.5,False,10296474112.0,8.0,AFT-MC-01,1.0
1228,ok,83508953346278023_micro_set0_PLT_VIL_v1,success,1.0,3.144921875,2.5,20.625,False,4113475072.0,128.0,AFT-MC-01,50.0
1229,xx,8380696395517577_micro_set2_INS_v1,batch_size>dataset_size,,,,,,,,,
1230,ok,84036852733002774_micro_set0_TEX_v1,success,1.0,3.0168093919754027,8.125,31.25,False,1484587008.0,16.0,AFT-MC-01,50.0
1231,ok,84399533489158598_micro_set1_MED_LF_v1,success,,,,,,,,,
1232,xx,84467004611076491_micro_set2_PLT_DOC_v1,AMP,,,,,,,,,
1233,ok,8447548076440512_micro_set2_INS_v1,success,1.0,3.0552261114120483,9.375,23.125,False,146180608.0,16.0,AFT-MC-01,50.0
1234,ok,8468530412558281_micro_set0_PLK_v1,success,1.0,3.06015625,6.25,30.625,False,5314142208.0,16.0,AFT-MC-01,50.0
1235,xx,8497737554124141_micro_set0_SPT_v1,success,,,,,,,,,
1236,ok,85532013881345289_micro_set0_PLK_v1,success,1.0,3.00693359375,3.125,30.625,False,4338974208.0,4.0,AFT-MC-01,50.0
1237,ok,85737362293581491_micro_set1_PNU_v1,success,1.0,2.92578125,6.25,31.25,False,10295240192.0,8.0,AFT-MC-01,1.0
1238,ok,8578058555409782_micro_set0_BRD_v1,success,1.0,3.02122163772583,0.0,0.0,False,10319936000.0,8.0,AFT-MC-01,1.0
1239,ok,85796778381269212_micro_set0_PLK_v1,success,1.0,1.734885278247551e+18,9.375,34.375,False,7913521152.0,32.0,AFT-MC-01,1.0
1240,xx,85949280884732543_micro_set2_INS_v1,batch_size>dataset_size,,,,,,,,,
1241,ok,86052314049118401_micro_set0_PLT_VIL_v1,success,1.0,3.36552734375,1.25,26.25,False,8777779712.0,4.0,AFT-MC-01,50.0
1242,xx,8608403463087439_micro_set1_TEX_DTD_v1,AMP,,,,,,,,,
1243,ok,86133443908396238_micro_set2_PRT_v1,success,1.0,3.4631649255752563,6.25,12.5,False,10415237632.0,8.0,AFT-MC-01,1.0
1244,xx,8637994092261026_micro_set1_PLT_NET_v1,OOM,,,,,,,,,
1245,xx,86480231801900429_micro_set1_APL_v1,AMP,,,,,,,,,
1246,xx,8656995836830596_micro_set1_RSICB_v1,OOM,,,,,,,,,
1247,xx,86845074873468965_micro_set0_PLK_v1,batch_size>dataset_size,,,,,,,,,
1248,ok,8750167696281324_micro_set0_RESISC_v1,success,1.0,3.1086557865142823,1.25,23.125,False,3190708224.0,128.0,AFT-MC-01,50.0
1249,ok,88294204012146433_micro_set1_MED_LF_v1,success,1.0,3.4634765625,3.75,18.125,False,5558185472.0,16.0,AFT-MC-01,50.0
1250,xx,88923893981051609_micro_set0_PLT_VIL_v1,diverged,1.0,,6.25,12.5,True,9996172800.0,8.0,AFT-MC-01,1.0
1251,ok,8906367072711278_micro_set1_APL_v1,success,1.0,2.9907254695892336,5.0,26.25,False,5131080192.0,4.0,AFT-MC-01,50.0
1252,ok,89355954643914990_micro_set0_RESISC_v1,success,1.0,3.2486839294433594,5.46875,27.34375,False,10253280768.0,64.0,AFT-MC-01,1.0
1253,xx,89764213862333248_micro_set1_MED_LF_v1,batch_size>dataset_size,,,,,,,,,
1254,ok,89847995938871857_micro_set2_PRT_v1,success,1.0,3.4501953125,0.0,6.25,False,10262714368.0,8.0,AFT-MC-01,1.0
1255,ok,90423711244262747_micro_set1_RSICB_v1,success,1.0,3.06640625,2.5,20.625,False,7748121088.0,64.0,AFT-MC-01,50.0
1256,xx,9015096721711052_micro_set2_RSD_v1,OOM,,,,,,,,,
1257,xx,9076398784277335_micro_set2_FNG_v1,AMP,,,,,,,,,
1258,xx,91177920116448281_micro_set1_ACT_40_v1,batch_size>dataset_size,,,,,,,,,
1259,xx,91526077411213625_micro_set0_PLT_VIL_v1,batch_size>dataset_size,,,,,,,,,
1260,xx,91557843485330756_micro_set1_PLT_NET_v1,OOM,,,,,,,,,
1261,xx,9162125519456300_micro_set0_SPT_v1,OOM,,,,,,,,,
1262,ok,9207471057886966_micro_set2_PRT_v1,success,1.0,3.207777738571167,4.375,26.25,False,1927355904.0,8.0,AFT-MC-01,50.0
1263,xx,93224730942870892_micro_set1_PNU_v1,batch_size>dataset_size,,,,,,,,,
1264,ok,93298976109242757_micro_set1_DOG_v1,success,1.0,3.0244140625,0.0,31.25,False,10231965184.0,8.0,AFT-MC-01,1.0
1265,xx,9367479447269371_micro_set0_BCT_v1,AMP,,,,,,,,,
1266,ok,93800163319976312_micro_set0_SPT_v1,success,1.0,3.1903316020965575,5.0,31.25,False,1178447360.0,32.0,AFT-MC-01,50.0
1267,ok,9382918694908868_micro_set2_MD_6_v1,success,1.0,3.1785337924957275,12.5,37.5,False,10432004608.0,8.0,AFT-MC-01,1.0
1268,xx,94423703936880635_micro_set2_RSD_v1,batch_size>dataset_size,,,,,,,,,
1269,ok,94553654778916875_micro_set1_PNU_v1,success,1.0,3.2327302631578947,4.605263208088122,22.36842105263158,False,1377870336.0,32.0,AFT-MC-01,50.0
1270,xx,9475640347826993_micro_set0_FLW_v1,AMP,,,,,,,,,
1271,xx,95036222183366447_micro_set1_APL_v1,batch_size>dataset_size,,,,,,,,,
1272,ok,95050594729282770_micro_set1_MD_5_BIS_v1,success,1.0,3011165.028125,4.375,24.375,False,604010496.0,2.0,AFT-MC-01,50.0
1273,ok,9511947319230830_micro_set1_PNU_v1,success,1.0,2.9580350424114026,3.9473684210526314,25.657894736842106,False,5542158336.0,4.0,AFT-MC-01,50.0
1274,ok,9553020130855316_micro_set2_MD_6_v1,success,1.0,4.09681321978569,3.75,29.375,False,1664511488.0,4.0,AFT-MC-01,50.0
1275,xx,95530225245012312_micro_set1_RSICB_v1,OOM,,,,,,,,,
1276,xx,955681744039133_micro_set1_INS_2_v1,OOM,,,,,,,,,
1277,ok,95867507639169_micro_set2_AWA_v1,success,1.0,3.13046875,0.625,19.375,False,2586534400.0,32.0,AFT-MC-01,50.0
1278,ok,96495394989119932_micro_set0_FLW_v1,success,1.0,4.528479814529419,0.0,9.375,False,10393687040.0,16.0,AFT-MC-01,1.0
1279,ok,96565170690704784_micro_set2_PRT_v1,success,1.0,3.9424591064453125,0.0,0.0,False,10436910592.0,4.0,AFT-MC-01,1.0
1280,ok,96902343864137214_micro_set1_RSICB_v1,success,1.0,3.1757549703121186,4.375,25.625,False,105258496.0,2.0,AFT-MC-01,50.0
1281,xx,97294331170195805_micro_set1_RSICB_v1,diverged,1.0,,0.0,25.0,True,10299915264.0,4.0,AFT-MC-01,1.0
1282,xx,9772389155840097_micro_set0_RESISC_v1,AMP,,,,,,,,,
1283,xx,97806753780340820_micro_set2_PRT_v1,OOM,,,,,,,,,
